"Notes","Month","Month Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"Jan., 2022 (provisional)","2022/01","Alabama","01",638,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Alaska","02",51,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Arizona","04",634,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Arkansas","05",350,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","California","06",2531,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Colorado","08",404,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Connecticut","09",273,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Delaware","10",101,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","District of Columbia","11",66,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Florida","12",1745,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Georgia","13",974,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Hawaii","15",92,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Idaho","16",122,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Illinois","17",1240,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Indiana","18",765,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Iowa","19",294,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Kansas","20",312,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Kentucky","21",583,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Louisiana","22",495,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Maine","23",128,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Maryland","24",540,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Massachusetts","25",435,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Michigan","26",1054,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Minnesota","27",388,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Mississippi","28",409,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Missouri","29",689,Not Applicable,Not Applicable
