"Notes"	"Month"	"Month Code"	"Residence State"	"Residence State Code"	Deaths	Population	Crude Rate
	"Jan., 2022 (provisional)"	"2022/01"	"Alabama"	"01"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Alaska"	"02"	0	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Arizona"	"04"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Arkansas"	"05"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"California"	"06"	17	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Colorado"	"08"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Connecticut"	"09"	0	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Delaware"	"10"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"District of Columbia"	"11"	0	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Florida"	"12"	10	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Georgia"	"13"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Hawaii"	"15"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Idaho"	"16"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Illinois"	"17"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Indiana"	"18"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Iowa"	"19"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Kansas"	"20"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Kentucky"	"21"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Louisiana"	"22"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Maine"	"23"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Maryland"	"24"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Massachusetts"	"25"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Michigan"	"26"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Minnesota"	"27"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Mississippi"	"28"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Missouri"	"29"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Montana"	"30"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Nebraska"	"31"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Nevada"	"32"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"New Hampshire"	"33"	0	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"New Jersey"	"34"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"New Mexico"	"35"	0	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"New York"	"36"	10	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"North Carolina"	"37"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"North Dakota"	"38"	0	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Ohio"	"39"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Oklahoma"	"40"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Oregon"	"41"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Pennsylvania"	"42"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Rhode Island"	"44"	0	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"South Carolina"	"45"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"South Dakota"	"46"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Tennessee"	"47"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Texas"	"48"	20	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Utah"	"49"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Vermont"	"50"	0	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Virginia"	"51"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Washington"	"53"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"West Virginia"	"54"	0	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Wisconsin"	"55"	Suppressed	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Wyoming"	"56"	0	Not Applicable	Not Applicable
"Total"	"Jan., 2022 (provisional)"	"2022/01"			187	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Alabama"	"01"	Suppressed	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Alaska"	"02"	0	Not Applicable	Not Applicable
