"Notes","Month","Month Code",Deaths,Population,Crude Rate
,"Jan., 2022 (provisional)","2022/01",1291,Not Applicable,Not Applicable
,"Feb., 2022 (provisional)","2022/02",1249,Not Applicable,Not Applicable
,"Mar., 2022 (provisional)","2022/03",1345,Not Applicable,Not Applicable
,"Apr., 2022 (provisional)","2022/04",1252,Not Applicable,Not Applicable
,"May, 2022 (provisional)","2022/05",1408,Not Applicable,Not Applicable
,"Jun., 2022 (provisional)","2022/06",1387,Not Applicable,Not Applicable
,"Jul., 2022 (provisional)","2022/07",1473,Not Applicable,Not Applicable
,"Aug., 2022 (provisional)","2022/08",1483,Not Applicable,Not Applicable
,"Sep., 2022 (provisional)","2022/09",1315,Not Applicable,Not Applicable
,"Oct., 2022 (provisional)","2022/10",1435,Not Applicable,Not Applicable
,"Nov., 2022 (provisional)","2022/11",1393,Not Applicable,Not Applicable
,"Dec., 2022 (provisional)","2022/12",1384,Not Applicable,Not Applicable
,"Jan., 2023 (provisional)","2023/01",1424,Not Applicable,Not Applicable
,"Feb., 2023 (provisional)","2023/02",1214,Not Applicable,Not Applicable
,"Mar., 2023 (provisional)","2023/03",1296,Not Applicable,Not Applicable
,"Apr., 2023 (provisional)","2023/04",1370,Not Applicable,Not Applicable
,"May, 2023 (provisional)","2023/05",1453,Not Applicable,Not Applicable
,"Jun., 2023 (provisional)","2023/06",1457,Not Applicable,Not Applicable
,"Jul., 2023 (provisional)","2023/07",1423,Not Applicable,Not Applicable
,"Aug., 2023 (provisional)","2023/08",1357,Not Applicable,Not Applicable
,"Sep., 2023 (provisional)","2023/09",1099,Not Applicable,Not Applicable
,"Oct., 2023 (provisional and partial)","2023/10",388,Not Applicable,Not Applicable
"Total",,,28896,Not Applicable,Not Applicable
