"Notes","Month","Month Code",Deaths,Population,Crude Rate
,"Jan., 2018","2018/01",285011,Not Applicable,Not Applicable
,"Feb., 2018","2018/02",235542,Not Applicable,Not Applicable
,"Mar., 2018","2018/03",247144,Not Applicable,Not Applicable
,"Apr., 2018","2018/04",231548,Not Applicable,Not Applicable
,"May, 2018","2018/05",227002,Not Applicable,Not Applicable
,"Jun., 2018","2018/06",218393,Not Applicable,Not Applicable
,"Jul., 2018","2018/07",223326,Not Applicable,Not Applicable
,"Aug., 2018","2018/08",222559,Not Applicable,Not Applicable
,"Sep., 2018","2018/09",217029,Not Applicable,Not Applicable
,"Oct., 2018","2018/10",232177,Not Applicable,Not Applicable
,"Nov., 2018","2018/11",231833,Not Applicable,Not Applicable
,"Dec., 2018","2018/12",247723,Not Applicable,Not Applicable
,"Jan., 2019","2019/01",256104,Not Applicable,Not Applicable
,"Feb., 2019","2019/02",231433,Not Applicable,Not Applicable
,"Mar., 2019","2019/03",253357,Not Applicable,Not Applicable
,"Apr., 2019","2019/04",233737,Not Applicable,Not Applicable
,"May, 2019","2019/05",235187,Not Applicable,Not Applicable
,"Jun., 2019","2019/06",223775,Not Applicable,Not Applicable
,"Jul., 2019","2019/07",227438,Not Applicable,Not Applicable
,"Aug., 2019","2019/08",225554,Not Applicable,Not Applicable
,"Sep., 2019","2019/09",221047,Not Applicable,Not Applicable
,"Oct., 2019","2019/10",235985,Not Applicable,Not Applicable
,"Nov., 2019","2019/11",237340,Not Applicable,Not Applicable
,"Dec., 2019","2019/12",254221,Not Applicable,Not Applicable
,"Jan., 2020","2020/01",262408,Not Applicable,Not Applicable
,"Feb., 2020","2020/02",242871,Not Applicable,Not Applicable
,"Mar., 2020","2020/03",267455,Not Applicable,Not Applicable
,"Apr., 2020","2020/04",319936,Not Applicable,Not Applicable
,"May, 2020","2020/05",278130,Not Applicable,Not Applicable
,"Jun., 2020","2020/06",247865,Not Applicable,Not Applicable
,"Jul., 2020","2020/07",276090,Not Applicable,Not Applicable
,"Aug., 2020","2020/08",274536,Not Applicable,Not Applicable
,"Sep., 2020","2020/09",254666,Not Applicable,Not Applicable
,"Oct., 2020","2020/10",271413,Not Applicable,Not Applicable
,"Nov., 2020","2020/11",300148,Not Applicable,Not Applicable
,"Dec., 2020","2020/12",364557,Not Applicable,Not Applicable
,"Jan., 2021","2021/01",370851,Not Applicable,Not Applicable
,"Feb., 2021","2021/02",280270,Not Applicable,Not Applicable
,"Mar., 2021","2021/03",268513,Not Applicable,Not Applicable
,"Apr., 2021","2021/04",254475,Not Applicable,Not Applicable
,"May, 2021","2021/05",255576,Not Applicable,Not Applicable
,"Jun., 2021","2021/06",242563,Not Applicable,Not Applicable
,"Jul., 2021","2021/07",255156,Not Applicable,Not Applicable
,"Aug., 2021","2021/08",301028,Not Applicable,Not Applicable
,"Sep., 2021","2021/09",309600,Not Applicable,Not Applicable
,"Oct., 2021","2021/10",297387,Not Applicable,Not Applicable
,"Nov., 2021","2021/11",286560,Not Applicable,Not Applicable
,"Dec., 2021","2021/12",317259,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01",367273,Not Applicable,Not Applicable
,"Feb., 2022 (provisional)","2022/02",288468,Not Applicable,Not Applicable
,"Mar., 2022 (provisional)","2022/03",266338,Not Applicable,Not Applicable
,"Apr., 2022 (provisional)","2022/04",244308,Not Applicable,Not Applicable
,"May, 2022 (provisional)","2022/05",252416,Not Applicable,Not Applicable
,"Jun., 2022 (provisional)","2022/06",246095,Not Applicable,Not Applicable
,"Jul., 2022 (provisional)","2022/07",258072,Not Applicable,Not Applicable
,"Aug., 2022 (provisional)","2022/08",257072,Not Applicable,Not Applicable
,"Sep., 2022 (provisional)","2022/09",249078,Not Applicable,Not Applicable
,"Oct., 2022 (provisional)","2022/10",263061,Not Applicable,Not Applicable
,"Nov., 2022 (provisional)","2022/11",266244,Not Applicable,Not Applicable
,"Dec., 2022 (provisional)","2022/12",298514,Not Applicable,Not Applicable
,"Jan., 2023 (provisional)","2023/01",286882,Not Applicable,Not Applicable
,"Feb., 2023 (provisional)","2023/02",246918,Not Applicable,Not Applicable
,"Mar., 2023 (provisional)","2023/03",266821,Not Applicable,Not Applicable
,"Apr., 2023 (provisional)","2023/04",249774,Not Applicable,Not Applicable
,"May, 2023 (provisional)","2023/05",249966,Not Applicable,Not Applicable
,"Jun., 2023 (provisional)","2023/06",238709,Not Applicable,Not Applicable
,"Jul., 2023 (provisional)","2023/07",244146,Not Applicable,Not Applicable
,"Aug., 2023 (provisional)","2023/08",247361,Not Applicable,Not Applicable
,"Sep., 2023 (provisional)","2023/09",241602,Not Applicable,Not Applicable
,"Oct., 2023 (provisional)","2023/10",254422,Not Applicable,Not Applicable
,"Nov., 2023 (provisional)","2023/11",250919,Not Applicable,Not Applicable
,"Dec., 2023 (provisional)","2023/12",255407,Not Applicable,Not Applicable
,"Jan., 2024 (provisional and partial)","2024/01",79518,Not Applicable,Not Applicable
"Total",,,18823162,Not Applicable,Not Applicable
