"Notes","Month","Month Code","State","State Code",Deaths,Population,Crude Rate
,"Jan., 1999","1999/01","Alabama","01",4007,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Alaska","02",215,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Arizona","04",3762,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Arkansas","05",2647,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","California","06",20879,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Colorado","08",2296,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Connecticut","09",2910,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Delaware","10",613,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","District of Columbia","11",542,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Florida","12",14877,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Georgia","13",5710,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Hawaii","15",753,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Idaho","16",764,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Illinois","17",10270,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Indiana","18",5238,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Iowa","19",2621,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Kansas","20",2192,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Kentucky","21",3556,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Louisiana","22",3698,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Maine","23",1123,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Maryland","24",3782,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Massachusetts","25",5332,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Michigan","26",7910,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Minnesota","27",3574,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Mississippi","28",2420,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Missouri","29",4911,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Montana","30",681,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Nebraska","31",1430,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Nevada","32",1412,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","New Hampshire","33",902,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","New Jersey","34",7680,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","New Mexico","35",1248,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","New York","36",16340,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","North Carolina","37",6157,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","North Dakota","38",554,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Ohio","39",10027,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Oklahoma","40",3168,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Oregon","41",2574,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Pennsylvania","42",12731,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Rhode Island","44",948,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","South Carolina","45",3318,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","South Dakota","46",640,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Tennessee","47",4787,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Texas","48",13360,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Utah","49",1083,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Vermont","50",458,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Virginia","51",4999,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Washington","53",3852,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","West Virginia","54",1897,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Wisconsin","55",4373,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Wyoming","56",358,Not Applicable,Not Applicable
"Total","Jan., 1999","1999/01",,,221579,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Alabama","01",3507,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Alaska","02",214,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Arizona","04",3679,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Arkansas","05",2215,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","California","06",19147,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Colorado","08",2356,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Connecticut","09",2633,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Delaware","10",572,Not Applicable,Not Applicable
