"Notes","Month","Month Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"Jan., 2018","2018/01","Alabama","01",1389,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Alaska","02",87,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Arizona","04",1757,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Arkansas","05",904,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","California","06",7760,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Colorado","08",939,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Connecticut","09",952,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Delaware","10",246,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","District of Columbia","11",104,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Florida","12",5584,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Georgia","13",2126,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Hawaii","15",263,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Idaho","16",381,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Illinois","17",3140,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Indiana","18",1762,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Iowa","19",845,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Kansas","20",741,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Kentucky","21",1208,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Louisiana","22",1218,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Maine","23",421,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Maryland","24",1293,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Massachusetts","25",1637,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Michigan","26",2563,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Minnesota","27",1299,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Mississippi","28",821,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Missouri","29",1810,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Montana","30",245,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Nebraska","31",479,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Nevada","32",623,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","New Hampshire","33",352,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","New Jersey","34",2107,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","New Mexico","35",470,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","New York","36",4494,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","North Carolina","37",2462,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","North Dakota","38",202,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Ohio","39",3519,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Oklahoma","40",1067,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Oregon","41",954,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Pennsylvania","42",3907,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Rhode Island","44",274,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","South Carolina","45",1346,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","South Dakota","46",198,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Tennessee","47",1788,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Texas","48",5598,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Utah","49",488,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Vermont","50",163,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Virginia","51",1819,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Washington","53",1446,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","West Virginia","54",648,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Wisconsin","55",1552,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Wyoming","56",120,Not Applicable,Not Applicable
