"Notes","Month","Month Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"Jan., 2022 (provisional)","2022/01","Alabama","01",52,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Alaska","02",Suppressed,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Arizona","04",63,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Arkansas","05",31,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","California","06",177,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Colorado","08",29,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Connecticut","09",14,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Delaware","10",Suppressed,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","District of Columbia","11",Suppressed,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Florida","12",149,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Georgia","13",90,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Hawaii","15",Suppressed,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Idaho","16",10,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Illinois","17",73,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Indiana","18",46,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Iowa","19",13,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Kansas","20",21,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Kentucky","21",35,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Louisiana","22",48,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Maine","23",Suppressed,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Maryland","24",36,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Massachusetts","25",29,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Michigan","26",83,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Minnesota","27",29,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Mississippi","28",26,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Missouri","29",55,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Montana","30",Suppressed,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Nebraska","31",Suppressed,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Nevada","32",24,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","New Hampshire","33",Suppressed,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","New Jersey","34",40,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","New Mexico","35",10,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","New York","36",95,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","North Carolina","37",96,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","North Dakota","38",Suppressed,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Ohio","39",93,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Oklahoma","40",33,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Oregon","41",18,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Pennsylvania","42",89,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Rhode Island","44",Suppressed,Not Applicable,Not Applicable
