"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"Alabama"	"01"	2204	220728	998.5
	"1999"	"1999"	"Alaska"	"02"	195	26381	739.2
	"1999"	"1999"	"Arizona"	"04"	1780	229311	776.2
	"1999"	"1999"	"Arkansas"	"05"	1283	135264	948.5
	"1999"	"1999"	"California"	"06"	10038	1415902	708.9
	"1999"	"1999"	"Colorado"	"08"	1193	186839	638.5
	"1999"	"1999"	"Connecticut"	"09"	1162	171572	677.3
	"1999"	"1999"	"Delaware"	"10"	284	38109	745.2
	"1999"	"1999"	"District of Columbia"	"11"	331	27011	1225.4
	"1999"	"1999"	"Florida"	"12"	6397	789129	810.6
	"1999"	"1999"	"Georgia"	"13"	3441	362385	949.5
	"1999"	"1999"	"Hawaii"	"15"	373	57934	643.8
	"1999"	"1999"	"Idaho"	"16"	381	58108	655.7
	"1999"	"1999"	"Illinois"	"17"	4700	567540	828.1
	"1999"	"1999"	"Indiana"	"18"	2364	288461	819.5
	"1999"	"1999"	"Iowa"	"19"	923	136955	673.9
	"1999"	"1999"	"Kansas"	"20"	926	118900	778.8
	"1999"	"1999"	"Kentucky"	"21"	1952	199700	977.5
	"1999"	"1999"	"Louisiana"	"22"	2112	204009	1035.2
	"1999"	"1999"	"Maine"	"23"	446	65724	678.6
	"1999"	"1999"	"Maryland"	"24"	2065	260363	793.1
	"1999"	"1999"	"Massachusetts"	"25"	2034	299408	679.3
	"1999"	"1999"	"Michigan"	"26"	3957	474708	833.6
	"1999"	"1999"	"Minnesota"	"27"	1409	220470	639.1
	"1999"	"1999"	"Mississippi"	"28"	1488	129504	1149.0
	"1999"	"1999"	"Missouri"	"29"	2329	272809	853.7
	"1999"	"1999"	"Montana"	"30"	328	45838	715.6
	"1999"	"1999"	"Nebraska"	"31"	543	75855	715.8
	"1999"	"1999"	"Nevada"	"32"	879	100088	878.2
	"1999"	"1999"	"New Hampshire"	"33"	392	59876	654.7
	"1999"	"1999"	"New Jersey"	"34"	3071	412789	744.0
	"1999"	"1999"	"New Mexico"	"35"	588	84247	697.9
	"1999"	"1999"	"New York"	"36"	7054	913115	772.5
