"Notes","Year","Year Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"2022 (provisional)","2022","Alabama","01",550,599267,91.8
,"2022 (provisional)","2022","Alaska","02",86,99396,86.5
,"2022 (provisional)","2022","Arizona","04",643,847344,75.9
,"2022 (provisional)","2022","Arkansas","05",368,374657,98.2
,"2022 (provisional)","2022","California","06",2259,4648810,48.6
,"2022 (provisional)","2022","Colorado","08",383,653025,58.7
,"2022 (provisional)","2022","Connecticut","09",202,373364,54.1
,"2022 (provisional)","2022","Delaware","10",103,110793,93.0
,"2022 (provisional)","2022","District of Columbia","11",57,78568,72.5
,"2022 (provisional)","2022","Florida","12",1751,2285063,76.6
,"2022 (provisional)","2022","Georgia","13",1149,1320822,87.0
,"2022 (provisional)","2022","Hawaii","15",121,171720,70.5
,"2022 (provisional)","2022","Idaho","16",145,243753,59.5
,"2022 (provisional)","2022","Illinois","17",950,1472218,64.5
,"2022 (provisional)","2022","Indiana","18",756,845422,89.4
,"2022 (provisional)","2022","Iowa","19",265,391835,67.6
,"2022 (provisional)","2022","Kansas","20",272,372742,73.0
,"2022 (provisional)","2022","Kentucky","21",430,545085,78.9
,"2022 (provisional)","2022","Louisiana","22",560,586475,95.5
,"2022 (provisional)","2022","Maine","23",99,130492,75.9
,"2022 (provisional)","2022","Maryland","24",529,730504,72.4
,"2022 (provisional)","2022","Massachusetts","25",304,717045,42.4
,"2022 (provisional)","2022","Michigan","26",869,1138359,76.3
,"2022 (provisional)","2022","Minnesota","27",398,704056,56.5
,"2022 (provisional)","2022","Mississippi","28",426,362338,117.6
,"2022 (provisional)","2022","Missouri","29",617,739766,83.4
,"2022 (provisional)","2022","Montana","30",76,124455,61.1
,"2022 (provisional)","2022","Nebraska","31",178,260590,68.3
,"2022 (provisional)","2022","Nevada","32",219,371440,59.0
,"2022 (provisional)","2022","New Hampshire","33",61,131394,46.4
,"2022 (provisional)","2022","New Jersey","34",466,1071940,43.5
,"2022 (provisional)","2022","New Mexico","35",156,244585,63.8
,"2022 (provisional)","2022","New York","36",1179,2238647,52.7
,"2022 (provisional)","2022","North Carolina","37",1077,1215687,88.6
,"2022 (provisional)","2022","North Dakota","38",66,104689,63.0
,"2022 (provisional)","2022","Ohio","39",1182,1392025,84.9
,"2022 (provisional)","2022","Oklahoma","40",449,515980,87.0
,"2022 (provisional)","2022","Oregon","41",238,452398,52.6
,"2022 (provisional)","2022","Pennsylvania","42",983,1416158,69.4
,"2022 (provisional)","2022","Rhode Island","44",51,110646,46.1
,"2022 (provisional)","2022","South Carolina","45",517,588153,87.9
,"2022 (provisional)","2022","South Dakota","46",107,120187,89.0
,"2022 (provisional)","2022","Tennessee","47",707,824694,85.7
,"2022 (provisional)","2022","Texas","48",2966,3992477,74.3
,"2022 (provisional)","2022","Utah","49",303,498119,60.8
,"2022 (provisional)","2022","Vermont","50",29,60364,48.0
,"2022 (provisional)","2022","Virginia","51",757,1011069,74.9
,"2022 (provisional)","2022","Washington","53",497,905828,54.9
,"2022 (provisional)","2022","West Virginia","54",164,188628,86.9
,"2022 (provisional)","2022","Wisconsin","55",469,667069,70.3
,"2022 (provisional)","2022","Wyoming","56",49,68745,71.3
"Total","2022 (provisional)","2022",,,27238,39118886,69.6
,"2023 (provisional and partial)","2023","Alabama","01",384,599267,64.1
,"2023 (provisional and partial)","2023","Alaska","02",50,99396,50.3
,"2023 (provisional and partial)","2023","Arizona","04",450,847344,53.1
,"2023 (provisional and partial)","2023","Arkansas","05",272,374657,72.6
,"2023 (provisional and partial)","2023","California","06",1582,4648810,34.0
,"2023 (provisional and partial)","2023","Colorado","08",260,653025,39.8
,"2023 (provisional and partial)","2023","Connecticut","09",136,373364,36.4
,"2023 (provisional and partial)","2023","Delaware","10",49,110793,44.2
,"2023 (provisional and partial)","2023","District of Columbia","11",48,78568,61.1
,"2023 (provisional and partial)","2023","Florida","12",1285,2285063,56.2
,"2023 (provisional and partial)","2023","Georgia","13",634,1320822,48.0
,"2023 (provisional and partial)","2023","Hawaii","15",60,171720,34.9
,"2023 (provisional and partial)","2023","Idaho","16",104,243753,42.7
,"2023 (provisional and partial)","2023","Illinois","17",694,1472218,47.1
,"2023 (provisional and partial)","2023","Indiana","18",454,845422,53.7
,"2023 (provisional and partial)","2023","Iowa","19",150,391835,38.3
,"2023 (provisional and partial)","2023","Kansas","20",191,372742,51.2
,"2023 (provisional and partial)","2023","Kentucky","21",281,545085,51.6
,"2023 (provisional and partial)","2023","Louisiana","22",323,586475,55.1
,"2023 (provisional and partial)","2023","Maine","23",54,130492,41.4
,"2023 (provisional and partial)","2023","Maryland","24",359,730504,49.1
,"2023 (provisional and partial)","2023","Massachusetts","25",213,717045,29.7
,"2023 (provisional and partial)","2023","Michigan","26",567,1138359,49.8
,"2023 (provisional and partial)","2023","Minnesota","27",267,704056,37.9
,"2023 (provisional and partial)","2023","Mississippi","28",262,362338,72.3
,"2023 (provisional and partial)","2023","Missouri","29",371,739766,50.2
,"2023 (provisional and partial)","2023","Montana","30",64,124455,51.4
