"Notes","Month","Month Code",Deaths,Population,Crude Rate
,"Jan., 2022 (provisional)","2022/01",152058,Not Applicable,Not Applicable
,"Feb., 2022 (provisional)","2022/02",119520,Not Applicable,Not Applicable
,"Mar., 2022 (provisional)","2022/03",109624,Not Applicable,Not Applicable
,"Apr., 2022 (provisional)","2022/04",100500,Not Applicable,Not Applicable
,"May, 2022 (provisional)","2022/05",103883,Not Applicable,Not Applicable
,"Jun., 2022 (provisional)","2022/06",100664,Not Applicable,Not Applicable
,"Jul., 2022 (provisional)","2022/07",105638,Not Applicable,Not Applicable
,"Aug., 2022 (provisional)","2022/08",105902,Not Applicable,Not Applicable
,"Sep., 2022 (provisional)","2022/09",102576,Not Applicable,Not Applicable
,"Oct., 2022 (provisional)","2022/10",110498,Not Applicable,Not Applicable
,"Nov., 2022 (provisional)","2022/11",111624,Not Applicable,Not Applicable
,"Dec., 2022 (provisional)","2022/12",128014,Not Applicable,Not Applicable
,"Jan., 2023 (provisional)","2023/01",123894,Not Applicable,Not Applicable
,"Feb., 2023 (provisional)","2023/02",105293,Not Applicable,Not Applicable
,"Mar., 2023 (provisional)","2023/03",113406,Not Applicable,Not Applicable
,"Apr., 2023 (provisional)","2023/04",104685,Not Applicable,Not Applicable
,"May, 2023 (provisional)","2023/05",103443,Not Applicable,Not Applicable
,"Jun., 2023 (provisional)","2023/06",98185,Not Applicable,Not Applicable
,"Jul., 2023 (provisional)","2023/07",99054,Not Applicable,Not Applicable
,"Aug., 2023 (provisional)","2023/08",101196,Not Applicable,Not Applicable
,"Sep., 2023 (provisional)","2023/09",99780,Not Applicable,Not Applicable
,"Oct., 2023 (provisional and partial)","2023/10",60015,Not Applicable,Not Applicable
"Total",,,2359452,Not Applicable,Not Applicable
