"Notes"	"Month"	"Month Code"	"Residence State"	"Residence State Code"	Deaths	Population	Crude Rate
	"Jan., 2022 (provisional)"	"2022/01"	"Alabama"	"01"	981	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Alaska"	"02"	105	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Arizona"	"04"	1083	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Arkansas"	"05"	581	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"California"	"06"	4356	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Colorado"	"08"	674	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Connecticut"	"09"	433	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Delaware"	"10"	153	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"District of Columbia"	"11"	103	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Florida"	"12"	2662	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Georgia"	"13"	1729	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Hawaii"	"15"	149	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Idaho"	"16"	204	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Illinois"	"17"	1904	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Indiana"	"18"	1171	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Iowa"	"19"	411	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Kansas"	"20"	481	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Kentucky"	"21"	993	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Louisiana"	"22"	839	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Maine"	"23"	204	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Maryland"	"24"	893	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Massachusetts"	"25"	742	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Michigan"	"26"	1546	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Minnesota"	"27"	625	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Mississippi"	"28"	699	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Missouri"	"29"	1138	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Montana"	"30"	127	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Nebraska"	"31"	237	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Nevada"	"32"	483	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"New Hampshire"	"33"	171	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"New Jersey"	"34"	1120	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"New Mexico"	"35"	451	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"New York"	"36"	2366	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"North Carolina"	"37"	1759	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"North Dakota"	"38"	96	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Ohio"	"39"	2144	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Oklahoma"	"40"	835	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Oregon"	"41"	480	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Pennsylvania"	"42"	2002	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Rhode Island"	"44"	149	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"South Carolina"	"45"	907	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"South Dakota"	"46"	118	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Tennessee"	"47"	1443	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Texas"	"48"	3909	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Utah"	"49"	290	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Vermont"	"50"	68	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Virginia"	"51"	1202	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Washington"	"53"	901	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"West Virginia"	"54"	430	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Wisconsin"	"55"	770	Not Applicable	Not Applicable
	"Jan., 2022 (provisional)"	"2022/01"	"Wyoming"	"56"	68	Not Applicable	Not Applicable
"Total"	"Jan., 2022 (provisional)"	"2022/01"			47385	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Alabama"	"01"	830	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Alaska"	"02"	72	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Arizona"	"04"	814	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Arkansas"	"05"	482	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"California"	"06"	3494	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Colorado"	"08"	467	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Connecticut"	"09"	346	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Delaware"	"10"	121	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"District of Columbia"	"11"	75	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Florida"	"12"	2347	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Georgia"	"13"	1392	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Hawaii"	"15"	146	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Idaho"	"16"	152	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Illinois"	"17"	1281	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Indiana"	"18"	846	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Iowa"	"19"	306	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Kansas"	"20"	284	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Kentucky"	"21"	734	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Louisiana"	"22"	702	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Maine"	"23"	157	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Maryland"	"24"	605	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Massachusetts"	"25"	577	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Michigan"	"26"	1166	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Minnesota"	"27"	442	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Mississippi"	"28"	526	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Missouri"	"29"	800	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Montana"	"30"	107	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Nebraska"	"31"	188	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Nevada"	"32"	368	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"New Hampshire"	"33"	124	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"New Jersey"	"34"	832	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"New Mexico"	"35"	328	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"New York"	"36"	1689	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"North Carolina"	"37"	1416	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"North Dakota"	"38"	60	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Ohio"	"39"	1385	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Oklahoma"	"40"	602	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Oregon"	"41"	429	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Pennsylvania"	"42"	1343	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Rhode Island"	"44"	95	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"South Carolina"	"45"	745	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"South Dakota"	"46"	102	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Tennessee"	"47"	1174	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Texas"	"48"	3113	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Utah"	"49"	235	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Vermont"	"50"	69	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Virginia"	"51"	925	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Washington"	"53"	634	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"West Virginia"	"54"	373	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Wisconsin"	"55"	548	Not Applicable	Not Applicable
	"Feb., 2022 (provisional)"	"2022/02"	"Wyoming"	"56"	64	Not Applicable	Not Applicable
"Total"	"Feb., 2022 (provisional)"	"2022/02"			36112	Not Applicable	Not Applicable
	"Mar., 2022 (provisional)"	"2022/03"	"Alabama"	"01"	748	Not Applicable	Not Applicable
