"Notes","Month","Month Code",Deaths,Population,Crude Rate
,"Jan., 2022 (provisional)","2022/01",152186,Not Applicable,Not Applicable
,"Feb., 2022 (provisional)","2022/02",119549,Not Applicable,Not Applicable
,"Mar., 2022 (provisional)","2022/03",108649,Not Applicable,Not Applicable
,"Apr., 2022 (provisional)","2022/04",99280,Not Applicable,Not Applicable
,"May, 2022 (provisional)","2022/05",101991,Not Applicable,Not Applicable
,"Jun., 2022 (provisional)","2022/06",99522,Not Applicable,Not Applicable
,"Jul., 2022 (provisional)","2022/07",104169,Not Applicable,Not Applicable
,"Aug., 2022 (provisional)","2022/08",104355,Not Applicable,Not Applicable
,"Sep., 2022 (provisional)","2022/09",100920,Not Applicable,Not Applicable
,"Oct., 2022 (provisional)","2022/10",106205,Not Applicable,Not Applicable
,"Nov., 2022 (provisional)","2022/11",108070,Not Applicable,Not Applicable
,"Dec., 2022 (provisional)","2022/12",120364,Not Applicable,Not Applicable
,"Jan., 2023 (provisional)","2023/01",115073,Not Applicable,Not Applicable
,"Feb., 2023 (provisional)","2023/02",99737,Not Applicable,Not Applicable
,"Mar., 2023 (provisional)","2023/03",107758,Not Applicable,Not Applicable
,"Apr., 2023 (provisional)","2023/04",100856,Not Applicable,Not Applicable
,"May, 2023 (provisional)","2023/05",101527,Not Applicable,Not Applicable
,"Jun., 2023 (provisional)","2023/06",97071,Not Applicable,Not Applicable
,"Jul., 2023 (provisional)","2023/07",99403,Not Applicable,Not Applicable
,"Aug., 2023 (provisional)","2023/08",99825,Not Applicable,Not Applicable
,"Sep., 2023 (provisional)","2023/09",94612,Not Applicable,Not Applicable
,"Oct., 2023 (provisional and partial)","2023/10",53051,Not Applicable,Not Applicable
"Total",,,2294173,Not Applicable,Not Applicable
