"Notes","Year","Year Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"2022 (provisional)","2022","Alabama","01",7148,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Alaska","02",465,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Arizona","04",10462,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Arkansas","05",4530,Not Applicable,Not Applicable
,"2022 (provisional)","2022","California","06",58701,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Colorado","08",7481,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Connecticut","09",7749,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Delaware","10",1643,Not Applicable,Not Applicable
,"2022 (provisional)","2022","District of Columbia","11",759,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Florida","12",41376,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Georgia","13",11829,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Hawaii","15",3113,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Idaho","16",2681,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Illinois","17",21069,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Indiana","18",11021,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Iowa","19",6661,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Kansas","20",5488,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Kentucky","21",6534,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Louisiana","22",6215,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Maine","23",3021,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Maryland","24",9263,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Massachusetts","25",13411,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Michigan","26",18060,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Minnesota","27",9970,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Mississippi","28",4111,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Missouri","29",10528,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Montana","30",1840,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Nebraska","31",3633,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Nevada","32",3402,Not Applicable,Not Applicable
,"2022 (provisional)","2022","New Hampshire","33",2598,Not Applicable,Not Applicable
,"2022 (provisional)","2022","New Jersey","34",16302,Not Applicable,Not Applicable
,"2022 (provisional)","2022","New Mexico","35",3065,Not Applicable,Not Applicable
,"2022 (provisional)","2022","New York","36",34407,Not Applicable,Not Applicable
,"2022 (provisional)","2022","North Carolina","37",15115,Not Applicable,Not Applicable
,"2022 (provisional)","2022","North Dakota","38",1377,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Ohio","39",21410,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Oklahoma","40",5819,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Oregon","41",7601,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Pennsylvania","42",27608,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Rhode Island","44",2209,Not Applicable,Not Applicable
,"2022 (provisional)","2022","South Carolina","45",7652,Not Applicable,Not Applicable
,"2022 (provisional)","2022","South Dakota","46",1637,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Tennessee","47",9836,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Texas","48",31583,Not Applicable,Not Applicable
,"2022 (provisional)","2022","Utah","49",3475,Not Applicable,Not Applicable
