"Notes","Month","Month Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"Jan., 2022 (provisional)","2022/01","Alabama","01",1359,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Alaska","02",120,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Arizona","04",1450,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Arkansas","05",776,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","California","06",5563,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Colorado","08",880,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Connecticut","09",590,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Delaware","10",230,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","District of Columbia","11",131,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Florida","12",3893,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Georgia","13",2190,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Hawaii","15",210,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Idaho","16",287,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Illinois","17",2635,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Indiana","18",1684,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Iowa","19",644,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Kansas","20",664,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Kentucky","21",1223,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Louisiana","22",1080,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Maine","23",289,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Maryland","24",1171,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Massachusetts","25",1024,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Michigan","26",2344,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Minnesota","27",870,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Mississippi","28",870,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Missouri","29",1499,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Montana","30",218,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Nebraska","31",305,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Nevada","32",659,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","New Hampshire","33",250,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","New Jersey","34",1581,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","New Mexico","35",503,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","New York","36",3202,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","North Carolina","37",2224,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","North Dakota","38",120,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Ohio","39",3268,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Oklahoma","40",1070,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Oregon","41",698,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Pennsylvania","42",3069,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Rhode Island","44",181,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","South Carolina","45",1261,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","South Dakota","46",151,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Tennessee","47",1781,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Texas","48",5050,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Utah","49",331,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Vermont","50",107,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Virginia","51",1650,Not Applicable,Not Applicable
