"Notes","Month","Month Code","State","State Code",Deaths,Population,Crude Rate
,"Jan., 1999","1999/01","Alabama","01",1688,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Alaska","02",91,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Arizona","04",1591,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Arkansas","05",1063,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","California","06",8124,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Colorado","08",845,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Connecticut","09",1012,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Delaware","10",269,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","District of Columbia","11",206,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Florida","12",5964,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Georgia","13",2353,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Hawaii","15",293,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Idaho","16",278,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Illinois","17",4020,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Indiana","18",2130,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Iowa","19",901,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Kansas","20",806,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Kentucky","21",1511,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Louisiana","22",1487,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Maine","23",458,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Maryland","24",1553,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Massachusetts","25",1893,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Michigan","26",3207,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Minnesota","27",1237,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Mississippi","28",1006,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Missouri","29",1930,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Montana","30",258,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Nebraska","31",496,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Nevada","32",664,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","New Hampshire","33",359,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","New Jersey","34",2960,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","New Mexico","35",490,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","New York","36",6207,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","North Carolina","37",2531,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","North Dakota","38",180,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Ohio","39",4115,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Oklahoma","40",1279,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Oregon","41",949,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Pennsylvania","42",4987,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Rhode Island","44",351,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","South Carolina","45",1458,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","South Dakota","46",215,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Tennessee","47",1908,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Texas","48",5308,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Utah","49",393,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Vermont","50",178,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Virginia","51",2125,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Washington","53",1403,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","West Virginia","54",814,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Wisconsin","55",1646,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Wyoming","56",138,Not Applicable,Not Applicable
"Total","Jan., 1999","1999/01",,,87328,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Alabama","01",1479,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Alaska","02",92,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Arizona","04",1462,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Arkansas","05",913,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","California","06",7500,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Colorado","08",900,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Connecticut","09",901,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Delaware","10",273,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","District of Columbia","11",202,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Florida","12",5308,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Georgia","13",2022,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Hawaii","15",280,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Idaho","16",312,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Illinois","17",3551,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Indiana","18",1947,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Iowa","19",860,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Kansas","20",766,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Kentucky","21",1404,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Louisiana","22",1353,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Maine","23",426,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Maryland","24",1517,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Massachusetts","25",1917,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Michigan","26",2959,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Minnesota","27",1104,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Mississippi","28",967,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Missouri","29",1817,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Montana","30",279,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Nebraska","31",514,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Nevada","32",540,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","New Hampshire","33",318,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","New Jersey","34",2483,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","New Mexico","35",471,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","New York","36",5403,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","North Carolina","37",2452,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","North Dakota","38",202,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Ohio","39",3816,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Oklahoma","40",1147,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Oregon","41",979,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Pennsylvania","42",4573,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Rhode Island","44",311,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","South Carolina","45",1284,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","South Dakota","46",180,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Tennessee","47",1793,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Texas","48",5068,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Utah","49",370,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Vermont","50",175,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Virginia","51",1972,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Washington","53",1464,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","West Virginia","54",746,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Wisconsin","55",1438,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Wyoming","56",115,Not Applicable,Not Applicable
"Total","Feb., 1999","1999/02",,,80325,Not Applicable,Not Applicable
,"Mar., 1999","1999/03","Alabama","01",1753,Not Applicable,Not Applicable
,"Mar., 1999","1999/03","Alaska","02",79,Not Applicable,Not Applicable
,"Mar., 1999","1999/03","Arizona","04",1463,Not Applicable,Not Applicable
,"Mar., 1999","1999/03","Arkansas","05",1062,Not Applicable,Not Applicable
,"Mar., 1999","1999/03","California","06",7872,Not Applicable,Not Applicable
