"Notes","Year","Year Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"2022 (provisional)","2022","Alabama","01",7544,247567,3047.3
,"2022 (provisional)","2022","Alaska","02",668,28129,2374.8
,"2022 (provisional)","2022","Arizona","04",8549,373692,2287.7
,"2022 (provisional)","2022","Arkansas","05",4519,145083,3114.8
,"2022 (provisional)","2022","California","06",31933,1596706,1999.9
,"2022 (provisional)","2022","Colorado","08",4979,249937,1992.1
,"2022 (provisional)","2022","Connecticut","09",3234,169040,1913.2
,"2022 (provisional)","2022","Delaware","10",1356,57028,2377.8
,"2022 (provisional)","2022","District of Columbia","11",607,22844,2657.2
,"2022 (provisional)","2022","Florida","12",25782,1238372,2081.9
,"2022 (provisional)","2022","Georgia","13",12178,448250,2716.8
,"2022 (provisional)","2022","Hawaii","15",1362,76151,1788.6
,"2022 (provisional)","2022","Idaho","16",1953,89510,2181.9
,"2022 (provisional)","2022","Illinois","17",13436,563021,2386.4
,"2022 (provisional)","2022","Indiana","18",8597,304590,2822.5
,"2022 (provisional)","2022","Iowa","19",3698,150487,2457.4
,"2022 (provisional)","2022","Kansas","20",3462,130835,2646.1
,"2022 (provisional)","2022","Kentucky","21",6891,216377,3184.7
,"2022 (provisional)","2022","Louisiana","22",6057,210478,2877.7
,"2022 (provisional)","2022","Maine","23",1929,83881,2299.7
,"2022 (provisional)","2022","Maryland","24",6019,272316,2210.3
,"2022 (provisional)","2022","Massachusetts","25",6377,328377,1942.0
,"2022 (provisional)","2022","Michigan","26",12611,500766,2518.3
,"2022 (provisional)","2022","Minnesota","27",5281,255560,2066.4
,"2022 (provisional)","2022","Mississippi","28",4543,137744,3298.1
,"2022 (provisional)","2022","Missouri","29",7984,292574,2728.9
,"2022 (provisional)","2022","Montana","30",1309,61022,2145.1
,"2022 (provisional)","2022","Nebraska","31",2025,86928,2329.5
,"2022 (provisional)","2022","Nevada","32",3920,149164,2628.0
,"2022 (provisional)","2022","New Hampshire","33",1574,74562,2111.0
,"2022 (provisional)","2022","New Jersey","34",8191,412791,1984.3
,"2022 (provisional)","2022","New Mexico","35",2615,111035,2355.1
,"2022 (provisional)","2022","New York","36",17776,923578,1924.7
,"2022 (provisional)","2022","North Carolina","37",12912,505295,2555.3
,"2022 (provisional)","2022","North Dakota","38",683,31846,2144.7
,"2022 (provisional)","2022","Ohio","39",15852,577038,2747.1
,"2022 (provisional)","2022","Oklahoma","40",5687,174788,3253.7
,"2022 (provisional)","2022","Oregon","41",5134,226253,2269.1
,"2022 (provisional)","2022","Pennsylvania","42",15701,660306,2377.8
,"2022 (provisional)","2022","Rhode Island","44",1156,52747,2191.6
,"2022 (provisional)","2022","South Carolina","45",7296,280431,2601.7
,"2022 (provisional)","2022","South Dakota","46",969,42511,2279.4
,"2022 (provisional)","2022","Tennessee","47",9908,332654,2978.5
,"2022 (provisional)","2022","Texas","48",27542,1068210,2578.3
,"2022 (provisional)","2022","Utah","49",2220,107371,2067.6
,"2022 (provisional)","2022","Vermont","50",771,37527,2054.5
,"2022 (provisional)","2022","Virginia","51",9190,389202,2361.2
,"2022 (provisional)","2022","Washington","53",7650,353111,2166.5
,"2022 (provisional)","2022","West Virginia","54",3429,106363,3223.9
,"2022 (provisional)","2022","Wisconsin","55",6629,288778,2295.5
,"2022 (provisional)","2022","Wyoming","56",687,28976,2370.9
"Total","2022 (provisional)","2022",,,362375,15271802,2372.8
,"2023 (provisional and partial)","2023","Alabama","01",5266,247567,2127.1
,"2023 (provisional and partial)","2023","Alaska","02",480,28129,1706.4
,"2023 (provisional and partial)","2023","Arizona","04",6106,373692,1634.0
,"2023 (provisional and partial)","2023","Arkansas","05",3385,145083,2333.1
,"2023 (provisional and partial)","2023","California","06",23516,1596706,1472.8
,"2023 (provisional and partial)","2023","Colorado","08",3700,249937,1480.4
,"2023 (provisional and partial)","2023","Connecticut","09",2316,169040,1370.1
,"2023 (provisional and partial)","2023","Delaware","10",887,57028,1555.4
,"2023 (provisional and partial)","2023","District of Columbia","11",401,22844,1755.4
,"2023 (provisional and partial)","2023","Florida","12",19407,1238372,1567.1
,"2023 (provisional and partial)","2023","Georgia","13",8604,448250,1919.5
,"2023 (provisional and partial)","2023","Hawaii","15",1111,76151,1458.9
,"2023 (provisional and partial)","2023","Idaho","16",1442,89510,1611.0
,"2023 (provisional and partial)","2023","Illinois","17",9556,563021,1697.3
,"2023 (provisional and partial)","2023","Indiana","18",6051,304590,1986.6
,"2023 (provisional and partial)","2023","Iowa","19",2848,150487,1892.5
,"2023 (provisional and partial)","2023","Kansas","20",2573,130835,1966.6
,"2023 (provisional and partial)","2023","Kentucky","21",4775,216377,2206.8
,"2023 (provisional and partial)","2023","Louisiana","22",4304,210478,2044.9
,"2023 (provisional and partial)","2023","Maine","23",1442,83881,1719.1
,"2023 (provisional and partial)","2023","Maryland","24",4392,272316,1612.8
,"2023 (provisional and partial)","2023","Massachusetts","25",4713,328377,1435.2
,"2023 (provisional and partial)","2023","Michigan","26",9189,500766,1835.0
,"2023 (provisional and partial)","2023","Minnesota","27",4030,255560,1576.9
,"2023 (provisional and partial)","2023","Mississippi","28",3310,137744,2403.0
,"2023 (provisional and partial)","2023","Missouri","29",5800,292574,1982.4
,"2023 (provisional and partial)","2023","Montana","30",1009,61022,1653.5
,"2023 (provisional and partial)","2023","Nebraska","31",1543,86928,1775.0
,"2023 (provisional and partial)","2023","Nevada","32",2406,149164,1613.0
,"2023 (provisional and partial)","2023","New Hampshire","33",1193,74562,1600.0
,"2023 (provisional and partial)","2023","New Jersey","34",5731,412791,1388.4
,"2023 (provisional and partial)","2023","New Mexico","35",1888,111035,1700.4
,"2023 (provisional and partial)","2023","New York","36",13240,923578,1433.6
,"2023 (provisional and partial)","2023","North Carolina","37",9375,505295,1855.4
,"2023 (provisional and partial)","2023","North Dakota","38",535,31846,1680.0
,"2023 (provisional and partial)","2023","Ohio","39",11076,577038,1919.5
,"2023 (provisional and partial)","2023","Oklahoma","40",3945,174788,2257.0
,"2023 (provisional and partial)","2023","Oregon","41",3751,226253,1657.9
,"2023 (provisional and partial)","2023","Pennsylvania","42",11685,660306,1769.6
,"2023 (provisional and partial)","2023","Rhode Island","44",811,52747,1537.5
,"2023 (provisional and partial)","2023","South Carolina","45",5427,280431,1935.2
,"2023 (provisional and partial)","2023","South Dakota","46",700,42511,1646.6
,"2023 (provisional and partial)","2023","Tennessee","47",7254,332654,2180.6
,"2023 (provisional and partial)","2023","Texas","48",20200,1068210,1891.0
,"2023 (provisional and partial)","2023","Utah","49",1624,107371,1512.5
,"2023 (provisional and partial)","2023","Vermont","50",587,37527,1564.2
,"2023 (provisional and partial)","2023","Virginia","51",6661,389202,1711.5
,"2023 (provisional and partial)","2023","Washington","53",5668,353111,1605.2
,"2023 (provisional and partial)","2023","West Virginia","54",2370,106363,2228.2
,"2023 (provisional and partial)","2023","Wisconsin","55",4887,288778,1692.3
,"2023 (provisional and partial)","2023","Wyoming","56",516,28976,1780.8
"Total","2023 (provisional and partial)","2023",,,263686,15271802,1726.6
"Total",,,,,626061,30543604,2049.7
