"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"Alabama"	"01"	813	610689	133.1
	"1999"	"1999"	"Alaska"	"02"	85	103118	82.4
	"1999"	"1999"	"Arizona"	"04"	710	756559	93.8
	"1999"	"1999"	"Arkansas"	"05"	398	369254	107.8
	"1999"	"1999"	"California"	"06"	3766	5261035	71.6
	"1999"	"1999"	"Colorado"	"08"	545	596128	91.4
	"1999"	"1999"	"Connecticut"	"09"	330	468202	70.5
	"1999"	"1999"	"Delaware"	"10"	102	106837	95.5
	"1999"	"1999"	"District of Columbia"	"11"	135	69494	194.3
	"1999"	"1999"	"Florida"	"12"	1967	1978876	99.4
	"1999"	"1999"	"Georgia"	"13"	1342	1191985	112.6
	"1999"	"1999"	"Hawaii"	"15"	141	166736	84.6
	"1999"	"1999"	"Idaho"	"16"	187	195915	95.4
	"1999"	"1999"	"Illinois"	"17"	1948	1811928	107.5
	"1999"	"1999"	"Indiana"	"18"	917	861320	106.5
	"1999"	"1999"	"Iowa"	"19"	295	389169	75.8
	"1999"	"1999"	"Kansas"	"20"	373	383369	97.3
	"1999"	"1999"	"Kentucky"	"21"	524	544779	96.2
	"1999"	"1999"	"Louisiana"	"22"	816	656798	124.2
	"1999"	"1999"	"Maine"	"23"	88	155136	56.7
	"1999"	"1999"	"Maryland"	"24"	744	749026	99.3
	"1999"	"1999"	"Massachusetts"	"25"	524	835221	62.7
	"1999"	"1999"	"Michigan"	"26"	1403	1424575	98.5
	"1999"	"1999"	"Minnesota"	"27"	556	683817	81.3
	"1999"	"1999"	"Mississippi"	"28"	584	420667	138.8
	"1999"	"1999"	"Missouri"	"29"	739	770457	95.9
	"1999"	"1999"	"Montana"	"30"	101	117308	86.1
	"1999"	"1999"	"Nebraska"	"31"	217	240458	90.2
	"1999"	"1999"	"Nevada"	"32"	268	286126	93.7
	"1999"	"1999"	"New Hampshire"	"33"	108	165186	65.4
	"1999"	"1999"	"New Jersey"	"34"	972	1167312	83.3
	"1999"	"1999"	"New Mexico"	"35"	254	274307	92.6
	"1999"	"1999"	"New York"	"36"	2107	2609500	80.7
	"1999"	"1999"	"North Carolina"	"37"	1303	1088221	119.7
	"1999"	"1999"	"North Dakota"	"38"	72	83424	86.3
	"1999"	"1999"	"Ohio"	"39"	1567	1577748	99.3
	"1999"	"1999"	"Oklahoma"	"40"	565	481385	117.4
	"1999"	"1999"	"Oregon"	"41"	352	455794	77.2
	"1999"	"1999"	"Pennsylvania"	"42"	1392	1570657	88.6
	"1999"	"1999"	"Rhode Island"	"44"	98	136896	71.6
	"1999"	"1999"	"South Carolina"	"45"	707	551179	128.3
	"1999"	"1999"	"South Dakota"	"46"	112	105991	105.7
	"1999"	"1999"	"Tennessee"	"47"	814	765120	106.4
	"1999"	"1999"	"Texas"	"48"	2947	3257479	90.5
	"1999"	"1999"	"Utah"	"49"	302	397274	76.0
	"1999"	"1999"	"Vermont"	"50"	52	75857	68.6
	"1999"	"1999"	"Virginia"	"51"	866	954454	90.7
	"1999"	"1999"	"Washington"	"53"	559	819982	68.2
	"1999"	"1999"	"West Virginia"	"54"	197	214538	91.8
	"1999"	"1999"	"Wisconsin"	"55"	632	718954	87.9
	"1999"	"1999"	"Wyoming"	"56"	64	65770	97.3
