"Notes","Year","Year Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"2018","2018","Alabama","01",0,Not Applicable,Not Applicable
,"2018","2018","Alaska","02",0,Not Applicable,Not Applicable
,"2018","2018","Arizona","04",Suppressed,Not Applicable,Not Applicable
,"2018","2018","Arkansas","05",0,Not Applicable,Not Applicable
,"2018","2018","California","06",24,Not Applicable,Not Applicable
,"2018","2018","Colorado","08",0,Not Applicable,Not Applicable
,"2018","2018","Connecticut","09",0,Not Applicable,Not Applicable
,"2018","2018","Delaware","10",Suppressed,Not Applicable,Not Applicable
,"2018","2018","District of Columbia","11",0,Not Applicable,Not Applicable
,"2018","2018","Florida","12",Suppressed,Not Applicable,Not Applicable
,"2018","2018","Georgia","13",0,Not Applicable,Not Applicable
,"2018","2018","Hawaii","15",Suppressed,Not Applicable,Not Applicable
,"2018","2018","Idaho","16",0,Not Applicable,Not Applicable
,"2018","2018","Illinois","17",Suppressed,Not Applicable,Not Applicable
,"2018","2018","Indiana","18",Suppressed,Not Applicable,Not Applicable
,"2018","2018","Iowa","19",0,Not Applicable,Not Applicable
,"2018","2018","Kansas","20",0,Not Applicable,Not Applicable
,"2018","2018","Kentucky","21",0,Not Applicable,Not Applicable
,"2018","2018","Louisiana","22",0,Not Applicable,Not Applicable
,"2018","2018","Maine","23",0,Not Applicable,Not Applicable
,"2018","2018","Maryland","24",Suppressed,Not Applicable,Not Applicable
,"2018","2018","Massachusetts","25",0,Not Applicable,Not Applicable
,"2018","2018","Michigan","26",0,Not Applicable,Not Applicable
,"2018","2018","Minnesota","27",0,Not Applicable,Not Applicable
,"2018","2018","Mississippi","28",Suppressed,Not Applicable,Not Applicable
,"2018","2018","Missouri","29",0,Not Applicable,Not Applicable
,"2018","2018","Montana","30",0,Not Applicable,Not Applicable
,"2018","2018","Nebraska","31",0,Not Applicable,Not Applicable
,"2018","2018","Nevada","32",Suppressed,Not Applicable,Not Applicable
,"2018","2018","New Hampshire","33",0,Not Applicable,Not Applicable
,"2018","2018","New Jersey","34",10,Not Applicable,Not Applicable
,"2018","2018","New Mexico","35",Suppressed,Not Applicable,Not Applicable
,"2018","2018","New York","36",47,Not Applicable,Not Applicable
,"2018","2018","North Carolina","37",Suppressed,Not Applicable,Not Applicable
,"2018","2018","North Dakota","38",0,Not Applicable,Not Applicable
,"2018","2018","Ohio","39",0,Not Applicable,Not Applicable
,"2018","2018","Oklahoma","40",0,Not Applicable,Not Applicable
,"2018","2018","Oregon","41",0,Not Applicable,Not Applicable
,"2018","2018","Pennsylvania","42",24,Not Applicable,Not Applicable
,"2018","2018","Rhode Island","44",Suppressed,Not Applicable,Not Applicable
,"2018","2018","South Carolina","45",Suppressed,Not Applicable,Not Applicable
,"2018","2018","South Dakota","46",0,Not Applicable,Not Applicable
,"2018","2018","Tennessee","47",Suppressed,Not Applicable,Not Applicable
,"2018","2018","Texas","48",Suppressed,Not Applicable,Not Applicable
,"2018","2018","Utah","49",Suppressed,Not Applicable,Not Applicable
,"2018","2018","Vermont","50",Suppressed,Not Applicable,Not Applicable
,"2018","2018","Virginia","51",0,Not Applicable,Not Applicable
,"2018","2018","Washington","53",0,Not Applicable,Not Applicable
,"2018","2018","West Virginia","54",0,Not Applicable,Not Applicable
,"2018","2018","Wisconsin","55",0,Not Applicable,Not Applicable
,"2018","2018","Wyoming","56",0,Not Applicable,Not Applicable
"Total","2018","2018",,,144,Not Applicable,Not Applicable
,"2019","2019","Alabama","01",0,Not Applicable,Not Applicable
,"2019","2019","Alaska","02",0,Not Applicable,Not Applicable
,"2019","2019","Arizona","04",Suppressed,Not Applicable,Not Applicable
,"2019","2019","Arkansas","05",Suppressed,Not Applicable,Not Applicable
,"2019","2019","California","06",34,Not Applicable,Not Applicable
,"2019","2019","Colorado","08",0,Not Applicable,Not Applicable
,"2019","2019","Connecticut","09",0,Not Applicable,Not Applicable
,"2019","2019","Delaware","10",Suppressed,Not Applicable,Not Applicable
,"2019","2019","District of Columbia","11",0,Not Applicable,Not Applicable
,"2019","2019","Florida","12",Suppressed,Not Applicable,Not Applicable
,"2019","2019","Georgia","13",Suppressed,Not Applicable,Not Applicable
,"2019","2019","Hawaii","15",Suppressed,Not Applicable,Not Applicable
,"2019","2019","Idaho","16",0,Not Applicable,Not Applicable
,"2019","2019","Illinois","17",Suppressed,Not Applicable,Not Applicable
,"2019","2019","Indiana","18",0,Not Applicable,Not Applicable
,"2019","2019","Iowa","19",0,Not Applicable,Not Applicable
,"2019","2019","Kansas","20",0,Not Applicable,Not Applicable
,"2019","2019","Kentucky","21",Suppressed,Not Applicable,Not Applicable
,"2019","2019","Louisiana","22",0,Not Applicable,Not Applicable
,"2019","2019","Maine","23",Suppressed,Not Applicable,Not Applicable
,"2019","2019","Maryland","24",Suppressed,Not Applicable,Not Applicable
,"2019","2019","Massachusetts","25",0,Not Applicable,Not Applicable
,"2019","2019","Michigan","26",0,Not Applicable,Not Applicable
,"2019","2019","Minnesota","27",0,Not Applicable,Not Applicable
,"2019","2019","Mississippi","28",Suppressed,Not Applicable,Not Applicable
,"2019","2019","Missouri","29",0,Not Applicable,Not Applicable
,"2019","2019","Montana","30",0,Not Applicable,Not Applicable
,"2019","2019","Nebraska","31",0,Not Applicable,Not Applicable
,"2019","2019","Nevada","32",Suppressed,Not Applicable,Not Applicable
,"2019","2019","New Hampshire","33",0,Not Applicable,Not Applicable
,"2019","2019","New Jersey","34",Suppressed,Not Applicable,Not Applicable
,"2019","2019","New Mexico","35",0,Not Applicable,Not Applicable
,"2019","2019","New York","36",37,Not Applicable,Not Applicable
,"2019","2019","North Carolina","37",Suppressed,Not Applicable,Not Applicable
,"2019","2019","North Dakota","38",0,Not Applicable,Not Applicable
,"2019","2019","Ohio","39",0,Not Applicable,Not Applicable
,"2019","2019","Oklahoma","40",0,Not Applicable,Not Applicable
,"2019","2019","Oregon","41",0,Not Applicable,Not Applicable
,"2019","2019","Pennsylvania","42",30,Not Applicable,Not Applicable
,"2019","2019","Rhode Island","44",0,Not Applicable,Not Applicable
,"2019","2019","South Carolina","45",0,Not Applicable,Not Applicable
,"2019","2019","South Dakota","46",0,Not Applicable,Not Applicable
,"2019","2019","Tennessee","47",0,Not Applicable,Not Applicable
,"2019","2019","Texas","48",Suppressed,Not Applicable,Not Applicable
,"2019","2019","Utah","49",Suppressed,Not Applicable,Not Applicable
,"2019","2019","Vermont","50",0,Not Applicable,Not Applicable
,"2019","2019","Virginia","51",0,Not Applicable,Not Applicable
,"2019","2019","Washington","53",0,Not Applicable,Not Applicable
,"2019","2019","West Virginia","54",0,Not Applicable,Not Applicable
,"2019","2019","Wisconsin","55",0,Not Applicable,Not Applicable
,"2019","2019","Wyoming","56",0,Not Applicable,Not Applicable
"Total","2019","2019",,,147,Not Applicable,Not Applicable
,"2020","2020","Alabama","01",0,Not Applicable,Not Applicable
,"2020","2020","Alaska","02",0,Not Applicable,Not Applicable
,"2020","2020","Arizona","04",Suppressed,Not Applicable,Not Applicable
,"2020","2020","Arkansas","05",Suppressed,Not Applicable,Not Applicable
,"2020","2020","California","06",27,Not Applicable,Not Applicable
,"2020","2020","Colorado","08",Suppressed,Not Applicable,Not Applicable
,"2020","2020","Connecticut","09",Suppressed,Not Applicable,Not Applicable
,"2020","2020","Delaware","10",0,Not Applicable,Not Applicable
,"2020","2020","District of Columbia","11",0,Not Applicable,Not Applicable
,"2020","2020","Florida","12",Suppressed,Not Applicable,Not Applicable
,"2020","2020","Georgia","13",Suppressed,Not Applicable,Not Applicable
,"2020","2020","Hawaii","15",Suppressed,Not Applicable,Not Applicable
,"2020","2020","Idaho","16",0,Not Applicable,Not Applicable
,"2020","2020","Illinois","17",Suppressed,Not Applicable,Not Applicable
,"2020","2020","Indiana","18",Suppressed,Not Applicable,Not Applicable
,"2020","2020","Iowa","19",0,Not Applicable,Not Applicable
,"2020","2020","Kansas","20",Suppressed,Not Applicable,Not Applicable
,"2020","2020","Kentucky","21",Suppressed,Not Applicable,Not Applicable
