"Notes"	"Year"	"Year Code"	"Residence State"	"Residence State Code"	Deaths	Population	Crude Rate
	"2018"	"2018"	"Alabama"	"01"	6182	216922	2849.9
	"2018"	"2018"	"Alaska"	"02"	471	23477	2006.2
	"2018"	"2018"	"Arizona"	"04"	6406	336433	1904.1
	"2018"	"2018"	"Arkansas"	"05"	3655	133450	2738.9
	"2018"	"2018"	"California"	"06"	25971	1432312	1813.2
	"2018"	"2018"	"Colorado"	"08"	3814	212721	1793.0
	"2018"	"2018"	"Connecticut"	"09"	2720	153250	1774.9
	"2018"	"2018"	"Delaware"	"10"	998	48680	2050.1
	"2018"	"2018"	"District of Columbia"	"11"	483	21120	2286.9
	"2018"	"2018"	"Florida"	"12"	21580	1126022	1916.5
	"2018"	"2018"	"Georgia"	"13"	9840	394443	2494.7
	"2018"	"2018"	"Hawaii"	"15"	1151	66441	1732.4
	"2018"	"2018"	"Idaho"	"16"	1490	73696	2021.8
	"2018"	"2018"	"Illinois"	"17"	10727	492679	2177.3
	"2018"	"2018"	"Indiana"	"18"	6896	265056	2601.7
	"2018"	"2018"	"Iowa"	"19"	2833	128180	2210.2
	"2018"	"2018"	"Kansas"	"20"	2728	112595	2422.8
	"2018"	"2018"	"Kentucky"	"21"	5602	190146	2946.2
	"2018"	"2018"	"Louisiana"	"22"	5071	185061	2740.2
	"2018"	"2018"	"Maine"	"23"	1514	71640	2113.3
	"2018"	"2018"	"Maryland"	"24"	4986	238174	2093.4
	"2018"	"2018"	"Massachusetts"	"25"	5566	286579	1942.2
	"2018"	"2018"	"Michigan"	"26"	10102	432746	2334.4
	"2018"	"2018"	"Minnesota"	"27"	3996	215698	1852.6
	"2018"	"2018"	"Mississippi"	"28"	3629	123174	2946.2
	"2018"	"2018"	"Missouri"	"29"	6444	260068	2477.8
	"2018"	"2018"	"Montana"	"30"	1066	50861	2095.9
	"2018"	"2018"	"Nebraska"	"31"	1664	73215	2272.8
	"2018"	"2018"	"Nevada"	"32"	3073	132825	2313.6
	"2018"	"2018"	"New Hampshire"	"33"	1268	64054	1979.6
	"2018"	"2018"	"New Jersey"	"34"	7072	358182	1974.4
	"2018"	"2018"	"New Mexico"	"35"	2016	96211	2095.4
	"2018"	"2018"	"New York"	"36"	14994	792057	1893.0
	"2018"	"2018"	"North Carolina"	"37"	10452	450435	2320.4
	"2018"	"2018"	"North Dakota"	"38"	586	26945	2174.8
	"2018"	"2018"	"Ohio"	"39"	12580	495368	2539.5
	"2018"	"2018"	"Oklahoma"	"40"	4584	159219	2879.1
	"2018"	"2018"	"Oregon"	"41"	3845	194924	1972.6
	"2018"	"2018"	"Pennsylvania"	"42"	13154	572852	2296.2
	"2018"	"2018"	"Rhode Island"	"44"	947	44870	2110.5
	"2018"	"2018"	"South Carolina"	"45"	5900	247552	2383.3
	"2018"	"2018"	"South Dakota"	"46"	717	34890	2055.0
	"2018"	"2018"	"Tennessee"	"47"	7939	294682	2694.1
	"2018"	"2018"	"Texas"	"48"	21709	940074	2309.3
	"2018"	"2018"	"Utah"	"49"	1701	90368	1882.3
	"2018"	"2018"	"Vermont"	"50"	588	31557	1863.3
	"2018"	"2018"	"Virginia"	"51"	7480	346236	2160.4
	"2018"	"2018"	"Washington"	"53"	6009	307119	1956.6
	"2018"	"2018"	"West Virginia"	"54"	2636	93137	2830.2
	"2018"	"2018"	"Wisconsin"	"55"	5167	242442	2131.2
	"2018"	"2018"	"Wyoming"	"56"	530	24585	2155.8
"Total"	"2018"	"2018"			292532	13405423	2182.2
	"2019"	"2019"	"Alabama"	"01"	6336	225999	2803.6
	"2019"	"2019"	"Alaska"	"02"	507	25039	2024.8
	"2019"	"2019"	"Arizona"	"04"	6669	353200	1888.2
	"2019"	"2019"	"Arkansas"	"05"	3856	137869	2796.9
	"2019"	"2019"	"California"	"06"	26531	1496798	1772.5
	"2019"	"2019"	"Colorado"	"08"	3958	225835	1752.6
	"2019"	"2019"	"Connecticut"	"09"	2913	157736	1846.8
	"2019"	"2019"	"Delaware"	"10"	966	51436	1878.1
	"2019"	"2019"	"District of Columbia"	"11"	480	21964	2185.4
	"2019"	"2019"	"Florida"	"12"	21857	1169485	1868.9
	"2019"	"2019"	"Georgia"	"13"	10002	414634	2412.2
