"Notes","Month","Month Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"Jan., 2018","2018/01","Alabama","01",5653,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Alaska","02",389,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Arizona","04",6178,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Arkansas","05",3309,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","California","06",28213,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Colorado","08",3676,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Connecticut","09",3083,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Delaware","10",891,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","District of Columbia","11",498,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Florida","12",19906,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Georgia","13",8639,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Hawaii","15",1033,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Idaho","16",1312,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Illinois","17",11281,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Indiana","18",6712,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Iowa","19",2884,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Kansas","20",2730,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Kentucky","21",4881,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Louisiana","22",4833,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Maine","23",1342,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Maryland","24",4882,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Massachusetts","25",5828,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Michigan","26",9543,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Minnesota","27",4350,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Mississippi","28",3344,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Missouri","29",6624,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Montana","30",867,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Nebraska","31",1649,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Nevada","32",2451,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","New Hampshire","33",1184,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","New Jersey","34",7469,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","New Mexico","35",1781,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","New York","36",15782,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","North Carolina","37",9287,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","North Dakota","38",625,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Ohio","39",12679,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Oklahoma","40",4219,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Oregon","41",3458,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Pennsylvania","42",13277,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Rhode Island","44",972,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","South Carolina","45",5019,Not Applicable,Not Applicable
