"Notes"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Jan., 1999"	"1999/01"	1400	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	1303	Not Applicable	Not Applicable
	"Mar., 1999"	"1999/03"	1450	Not Applicable	Not Applicable
	"Apr., 1999"	"1999/04"	1439	Not Applicable	Not Applicable
	"May, 1999"	"1999/05"	1522	Not Applicable	Not Applicable
	"Jun., 1999"	"1999/06"	1473	Not Applicable	Not Applicable
	"Jul., 1999"	"1999/07"	1580	Not Applicable	Not Applicable
	"Aug., 1999"	"1999/08"	1562	Not Applicable	Not Applicable
	"Sep., 1999"	"1999/09"	1442	Not Applicable	Not Applicable
	"Oct., 1999"	"1999/10"	1517	Not Applicable	Not Applicable
	"Nov., 1999"	"1999/11"	1433	Not Applicable	Not Applicable
	"Dec., 1999"	"1999/12"	1582	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	1622	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	1339	Not Applicable	Not Applicable
	"Mar., 2000"	"2000/03"	1477	Not Applicable	Not Applicable
	"Apr., 2000"	"2000/04"	1406	Not Applicable	Not Applicable
	"May, 2000"	"2000/05"	1551	Not Applicable	Not Applicable
	"Jun., 2000"	"2000/06"	1496	Not Applicable	Not Applicable
	"Jul., 2000"	"2000/07"	1581	Not Applicable	Not Applicable
	"Aug., 2000"	"2000/08"	1473	Not Applicable	Not Applicable
	"Sep., 2000"	"2000/09"	1465	Not Applicable	Not Applicable
	"Oct., 2000"	"2000/10"	1465	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	1335	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	1471	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	1493	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	1317	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	1448	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	1484	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	1506	Not Applicable	Not Applicable
	"Jun., 2001"	"2001/06"	1575	Not Applicable	Not Applicable
	"Jul., 2001"	"2001/07"	1596	Not Applicable	Not Applicable
	"Aug., 2001"	"2001/08"	1556	Not Applicable	Not Applicable
	"Sep., 2001"	"2001/09"	1778	Not Applicable	Not Applicable
	"Oct., 2001"	"2001/10"	1466	Not Applicable	Not Applicable
	"Nov., 2001"	"2001/11"	1442	Not Applicable	Not Applicable
	"Dec., 2001"	"2001/12"	1550	Not Applicable	Not Applicable
	"Jan., 2002"	"2002/01"	1517	Not Applicable	Not Applicable
	"Feb., 2002"	"2002/02"	1318	Not Applicable	Not Applicable
	"Mar., 2002"	"2002/03"	1439	Not Applicable	Not Applicable
	"Apr., 2002"	"2002/04"	1486	Not Applicable	Not Applicable
	"May, 2002"	"2002/05"	1625	Not Applicable	Not Applicable
	"Jun., 2002"	"2002/06"	1461	Not Applicable	Not Applicable
	"Jul., 2002"	"2002/07"	1647	Not Applicable	Not Applicable
