"Notes","Month","Month Code","State","State Code",Deaths,Population,Crude Rate
,"Jan., 1999","1999/01","Alabama","01",1097,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Alaska","02",36,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Arizona","04",1113,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Arkansas","05",788,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","California","06",6195,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Colorado","08",665,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Connecticut","09",990,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Delaware","10",186,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","District of Columbia","11",138,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Florida","12",4662,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Georgia","13",1526,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Hawaii","15",231,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Idaho","16",266,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Illinois","17",3139,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Indiana","18",1589,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Iowa","19",918,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Kansas","20",738,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Kentucky","21",1040,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Louisiana","22",985,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Maine","23",339,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Maryland","24",1080,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Massachusetts","25",1813,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Michigan","26",2369,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Minnesota","27",1191,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Mississippi","28",641,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Missouri","29",1549,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Montana","30",229,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Nebraska","31",500,Not Applicable,Not Applicable
