"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"Alabama"	"01"	6258	117898	5308.0
	"1999"	"1999"	"Alaska"	"02"	300	6525	4597.7
	"1999"	"1999"	"Arizona"	"04"	5789	141816	4082.0
	"1999"	"1999"	"Arkansas"	"05"	3893	76333	5100.0
	"1999"	"1999"	"California"	"06"	32491	766688	4237.8
	"1999"	"1999"	"Colorado"	"08"	3655	84482	4326.4
	"1999"	"1999"	"Connecticut"	"09"	4161	100744	4130.3
	"1999"	"1999"	"Delaware"	"10"	995	20984	4741.7
	"1999"	"1999"	"District of Columbia"	"11"	789	14903	5294.2
	"1999"	"1999"	"Florida"	"12"	24098	611578	3940.3
	"1999"	"1999"	"Georgia"	"13"	8065	157765	5112.0
	"1999"	"1999"	"Hawaii"	"15"	1183	34556	3423.4
	"1999"	"1999"	"Idaho"	"16"	1342	30158	4449.9
	"1999"	"1999"	"Illinois"	"17"	15077	315497	4778.8
	"1999"	"1999"	"Indiana"	"18"	7945	158156	5023.5
	"1999"	"1999"	"Iowa"	"19"	3951	91808	4303.5
	"1999"	"1999"	"Kansas"	"20"	3330	75198	4428.3
	"1999"	"1999"	"Kentucky"	"21"	5640	103629	5442.5
	"1999"	"1999"	"Louisiana"	"22"	5632	105682	5329.2
	"1999"	"1999"	"Maine"	"23"	1766	37396	4722.4
	"1999"	"1999"	"Maryland"	"24"	6105	127069	4804.5
	"1999"	"1999"	"Massachusetts"	"25"	8019	183528	4369.4
	"1999"	"1999"	"Michigan"	"26"	12585	257831	4881.1
	"1999"	"1999"	"Minnesota"	"27"	5071	122493	4139.8
	"1999"	"1999"	"Mississippi"	"28"	3675	68746	5345.8
	"1999"	"1999"	"Missouri"	"29"	7743	156690	4941.6
	"1999"	"1999"	"Montana"	"30"	1142	24703	4622.9
	"1999"	"1999"	"Nebraska"	"31"	2075	47817	4339.5
	"1999"	"1999"	"Nevada"	"32"	2225	43555	5108.5
	"1999"	"1999"	"New Hampshire"	"33"	1334	30261	4408.3
	"1999"	"1999"	"New Jersey"	"34"	10757	237613	4527.1
	"1999"	"1999"	"New Mexico"	"35"	1833	42474	4315.6
	"1999"	"1999"	"New York"	"36"	22080	507065	4354.5
	"1999"	"1999"	"North Carolina"	"37"	9867	199556	4944.5
	"1999"	"1999"	"North Dakota"	"38"	805	19071	4221.1
	"1999"	"1999"	"Ohio"	"39"	16207	322508	5025.3
	"1999"	"1999"	"Oklahoma"	"40"	4824	93344	5168.0
	"1999"	"1999"	"Oregon"	"41"	4310	94830	4545.0
	"1999"	"1999"	"Pennsylvania"	"42"	19842	419105	4734.4
	"1999"	"1999"	"Rhode Island"	"44"	1413	33734	4188.7
	"1999"	"1999"	"South Carolina"	"45"	5109	99953	5111.4
	"1999"	"1999"	"South Dakota"	"46"	865	22549	3836.1
	"1999"	"1999"	"Tennessee"	"47"	7454	143728	5186.2
	"1999"	"1999"	"Texas"	"48"	19863	416805	4765.5
	"1999"	"1999"	"Utah"	"49"	1541	39175	3933.6
	"1999"	"1999"	"Vermont"	"50"	712	15635	4553.9
	"1999"	"1999"	"Virginia"	"51"	8105	163616	4953.7
	"1999"	"1999"	"Washington"	"53"	6311	141946	4446.1
	"1999"	"1999"	"West Virginia"	"54"	3200	58099	5507.8
	"1999"	"1999"	"Wisconsin"	"55"	6380	145784	4376.3
	"1999"	"1999"	"Wyoming"	"56"	537	11533	4656.2
"Total"	"1999"	"1999"			338349	7342612	4608.0
	"2000"	"2000"	"Alabama"	"01"	6167	118108	5221.5
	"2000"	"2000"	"Alaska"	"02"	355	6863	5172.7
	"2000"	"2000"	"Arizona"	"04"	5847	144201	4054.8
	"2000"	"2000"	"Arkansas"	"05"	3962	76517	5177.9
	"2000"	"2000"	"California"	"06"	32401	779347	4157.5
	"2000"	"2000"	"Colorado"	"08"	3587	85922	4174.7
	"2000"	"2000"	"Connecticut"	"09"	4095	101096	4050.6
	"2000"	"2000"	"Delaware"	"10"	970	21248	4565.1
	"2000"	"2000"	"District of Columbia"	"11"	724	14976	4834.4
	"2000"	"2000"	"Florida"	"12"	23878	616693	3871.9
	"2000"	"2000"	"Georgia"	"13"	8259	157569	5241.5
	"2000"	"2000"	"Hawaii"	"15"	1179	35386	3331.8
	"2000"	"2000"	"Idaho"	"16"	1321	30443	4339.3
	"2000"	"2000"	"Illinois"	"17"	14604	316948	4607.7
	"2000"	"2000"	"Indiana"	"18"	8030	159833	5024.0
	"2000"	"2000"	"Iowa"	"19"	3820	91505	4174.6
	"2000"	"2000"	"Kansas"	"20"	3370	75125	4485.9
	"2000"	"2000"	"Kentucky"	"21"	5648	104760	5391.4
	"2000"	"2000"	"Louisiana"	"22"	5440	106823	5092.5
	"2000"	"2000"	"Maine"	"23"	1827	38098	4795.5
	"2000"	"2000"	"Maryland"	"24"	6148	128491	4784.8
	"2000"	"2000"	"Massachusetts"	"25"	8244	184941	4457.6
	"2000"	"2000"	"Michigan"	"26"	12578	260144	4835.0
	"2000"	"2000"	"Minnesota"	"27"	4969	122677	4050.5
	"2000"	"2000"	"Mississippi"	"28"	3679	68558	5366.3
	"2000"	"2000"	"Missouri"	"29"	7584	157207	4824.2
	"2000"	"2000"	"Montana"	"30"	1115	24703	4513.6
	"2000"	"2000"	"Nebraska"	"31"	1978	47991	4121.6
	"2000"	"2000"	"Nevada"	"32"	2185	44851	4871.7
