"Notes","Month","Month Code",Deaths,Population,Crude Rate
,"Jan., 2018","2018/01",6059,Not Applicable,Not Applicable
,"Feb., 2018","2018/02",5315,Not Applicable,Not Applicable
,"Mar., 2018","2018/03",5757,Not Applicable,Not Applicable
,"Apr., 2018","2018/04",5432,Not Applicable,Not Applicable
,"May, 2018","2018/05",5763,Not Applicable,Not Applicable
,"Jun., 2018","2018/06",5916,Not Applicable,Not Applicable
,"Jul., 2018","2018/07",6056,Not Applicable,Not Applicable
,"Aug., 2018","2018/08",5897,Not Applicable,Not Applicable
,"Sep., 2018","2018/09",5763,Not Applicable,Not Applicable
,"Oct., 2018","2018/10",5720,Not Applicable,Not Applicable
,"Nov., 2018","2018/11",5512,Not Applicable,Not Applicable
,"Dec., 2018","2018/12",5810,Not Applicable,Not Applicable
,"Jan., 2019","2019/01",5752,Not Applicable,Not Applicable
,"Feb., 2019","2019/02",5202,Not Applicable,Not Applicable
,"Mar., 2019","2019/03",5971,Not Applicable,Not Applicable
,"Apr., 2019","2019/04",5657,Not Applicable,Not Applicable
,"May, 2019","2019/05",6041,Not Applicable,Not Applicable
,"Jun., 2019","2019/06",5920,Not Applicable,Not Applicable
,"Jul., 2019","2019/07",6077,Not Applicable,Not Applicable
,"Aug., 2019","2019/08",6134,Not Applicable,Not Applicable
,"Sep., 2019","2019/09",5903,Not Applicable,Not Applicable
,"Oct., 2019","2019/10",5995,Not Applicable,Not Applicable
,"Nov., 2019","2019/11",5877,Not Applicable,Not Applicable
,"Dec., 2019","2019/12",6318,Not Applicable,Not Applicable
,"Jan., 2020","2020/01",6440,Not Applicable,Not Applicable
,"Feb., 2020","2020/02",5959,Not Applicable,Not Applicable
,"Mar., 2020","2020/03",6725,Not Applicable,Not Applicable
,"Apr., 2020","2020/04",7397,Not Applicable,Not Applicable
,"May, 2020","2020/05",7966,Not Applicable,Not Applicable
,"Jun., 2020","2020/06",7628,Not Applicable,Not Applicable
,"Jul., 2020","2020/07",8332,Not Applicable,Not Applicable
,"Aug., 2020","2020/08",8107,Not Applicable,Not Applicable
,"Sep., 2020","2020/09",7283,Not Applicable,Not Applicable
,"Oct., 2020","2020/10",7391,Not Applicable,Not Applicable
,"Nov., 2020","2020/11",7639,Not Applicable,Not Applicable
,"Dec., 2020","2020/12",8004,Not Applicable,Not Applicable
,"Jan., 2021","2021/01",8666,Not Applicable,Not Applicable
,"Feb., 2021","2021/02",7188,Not Applicable,Not Applicable
,"Mar., 2021","2021/03",7740,Not Applicable,Not Applicable
,"Apr., 2021","2021/04",7813,Not Applicable,Not Applicable
,"May, 2021","2021/05",8202,Not Applicable,Not Applicable
,"Jun., 2021","2021/06",8017,Not Applicable,Not Applicable
,"Jul., 2021","2021/07",8450,Not Applicable,Not Applicable
,"Aug., 2021","2021/08",10253,Not Applicable,Not Applicable
,"Sep., 2021","2021/09",10453,Not Applicable,Not Applicable
,"Oct., 2021","2021/10",9335,Not Applicable,Not Applicable
,"Nov., 2021","2021/11",8428,Not Applicable,Not Applicable
,"Dec., 2021","2021/12",8937,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01",9266,Not Applicable,Not Applicable
,"Feb., 2022 (provisional)","2022/02",7573,Not Applicable,Not Applicable
,"Mar., 2022 (provisional)","2022/03",7725,Not Applicable,Not Applicable
,"Apr., 2022 (provisional)","2022/04",7236,Not Applicable,Not Applicable
,"May, 2022 (provisional)","2022/05",7577,Not Applicable,Not Applicable
