"Notes","Month","Month Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"Jan., 2022 (provisional)","2022/01","Alabama","01",1736,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Alaska","02",131,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Arizona","04",2101,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Arkansas","05",1003,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","California","06",7520,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Colorado","08",1208,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Connecticut","09",863,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Delaware","10",326,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","District of Columbia","11",145,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Florida","12",5937,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Georgia","13",2934,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Hawaii","15",293,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Idaho","16",436,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Illinois","17",3368,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Indiana","18",2108,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Iowa","19",823,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Kansas","20",921,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Kentucky","21",1577,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Louisiana","22",1342,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Maine","23",449,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Maryland","24",1609,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Massachusetts","25",1611,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Michigan","26",2972,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Minnesota","27",1226,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Mississippi","28",1036,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Missouri","29",1978,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Montana","30",294,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Nebraska","31",496,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Nevada","32",988,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","New Hampshire","33",342,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","New Jersey","34",2356,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","New Mexico","35",629,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","New York","36",4559,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","North Carolina","37",3048,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","North Dakota","38",161,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Ohio","39",4206,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Oklahoma","40",1448,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Oregon","41",1053,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Pennsylvania","42",4159,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","Rhode Island","44",278,Not Applicable,Not Applicable
,"Jan., 2022 (provisional)","2022/01","South Carolina","45",1738,Not Applicable,Not Applicable
