"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"Alabama"	"01"	2043	1257437	162.5
	"1999"	"1999"	"Alaska"	"02"	285	187186	152.3
	"1999"	"1999"	"Arizona"	"04"	1949	1482730	131.4
	"1999"	"1999"	"Arkansas"	"05"	1083	730813	148.2
	"1999"	"1999"	"California"	"06"	9930	10412083	95.4
	"1999"	"1999"	"Colorado"	"08"	1384	1321133	104.8
	"1999"	"1999"	"Connecticut"	"09"	957	941405	101.7
	"1999"	"1999"	"Delaware"	"10"	266	225993	117.7
	"1999"	"1999"	"District of Columbia"	"11"	391	201709	193.8
	"1999"	"1999"	"Florida"	"12"	5835	4260456	137.0
	"1999"	"1999"	"Georgia"	"13"	3317	2562194	129.5
	"1999"	"1999"	"Hawaii"	"15"	328	354184	92.6
	"1999"	"1999"	"Idaho"	"16"	382	353230	108.1
	"1999"	"1999"	"Illinois"	"17"	4312	3669258	117.5
	"1999"	"1999"	"Indiana"	"18"	2016	1740372	115.8
	"1999"	"1999"	"Iowa"	"19"	737	787782	93.6
	"1999"	"1999"	"Kansas"	"20"	828	749509	110.5
	"1999"	"1999"	"Kentucky"	"21"	1440	1173917	122.7
	"1999"	"1999"	"Louisiana"	"22"	2177	1278952	170.2
	"1999"	"1999"	"Maine"	"23"	323	334472	96.6
	"1999"	"1999"	"Maryland"	"24"	2192	1539081	142.4
	"1999"	"1999"	"Massachusetts"	"25"	1625	1892942	85.8
	"1999"	"1999"	"Michigan"	"26"	3418	2813498	121.5
	"1999"	"1999"	"Minnesota"	"27"	1173	1408120	83.3
	"1999"	"1999"	"Mississippi"	"28"	1433	807193	177.5
	"1999"	"1999"	"Missouri"	"29"	2042	1555262	131.3
	"1999"	"1999"	"Montana"	"30"	266	229018	116.1
	"1999"	"1999"	"Nebraska"	"31"	474	474298	99.9
	"1999"	"1999"	"Nevada"	"32"	790	589586	134.0
	"1999"	"1999"	"New Hampshire"	"33"	280	340749	82.2
	"1999"	"1999"	"New Jersey"	"34"	2600	2416521	107.6
	"1999"	"1999"	"New Mexico"	"35"	798	498184	160.2
	"1999"	"1999"	"New York"	"36"	5704	5612535	101.6
	"1999"	"1999"	"North Carolina"	"37"	3115	2439503	127.7
	"1999"	"1999"	"North Dakota"	"38"	171	176760	96.7
