"Notes"	"Year"	"Year Code"	"Residence State"	"Residence State Code"	Deaths	Population	Crude Rate
	"2018"	"2018"	"Alabama"	"01"	494	293203	168.5
	"2018"	"2018"	"Alaska"	"02"	71	53115	133.7
	"2018"	"2018"	"Arizona"	"04"	565	435936	129.6
	"2018"	"2018"	"Arkansas"	"05"	341	190343	179.2
	"2018"	"2018"	"California"	"06"	2251	2441300	92.2
	"2018"	"2018"	"Colorado"	"08"	375	336854	111.3
	"2018"	"2018"	"Connecticut"	"09"	166	183134	90.6
	"2018"	"2018"	"Delaware"	"10"	77	54811	140.5
	"2018"	"2018"	"District of Columbia"	"11"	70	45617	153.5
	"2018"	"2018"	"Florida"	"12"	1578	1143183	138.0
	"2018"	"2018"	"Georgia"	"13"	1033	657414	157.1
	"2018"	"2018"	"Hawaii"	"15"	128	87704	145.9
	"2018"	"2018"	"Idaho"	"16"	124	116339	106.6
	"2018"	"2018"	"Illinois"	"17"	1067	760619	140.3
	"2018"	"2018"	"Indiana"	"18"	651	418544	155.5
	"2018"	"2018"	"Iowa"	"19"	224	198218	113.0
	"2018"	"2018"	"Kansas"	"20"	266	189335	140.5
	"2018"	"2018"	"Kentucky"	"21"	379	275412	137.6
	"2018"	"2018"	"Louisiana"	"22"	542	307019	176.5
	"2018"	"2018"	"Maine"	"23"	70	64282	108.9
	"2018"	"2018"	"Maryland"	"24"	498	364504	136.6
	"2018"	"2018"	"Massachusetts"	"25"	338	360161	93.8
	"2018"	"2018"	"Michigan"	"26"	820	572163	143.3
	"2018"	"2018"	"Minnesota"	"27"	398	355291	112.0
	"2018"	"2018"	"Mississippi"	"28"	377	185477	203.3
	"2018"	"2018"	"Missouri"	"29"	545	372713	146.2
	"2018"	"2018"	"Montana"	"30"	66	62536	105.5
	"2018"	"2018"	"Nebraska"	"31"	179	132968	134.6
	"2018"	"2018"	"Nevada"	"32"	254	185995	136.6
	"2018"	"2018"	"New Hampshire"	"33"	55	64020	85.9
	"2018"	"2018"	"New Jersey"	"34"	453	518628	87.3
	"2018"	"2018"	"New Mexico"	"35"	153	124246	123.1
	"2018"	"2018"	"New York"	"36"	1142	1140442	100.1
	"2018"	"2018"	"North Carolina"	"37"	915	610128	150.0
	"2018"	"2018"	"North Dakota"	"38"	63	54695	115.2
	"2018"	"2018"	"Ohio"	"39"	1106	694789	159.2
	"2018"	"2018"	"Oklahoma"	"40"	420	260429	161.3
	"2018"	"2018"	"Oregon"	"41"	206	234214	88.0
	"2018"	"2018"	"Pennsylvania"	"42"	934	702997	132.9
	"2018"	"2018"	"Rhode Island"	"44"	62	54413	113.9
	"2018"	"2018"	"South Carolina"	"45"	477	292391	163.1
	"2018"	"2018"	"South Dakota"	"46"	86	62132	138.4
	"2018"	"2018"	"Tennessee"	"47"	669	406574	164.5
	"2018"	"2018"	"Texas"	"48"	2524	2024126	124.7
	"2018"	"2018"	"Utah"	"49"	300	253004	118.6
	"2018"	"2018"	"Vermont"	"50"	39	29681	131.4
	"2018"	"2018"	"Virginia"	"51"	636	510924	124.5
	"2018"	"2018"	"Washington"	"53"	464	462701	100.3
	"2018"	"2018"	"West Virginia"	"54"	147	95257	154.3
	"2018"	"2018"	"Wisconsin"	"55"	458	334382	137.0
	"2018"	"2018"	"Wyoming"	"56"	41	35912	114.2
"Total"	"2018"	"2018"			25297	19810275	127.7
	"2019"	"2019"	"Alabama"	"01"	562	294357	190.9
	"2019"	"2019"	"Alaska"	"02"	66	51080	129.2
	"2019"	"2019"	"Arizona"	"04"	510	429788	118.7
	"2019"	"2019"	"Arkansas"	"05"	305	188464	161.8
	"2019"	"2019"	"California"	"06"	2193	2383716	92.0
	"2019"	"2019"	"Colorado"	"08"	339	332201	102.0
	"2019"	"2019"	"Connecticut"	"09"	172	181710	94.7
	"2019"	"2019"	"Delaware"	"10"	85	54719	155.3
	"2019"	"2019"	"District of Columbia"	"11"	51	45368	112.4
	"2019"	"2019"	"Florida"	"12"	1552	1139742	136.2
	"2019"	"2019"	"Georgia"	"13"	1050	656566	159.9
	"2019"	"2019"	"Hawaii"	"15"	104	85219	122.0
	"2019"	"2019"	"Idaho"	"16"	118	116200	101.5
	"2019"	"2019"	"Illinois"	"17"	922	746934	123.4
