"Notes","Month","Month Code","State","State Code",Deaths,Population,Crude Rate
,"Jan., 1999","1999/01","Alabama","01",1576,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Alaska","02",51,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Arizona","04",1531,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Arkansas","05",1163,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","California","06",9181,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Colorado","08",1026,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Connecticut","09",1505,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Delaware","10",254,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","District of Columbia","11",190,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Florida","12",6904,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Georgia","13",2218,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Hawaii","15",343,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Idaho","16",372,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Illinois","17",4689,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Indiana","18",2349,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Iowa","19",1460,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Kansas","20",1125,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Kentucky","21",1511,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Louisiana","22",1416,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Maine","23",519,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Maryland","24",1564,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Massachusetts","25",2784,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Michigan","26",3476,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Minnesota","27",1894,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Mississippi","28",961,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Missouri","29",2301,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Montana","30",328,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Nebraska","31",765,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Nevada","32",484,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","New Hampshire","33",428,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","New Jersey","34",3678,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","New Mexico","35",527,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","New York","36",7786,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","North Carolina","37",2579,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","North Dakota","38",302,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Ohio","39",4558,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Oklahoma","40",1419,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Oregon","41",1252,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Pennsylvania","42",6167,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Rhode Island","44",483,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","South Carolina","45",1217,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","South Dakota","46",325,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Tennessee","47",1998,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Texas","48",5543,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Utah","49",498,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Vermont","50",210,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Virginia","51",2037,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Washington","53",1859,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","West Virginia","54",832,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Wisconsin","55",2208,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Wyoming","56",152,Not Applicable,Not Applicable
"Total","Jan., 1999","1999/01",,,99998,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Alabama","01",1401,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Alaska","02",50,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Arizona","04",1618,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Arkansas","05",956,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","California","06",8535,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Colorado","08",1077,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Connecticut","09",1407,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Delaware","10",210,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","District of Columbia","11",196,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Florida","12",6209,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Georgia","13",1886,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Hawaii","15",289,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Idaho","16",407,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Illinois","17",4355,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Indiana","18",2080,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Iowa","19",1312,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Kansas","20",999,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Kentucky","21",1354,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Louisiana","22",1288,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Maine","23",574,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Maryland","24",1708,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Massachusetts","25",2690,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Michigan","26",3092,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Minnesota","27",1745,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Mississippi","28",904,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Missouri","29",2214,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Montana","30",337,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Nebraska","31",713,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Nevada","32",410,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","New Hampshire","33",407,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","New Jersey","34",3007,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","New Mexico","35",519,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","New York","36",6510,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","North Carolina","37",2403,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","North Dakota","38",281,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Ohio","39",4188,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Oklahoma","40",1299,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Oregon","41",1261,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Pennsylvania","42",5521,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Rhode Island","44",461,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","South Carolina","45",1090,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","South Dakota","46",280,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Tennessee","47",1691,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Texas","48",5170,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Utah","49",468,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Vermont","50",210,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Virginia","51",2004,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Washington","53",1803,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","West Virginia","54",838,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Wisconsin","55",2013,Not Applicable,Not Applicable
,"Feb., 1999","1999/02","Wyoming","56",135,Not Applicable,Not Applicable
"Total","Feb., 1999","1999/02",,,91575,Not Applicable,Not Applicable
,"Mar., 1999","1999/03","Alabama","01",1841,Not Applicable,Not Applicable
,"Mar., 1999","1999/03","Alaska","02",64,Not Applicable,Not Applicable
,"Mar., 1999","1999/03","Arizona","04",1550,Not Applicable,Not Applicable
,"Mar., 1999","1999/03","Arkansas","05",1243,Not Applicable,Not Applicable
