"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"Alabama"	"01"	2837	189814	1494.6
	"1999"	"1999"	"Alaska"	"02"	198	16960	1167.5
	"1999"	"1999"	"Arizona"	"04"	2341	198437	1179.7
	"1999"	"1999"	"Arkansas"	"05"	1648	115753	1423.7
	"1999"	"1999"	"California"	"06"	12623	1127145	1119.9
	"1999"	"1999"	"Colorado"	"08"	1469	142207	1033.0
	"1999"	"1999"	"Connecticut"	"09"	1390	130887	1062.0
	"1999"	"1999"	"Delaware"	"10"	390	31777	1227.3
	"1999"	"1999"	"District of Columbia"	"11"	386	21699	1778.9
	"1999"	"1999"	"Florida"	"12"	8497	720321	1179.6
	"1999"	"1999"	"Georgia"	"13"	4168	280449	1486.2
	"1999"	"1999"	"Hawaii"	"15"	481	45708	1052.3
	"1999"	"1999"	"Idaho"	"16"	492	46544	1057.1
	"1999"	"1999"	"Illinois"	"17"	6028	461749	1305.5
	"1999"	"1999"	"Indiana"	"18"	3182	234501	1356.9
	"1999"	"1999"	"Iowa"	"19"	1308	118821	1100.8
	"1999"	"1999"	"Kansas"	"20"	1253	98820	1268.0
	"1999"	"1999"	"Kentucky"	"21"	2545	166288	1530.5
	"1999"	"1999"	"Louisiana"	"22"	2565	169228	1515.7
	"1999"	"1999"	"Maine"	"23"	671	54088	1240.6
	"1999"	"1999"	"Maryland"	"24"	2464	198420	1241.8
	"1999"	"1999"	"Massachusetts"	"25"	2531	235075	1076.7
	"1999"	"1999"	"Michigan"	"26"	4882	375136	1301.4
	"1999"	"1999"	"Minnesota"	"27"	1775	175359	1012.2
	"1999"	"1999"	"Mississippi"	"28"	1796	112865	1591.3
	"1999"	"1999"	"Missouri"	"29"	3102	226460	1369.8
	"1999"	"1999"	"Montana"	"30"	429	37398	1147.1
	"1999"	"1999"	"Nebraska"	"31"	755	64422	1172.0
	"1999"	"1999"	"Nevada"	"32"	1185	81732	1449.9
	"1999"	"1999"	"New Hampshire"	"33"	515	45930	1121.3
	"1999"	"1999"	"New Jersey"	"34"	3823	328290	1164.5
	"1999"	"1999"	"New Mexico"	"35"	767	70757	1084.0
