"Notes","Month","Month Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"Jan., 2018","2018/01","Alabama","01",147,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Alaska","02",20,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Arizona","04",144,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Arkansas","05",81,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","California","06",574,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Colorado","08",81,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Connecticut","09",51,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Delaware","10",27,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","District of Columbia","11",19,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Florida","12",416,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Georgia","13",243,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Hawaii","15",17,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Idaho","16",20,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Illinois","17",224,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Indiana","18",155,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Iowa","19",42,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Kansas","20",57,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Kentucky","21",135,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Louisiana","22",111,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Maine","23",14,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Maryland","24",125,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Massachusetts","25",84,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Michigan","26",193,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Minnesota","27",61,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Mississippi","28",92,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Missouri","29",139,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Montana","30",22,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Nebraska","31",21,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Nevada","32",60,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","New Hampshire","33",23,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","New Jersey","34",146,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","New Mexico","35",50,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","New York","36",313,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","North Carolina","37",184,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","North Dakota","38",11,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Ohio","39",254,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Oklahoma","40",80,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Oregon","41",62,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Pennsylvania","42",212,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Rhode Island","44",16,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","South Carolina","45",123,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","South Dakota","46",14,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Tennessee","47",174,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Texas","48",552,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Utah","49",49,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Vermont","50",13,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Virginia","51",142,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Washington","53",109,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","West Virginia","54",44,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Wisconsin","55",94,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Wyoming","56",12,Not Applicable,Not Applicable
