"Notes","Month","Month Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"Jan., 2018","2018/01","Alabama","01",5646,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Alaska","02",387,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Arizona","04",6155,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Arkansas","05",3309,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","California","06",28155,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Colorado","08",3661,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Connecticut","09",3071,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Delaware","10",890,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","District of Columbia","11",498,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Florida","12",19835,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Georgia","13",8649,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Hawaii","15",1031,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Idaho","16",1315,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Illinois","17",11259,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Indiana","18",6711,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Iowa","19",2893,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Kansas","20",2732,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Kentucky","21",4872,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Louisiana","22",4847,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Maine","23",1344,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Maryland","24",4850,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Massachusetts","25",5781,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Michigan","26",9540,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Minnesota","27",4345,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Mississippi","28",3349,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Missouri","29",6616,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Montana","30",861,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Nebraska","31",1651,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Nevada","32",2455,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","New Hampshire","33",1178,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","New Jersey","34",7412,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","New Mexico","35",1776,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","New York","36",15775,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","North Carolina","37",9270,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","North Dakota","38",621,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Ohio","39",12683,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Oklahoma","40",4228,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Oregon","41",3460,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Pennsylvania","42",13224,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Rhode Island","44",976,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","South Carolina","45",5003,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","South Dakota","46",723,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Tennessee","47",7181,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Texas","48",21235,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Utah","49",1694,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Vermont","50",582,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Virginia","51",6723,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Washington","53",5348,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","West Virginia","54",2459,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Wisconsin","55",5260,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Wyoming","56",472,Not Applicable,Not Applicable
"Total","Jan., 2018","2018/01",,,283991,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Alabama","01",4465,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Alaska","02",323,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Arizona","04",4761,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Arkansas","05",2660,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","California","06",22305,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Colorado","08",3109,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Connecticut","09",2549,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Delaware","10",795,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","District of Columbia","11",382,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Florida","12",17040,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Georgia","13",7033,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Hawaii","15",923,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Idaho","16",1159,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Illinois","17",9051,Not Applicable,Not Applicable
