"Notes"	"Month"	"Month Code"	"Residence State"	"Residence State Code"	Deaths	Population	Crude Rate
	"Jan., 2018"	"2018/01"	"Alabama"	"01"	5695	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Alaska"	"02"	396	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Arizona"	"04"	6216	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Arkansas"	"05"	3345	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"California"	"06"	28383	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Colorado"	"08"	3701	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Connecticut"	"09"	3092	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Delaware"	"10"	895	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"District of Columbia"	"11"	503	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Florida"	"12"	20019	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Georgia"	"13"	8725	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Hawaii"	"15"	1042	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Idaho"	"16"	1322	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Illinois"	"17"	11370	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Indiana"	"18"	6762	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Iowa"	"19"	2902	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Kansas"	"20"	2758	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Kentucky"	"21"	4909	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Louisiana"	"22"	4878	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Maine"	"23"	1350	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Maryland"	"24"	4925	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Massachusetts"	"25"	5851	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Michigan"	"26"	9626	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Minnesota"	"27"	4383	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Mississippi"	"28"	3379	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Missouri"	"29"	6672	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Montana"	"30"	874	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Nebraska"	"31"	1661	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Nevada"	"32"	2471	Not Applicable	Not Applicable
