"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"Alabama"	"01"	407	307028	132.6
	"1999"	"1999"	"Alaska"	"02"	64	41687	153.5
	"1999"	"1999"	"Arizona"	"04"	380	371429	102.3
	"1999"	"1999"	"Arkansas"	"05"	210	176338	119.1
	"1999"	"1999"	"California"	"06"	1864	2563984	72.7
	"1999"	"1999"	"Colorado"	"08"	285	326929	87.2
	"1999"	"1999"	"Connecticut"	"09"	156	207932	75.0
	"1999"	"1999"	"Delaware"	"10"	54	53292	101.3
	"1999"	"1999"	"District of Columbia"	"11"	75	57040	131.5
	"1999"	"1999"	"Florida"	"12"	1088	994333	109.4
	"1999"	"1999"	"Georgia"	"13"	665	638268	104.2
	"1999"	"1999"	"Hawaii"	"15"	63	83523	75.4
	"1999"	"1999"	"Idaho"	"16"	70	82840	84.5
	"1999"	"1999"	"Illinois"	"17"	861	897286	96.0
	"1999"	"1999"	"Indiana"	"18"	407	417385	97.5
	"1999"	"1999"	"Iowa"	"19"	133	181811	73.2
	"1999"	"1999"	"Kansas"	"20"	163	175407	92.9
	"1999"	"1999"	"Kentucky"	"21"	280	283190	98.9
	"1999"	"1999"	"Louisiana"	"22"	408	300851	135.6
	"1999"	"1999"	"Maine"	"23"	49	73574	66.6
	"1999"	"1999"	"Maryland"	"24"	396	347652	113.9
	"1999"	"1999"	"Massachusetts"	"25"	273	455310	60.0
	"1999"	"1999"	"Michigan"	"26"	665	667971	99.6
	"1999"	"1999"	"Minnesota"	"27"	186	320629	58.0
	"1999"	"1999"	"Mississippi"	"28"	292	196176	148.8
	"1999"	"1999"	"Missouri"	"29"	382	365607	104.5
	"1999"	"1999"	"Montana"	"30"	50	50508	99.0
	"1999"	"1999"	"Nebraska"	"31"	80	111807	71.6
	"1999"	"1999"	"Nevada"	"32"	150	144007	104.2
	"1999"	"1999"	"New Hampshire"	"33"	48	73597	65.2
	"1999"	"1999"	"New Jersey"	"34"	415	548811	75.6
	"1999"	"1999"	"New Mexico"	"35"	142	114570	123.9
	"1999"	"1999"	"New York"	"36"	1006	1336334	75.3
	"1999"	"1999"	"North Carolina"	"37"	584	613187	95.2
	"1999"	"1999"	"North Dakota"	"38"	31	39953	77.6
	"1999"	"1999"	"Ohio"	"39"	625	751196	83.2
	"1999"	"1999"	"Oklahoma"	"40"	259	230375	112.4
	"1999"	"1999"	"Oregon"	"41"	188	232622	80.8
	"1999"	"1999"	"Pennsylvania"	"42"	693	760654	91.1
	"1999"	"1999"	"Rhode Island"	"44"	41	69058	59.4
	"1999"	"1999"	"South Carolina"	"45"	324	282219	114.8
	"1999"	"1999"	"South Dakota"	"46"	47	44990	104.5
	"1999"	"1999"	"Tennessee"	"47"	493	408164	120.8
	"1999"	"1999"	"Texas"	"48"	1376	1574407	87.4
	"1999"	"1999"	"Utah"	"49"	128	173293	73.9
