"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"Alabama"	"01"	17063	142829	11946.5
	"1999"	"1999"	"Alaska"	"02"	610	5988	10187.0
	"1999"	"1999"	"Arizona"	"04"	15638	155482	10057.8
	"1999"	"1999"	"Arkansas"	"05"	11673	98327	11871.6
	"1999"	"1999"	"California"	"06"	95338	906215	10520.5
	"1999"	"1999"	"Colorado"	"08"	11133	101873	10928.3
	"1999"	"1999"	"Connecticut"	"09"	14173	135275	10477.2
	"1999"	"1999"	"Delaware"	"10"	2543	23405	10865.2
	"1999"	"1999"	"District of Columbia"	"11"	2021	18691	10812.7
	"1999"	"1999"	"Florida"	"12"	72461	723663	10013.1
	"1999"	"1999"	"Georgia"	"13"	22025	189789	11605.0
	"1999"	"1999"	"Hawaii"	"15"	3371	38426	8772.7
	"1999"	"1999"	"Idaho"	"16"	4319	38639	11177.8
	"1999"	"1999"	"Illinois"	"17"	46499	406271	11445.3
	"1999"	"1999"	"Indiana"	"18"	23108	195678	11809.2
	"1999"	"1999"	"Iowa"	"19"	14632	131920	11091.6
	"1999"	"1999"	"Kansas"	"20"	11644	104228	11171.7
	"1999"	"1999"	"Kentucky"	"21"	15600	124670	12513.0
	"1999"	"1999"	"Louisiana"	"22"	14926	124632	11976.1
	"1999"	"1999"	"Maine"	"23"	5650	48311	11695.1
	"1999"	"1999"	"Maryland"	"24"	16598	146382	11338.8
	"1999"	"1999"	"Massachusetts"	"25"	27183	243774	11150.9
	"1999"	"1999"	"Michigan"	"26"	35720	311272	11475.5
	"1999"	"1999"	"Minnesota"	"27"	19475	174371	11168.7
	"1999"	"1999"	"Mississippi"	"28"	10377	88166	11769.8
	"1999"	"1999"	"Missouri"	"29"	24612	203611	12087.8
	"1999"	"1999"	"Montana"	"30"	3641	33016	11028.0
	"1999"	"1999"	"Nebraska"	"31"	7719	68294	11302.6
	"1999"	"1999"	"Nevada"	"32"	4510	40760	11064.8
	"1999"	"1999"	"New Hampshire"	"33"	4294	38349	11197.2
	"1999"	"1999"	"New Jersey"	"34"	32282	292767	11026.5
	"1999"	"1999"	"New Mexico"	"35"	5272	49554	10638.9
	"1999"	"1999"	"New York"	"36"	69582	646803	10757.8
	"1999"	"1999"	"North Carolina"	"37"	26388	230267	11459.7
	"1999"	"1999"	"North Dakota"	"38"	3185	29238	10893.4
	"1999"	"1999"	"Ohio"	"39"	45788	387016	11831.0
	"1999"	"1999"	"Oklahoma"	"40"	14517	118699	12230.1
	"1999"	"1999"	"Oregon"	"41"	13359	121618	10984.4
	"1999"	"1999"	"Pennsylvania"	"42"	58967	519371	11353.5
	"1999"	"1999"	"Rhode Island"	"44"	4699	44024	10673.7
	"1999"	"1999"	"South Carolina"	"45"	12258	110520	11091.2
	"1999"	"1999"	"South Dakota"	"46"	3467	31993	10836.7
	"1999"	"1999"	"Tennessee"	"47"	20679	173834	11895.8
	"1999"	"1999"	"Texas"	"48"	56509	499772	11307.0
	"1999"	"1999"	"Utah"	"49"	5137	47743	10759.7
	"1999"	"1999"	"Vermont"	"50"	2208	20597	10720.0
	"1999"	"1999"	"Virginia"	"51"	21404	189073	11320.5
	"1999"	"1999"	"Washington"	"53"	19297	178840	10790.1
	"1999"	"1999"	"West Virginia"	"54"	8676	69228	12532.5
	"1999"	"1999"	"Wisconsin"	"55"	22458	198870	11292.8
	"1999"	"1999"	"Wyoming"	"56"	1694	14197	11932.1
"Total"	"1999"	"1999"			1006382	9036331	11137.1
	"2000"	"2000"	"Alabama"	"01"	17298	144942	11934.4
	"2000"	"2000"	"Alaska"	"02"	675	6329	10665.2
	"2000"	"2000"	"Arizona"	"04"	15865	159797	9928.2
	"2000"	"2000"	"Arkansas"	"05"	11694	99168	11792.1
	"2000"	"2000"	"California"	"06"	96540	928488	10397.5
	"2000"	"2000"	"Colorado"	"08"	11326	103841	10907.1
	"2000"	"2000"	"Connecticut"	"09"	14582	137522	10603.4
	"2000"	"2000"	"Delaware"	"10"	2753	24063	11440.8
	"2000"	"2000"	"District of Columbia"	"11"	2007	19003	10561.5
	"2000"	"2000"	"Florida"	"12"	73082	738728	9893.0
	"2000"	"2000"	"Georgia"	"13"	22959	192011	11957.1
	"2000"	"2000"	"Hawaii"	"15"	3394	39953	8495.0
	"2000"	"2000"	"Idaho"	"16"	4276	39503	10824.5
	"2000"	"2000"	"Illinois"	"17"	46159	410830	11235.5
	"2000"	"2000"	"Indiana"	"18"	23154	197605	11717.3
	"2000"	"2000"	"Iowa"	"19"	14393	132773	10840.3
