"Notes","Month","Month Code",Deaths,Population,Crude Rate
,"Jan., 2018","2018/01",36510,Not Applicable,Not Applicable
,"Feb., 2018","2018/02",29807,Not Applicable,Not Applicable
,"Mar., 2018","2018/03",31139,Not Applicable,Not Applicable
,"Apr., 2018","2018/04",29165,Not Applicable,Not Applicable
,"May, 2018","2018/05",28197,Not Applicable,Not Applicable
,"Jun., 2018","2018/06",26815,Not Applicable,Not Applicable
,"Jul., 2018","2018/07",27564,Not Applicable,Not Applicable
,"Aug., 2018","2018/08",27413,Not Applicable,Not Applicable
,"Sep., 2018","2018/09",26884,Not Applicable,Not Applicable
,"Oct., 2018","2018/10",29031,Not Applicable,Not Applicable
,"Nov., 2018","2018/11",29215,Not Applicable,Not Applicable
,"Dec., 2018","2018/12",31720,Not Applicable,Not Applicable
,"Jan., 2019","2019/01",32748,Not Applicable,Not Applicable
,"Feb., 2019","2019/02",29623,Not Applicable,Not Applicable
,"Mar., 2019","2019/03",32277,Not Applicable,Not Applicable
,"Apr., 2019","2019/04",29918,Not Applicable,Not Applicable
,"May, 2019","2019/05",29653,Not Applicable,Not Applicable
,"Jun., 2019","2019/06",27795,Not Applicable,Not Applicable
,"Jul., 2019","2019/07",28269,Not Applicable,Not Applicable
,"Aug., 2019","2019/08",28118,Not Applicable,Not Applicable
,"Sep., 2019","2019/09",27663,Not Applicable,Not Applicable
,"Oct., 2019","2019/10",29862,Not Applicable,Not Applicable
,"Nov., 2019","2019/11",30037,Not Applicable,Not Applicable
,"Dec., 2019","2019/12",32571,Not Applicable,Not Applicable
,"Jan., 2020","2020/01",33105,Not Applicable,Not Applicable
,"Feb., 2020","2020/02",30509,Not Applicable,Not Applicable
,"Mar., 2020","2020/03",34103,Not Applicable,Not Applicable
,"Apr., 2020","2020/04",41085,Not Applicable,Not Applicable
,"May, 2020","2020/05",34213,Not Applicable,Not Applicable
,"Jun., 2020","2020/06",30140,Not Applicable,Not Applicable
,"Jul., 2020","2020/07",33798,Not Applicable,Not Applicable
,"Aug., 2020","2020/08",34323,Not Applicable,Not Applicable
,"Sep., 2020","2020/09",31552,Not Applicable,Not Applicable
,"Oct., 2020","2020/10",34185,Not Applicable,Not Applicable
,"Nov., 2020","2020/11",38957,Not Applicable,Not Applicable
,"Dec., 2020","2020/12",47923,Not Applicable,Not Applicable
,"Jan., 2021","2021/01",48312,Not Applicable,Not Applicable
,"Feb., 2021","2021/02",35318,Not Applicable,Not Applicable
,"Mar., 2021","2021/03",33379,Not Applicable,Not Applicable
,"Apr., 2021","2021/04",30876,Not Applicable,Not Applicable
,"May, 2021","2021/05",30787,Not Applicable,Not Applicable
,"Jun., 2021","2021/06",29390,Not Applicable,Not Applicable
,"Jul., 2021","2021/07",30842,Not Applicable,Not Applicable
,"Aug., 2021","2021/08",35187,Not Applicable,Not Applicable
,"Sep., 2021","2021/09",35837,Not Applicable,Not Applicable
,"Oct., 2021","2021/10",35785,Not Applicable,Not Applicable
,"Nov., 2021","2021/11",35620,Not Applicable,Not Applicable
,"Dec., 2021","2021/12",39453,Not Applicable,Not Applicable
"Total",,,1556673,Not Applicable,Not Applicable
