"Notes","Month","Month Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"Jan., 2018","2018/01","Alabama","01",55,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Alaska","02",10,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Arizona","04",66,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Arkansas","05",41,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","California","06",252,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Colorado","08",43,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Connecticut","09",21,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Delaware","10",Suppressed,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","District of Columbia","11",Suppressed,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Florida","12",202,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Georgia","13",86,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Hawaii","15",11,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Idaho","16",Suppressed,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Illinois","17",119,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Indiana","18",56,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Iowa","19",13,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Kansas","20",28,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Kentucky","21",40,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Louisiana","22",39,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Maine","23",Suppressed,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Maryland","24",75,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Massachusetts","25",70,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Michigan","26",92,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Minnesota","27",39,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Mississippi","28",35,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Missouri","29",61,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Montana","30",13,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Nebraska","31",11,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Nevada","32",19,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","New Hampshire","33",10,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","New Jersey","34",89,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","New Mexico","35",24,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","New York","36",114,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","North Carolina","37",100,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","North Dakota","38",Suppressed,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Ohio","39",105,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Oklahoma","40",38,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Oregon","41",24,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Pennsylvania","42",142,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Rhode Island","44",Suppressed,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","South Carolina","45",42,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","South Dakota","46",10,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Tennessee","47",71,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Texas","48",227,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Utah","49",17,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Vermont","50",Suppressed,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Virginia","51",65,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Washington","53",66,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","West Virginia","54",21,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Wisconsin","55",42,Not Applicable,Not Applicable
,"Jan., 2018","2018/01","Wyoming","56",Suppressed,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Alabama","01",57,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Alaska","02",14,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Arizona","04",68,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Arkansas","05",18,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","California","06",221,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Colorado","08",41,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Connecticut","09",23,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Delaware","10",Suppressed,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","District of Columbia","11",Suppressed,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Florida","12",170,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Georgia","13",75,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Hawaii","15",Suppressed,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Idaho","16",Suppressed,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Illinois","17",83,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Indiana","18",62,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Iowa","19",17,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Kansas","20",14,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Kentucky","21",47,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Louisiana","22",60,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Maine","23",13,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Maryland","24",37,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Massachusetts","25",47,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Michigan","26",73,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Minnesota","27",32,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Mississippi","28",30,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Missouri","29",58,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Montana","30",Suppressed,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Nebraska","31",12,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Nevada","32",22,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","New Hampshire","33",15,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","New Jersey","34",51,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","New Mexico","35",22,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","New York","36",110,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","North Carolina","37",95,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","North Dakota","38",Suppressed,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Ohio","39",109,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Oklahoma","40",39,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Oregon","41",24,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Pennsylvania","42",98,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Rhode Island","44",Suppressed,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","South Carolina","45",65,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","South Dakota","46",Suppressed,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Tennessee","47",67,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Texas","48",187,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Utah","49",19,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Vermont","50",Suppressed,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Virginia","51",62,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Washington","53",48,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","West Virginia","54",19,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Wisconsin","55",33,Not Applicable,Not Applicable
,"Feb., 2018","2018/02","Wyoming","56",Suppressed,Not Applicable,Not Applicable
,"Mar., 2018","2018/03","Alabama","01",48,Not Applicable,Not Applicable
,"Mar., 2018","2018/03","Alaska","02",Suppressed,Not Applicable,Not Applicable
,"Mar., 2018","2018/03","Arizona","04",54,Not Applicable,Not Applicable
,"Mar., 2018","2018/03","Arkansas","05",36,Not Applicable,Not Applicable
,"Mar., 2018","2018/03","California","06",214,Not Applicable,Not Applicable
,"Mar., 2018","2018/03","Colorado","08",48,Not Applicable,Not Applicable
