"Notes","Month","Month Code","State","State Code",Deaths,Population,Crude Rate
,"Jan., 1999","1999/01","Alabama","01",3850,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Alaska","02",211,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Arizona","04",3645,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Arkansas","05",2558,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","California","06",20394,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Colorado","08",2265,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Connecticut","09",2855,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Delaware","10",589,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","District of Columbia","11",528,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Florida","12",14443,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Georgia","13",5527,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Hawaii","15",726,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Idaho","16",749,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Illinois","17",9926,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Indiana","18",5039,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Iowa","19",2545,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Kansas","20",2128,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Kentucky","21",3404,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Louisiana","22",3612,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Maine","23",1071,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Maryland","24",3672,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Massachusetts","25",5200,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Michigan","26",7725,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Minnesota","27",3489,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Mississippi","28",2341,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Missouri","29",4740,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Montana","30",667,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Nebraska","31",1379,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Nevada","32",1348,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","New Hampshire","33",877,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","New Jersey","34",7501,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","New Mexico","35",1209,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","New York","36",15913,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","North Carolina","37",5941,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","North Dakota","38",546,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Ohio","39",9705,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Oklahoma","40",3101,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Oregon","41",2511,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Pennsylvania","42",12304,Not Applicable,Not Applicable
,"Jan., 1999","1999/01","Rhode Island","44",915,Not Applicable,Not Applicable
