"Notes"	"Month"	"Month Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"Jan., 2023"	"2023/01"	"< 1 year"	"0"	1722	Not Applicable	Not Applicable
	"Jan., 2023"	"2023/01"	"1 year"	"1"	129	Not Applicable	Not Applicable
	"Jan., 2023"	"2023/01"	"2 years"	"2"	80	Not Applicable	Not Applicable
	"Jan., 2023"	"2023/01"	"3 years"	"3"	58	Not Applicable	Not Applicable
	"Jan., 2023"	"2023/01"	"4 years"	"4"	53	Not Applicable	Not Applicable
	"Jan., 2023"	"2023/01"	"5 years"	"5"	56	Not Applicable	Not Applicable
	"Jan., 2023"	"2023/01"	"6 years"	"6"	47	Not Applicable	Not Applicable
	"Jan., 2023"	"2023/01"	"7 years"	"7"	42	Not Applicable	Not Applicable
	"Jan., 2023"	"2023/01"	"8 years"	"8"	27	Not Applicable	Not Applicable
	"Jan., 2023"	"2023/01"	"9 years"	"9"	37	Not Applicable	Not Applicable
	"Jan., 2023"	"2023/01"	"10 years"	"10"	45	Not Applicable	Not Applicable
	"Jan., 2023"	"2023/01"	"11 years"	"11"	38	Not Applicable	Not Applicable
	"Jan., 2023"	"2023/01"	"12 years"	"12"	42	Not Applicable	Not Applicable
	"Jan., 2023"	"2023/01"	"13 years"	"13"	84	Not Applicable	Not Applicable
	"Jan., 2023"	"2023/01"	"14 years"	"14"	79	Not Applicable	Not Applicable
	"Jan., 2023"	"2023/01"	"15 years"	"15"	147	Not Applicable	Not Applicable
	"Jan., 2023"	"2023/01"	"16 years"	"16"	170	Not Applicable	Not Applicable
	"Jan., 2023"	"2023/01"	"17 years"	"17"	212	Not Applicable	Not Applicable
	"Jan., 2023"	"2023/01"	"18 years"	"18"	289	Not Applicable	Not Applicable
	"Jan., 2023"	"2023/01"	"19 years"	"19"	300	Not Applicable	Not Applicable
	"Jan., 2023"	"2023/01"	"20 years"	"20"	300	Not Applicable	Not Applicable
	"Jan., 2023"	"2023/01"	"21 years"	"21"	310	Not Applicable	Not Applicable
	"Jan., 2023"	"2023/01"	"22 years"	"22"	369	Not Applicable	Not Applicable
	"Jan., 2023"	"2023/01"	"23 years"	"23"	367	Not Applicable	Not Applicable
