"Notes","Residence State","Residence State Code","Year","Year Code",Deaths,Population,Crude Rate
,"Alabama","01","2018","2018",433,325220,133.1
,"Alabama","01","2019","2019",388,322092,120.5
,"Alabama","01","2020","2020",482,323264,149.1
,"Alabama","01","2021","2021",507,329131,154.0
,"Alabama","01","2022 (provisional)","2022",498,329131,151.3
,"Alabama","01","2023 (provisional and partial)","2023",121,329131,36.8
,"Alaska","02","2018","2018",61,53000,115.1
,"Alaska","02","2019","2019",66,51283,128.7
,"Alaska","02","2020","2020",89,50553,176.1
,"Alaska","02","2021","2021",96,50263,191.0
,"Alaska","02","2022 (provisional)","2022",79,50263,157.2
,"Alaska","02","2023 (provisional and partial)","2023",17,50263,Unreliable
,"Arizona","04","2018","2018",565,492176,114.8
,"Arizona","04","2019","2019",545,495482,110.0
,"Arizona","04","2020","2020",694,504348,137.6
,"Arizona","04","2021","2021",744,491891,151.3
,"Arizona","04","2022 (provisional)","2022",603,491891,122.6
,"Arizona","04","2023 (provisional and partial)","2023",155,491891,31.5
,"Arkansas","05","2018","2018",228,201638,113.1
,"Arkansas","05","2019","2019",254,200287,126.8
,"Arkansas","05","2020","2020",256,201289,127.2
,"Arkansas","05","2021","2021",279,199930,139.5
,"Arkansas","05","2022 (provisional)","2022",273,199930,136.5
,"Arkansas","05","2023 (provisional and partial)","2023",70,199930,35.0
,"California","06","2018","2018",1947,2711800,71.8
,"California","06","2019","2019",1976,2647279,74.6
,"California","06","2020","2020",2517,2597931,96.9
,"California","06","2021","2021",2569,2539686,101.2
,"California","06","2022 (provisional)","2022",2230,2539686,87.8
,"California","06","2023 (provisional and partial)","2023",571,2539686,22.5
,"Colorado","08","2018","2018",344,378514,90.9
,"Colorado","08","2019","2019",365,377765,96.6
,"Colorado","08","2020","2020",444,380269,116.8
,"Colorado","08","2021","2021",472,378373,124.7
,"Colorado","08","2022 (provisional)","2022",447,378373,118.1
,"Colorado","08","2023 (provisional and partial)","2023",103,378373,27.2
,"Connecticut","09","2018","2018",181,243116,74.5
,"Connecticut","09","2019","2019",165,239931,68.8
,"Connecticut","09","2020","2020",185,238322,77.6
,"Connecticut","09","2021","2021",199,239441,83.1
,"Connecticut","09","2022 (provisional)","2022",177,239441,73.9
,"Connecticut","09","2023 (provisional and partial)","2023",41,239441,17.1
,"Delaware","10","2018","2018",61,58349,104.5
,"Delaware","10","2019","2019",55,57154,96.2
,"Delaware","10","2020","2020",81,57543,140.8
,"Delaware","10","2021","2021",74,57907,127.8
,"Delaware","10","2022 (provisional)","2022",75,57907,129.5
,"Delaware","10","2023 (provisional and partial)","2023",22,57907,38.0
,"District of Columbia","11","2018","2018",52,52924,98.3
,"District of Columbia","11","2019","2019",66,51397,128.4
,"District of Columbia","11","2020","2020",66,51048,129.3
,"District of Columbia","11","2021","2021",56,45630,122.7
,"District of Columbia","11","2022 (provisional)","2022",50,45630,109.6
,"District of Columbia","11","2023 (provisional and partial)","2023",12,45630,Unreliable
,"Florida","12","2018","2018",1274,1269823,100.3
,"Florida","12","2019","2019",1265,1258122,100.5
,"Florida","12","2020","2020",1444,1263937,114.2
,"Florida","12","2021","2021",1534,1252319,122.5
,"Florida","12","2022 (provisional)","2022",1358,1252319,108.4
,"Florida","12","2023 (provisional and partial)","2023",392,1252319,31.3
,"Georgia","13","2018","2018",694,716652,96.8
,"Georgia","13","2019","2019",694,717380,96.7
,"Georgia","13","2020","2020",843,726152,116.1
,"Georgia","13","2021","2021",965,729556,132.3
,"Georgia","13","2022 (provisional)","2022",941,729556,129.0
,"Georgia","13","2023 (provisional and partial)","2023",204,729556,28.0
,"Hawaii","15","2018","2018",55,90951,60.5
,"Hawaii","15","2019","2019",50,88650,56.4
,"Hawaii","15","2020","2020",65,87107,74.6
,"Hawaii","15","2021","2021",57,87752,65.0
,"Hawaii","15","2022 (provisional)","2022",54,87752,61.5
,"Hawaii","15","2023 (provisional and partial)","2023",17,87752,Unreliable
,"Idaho","16","2018","2018",144,114894,125.3
,"Idaho","16","2019","2019",108,116434,92.8
,"Idaho","16","2020","2020",110,119974,91.7
,"Idaho","16","2021","2021",140,123806,113.1
,"Idaho","16","2022 (provisional)","2022",124,123806,100.2
,"Idaho","16","2023 (provisional and partial)","2023",39,123806,31.5
,"Illinois","17","2018","2018",795,847502,93.8
,"Illinois","17","2019","2019",711,829977,85.7
,"Illinois","17","2020","2020",921,818355,112.5
,"Illinois","17","2021","2021",917,815109,112.5
,"Illinois","17","2022 (provisional)","2022",833,815109,102.2
,"Illinois","17","2023 (provisional and partial)","2023",195,815109,23.9
,"Indiana","18","2018","2018",477,471214,101.2
,"Indiana","18","2019","2019",485,472649,102.6
,"Indiana","18","2020","2020",611,473342,129.1
,"Indiana","18","2021","2021",637,474397,134.3
,"Indiana","18","2022 (provisional)","2022",531,474397,111.9
,"Indiana","18","2023 (provisional and partial)","2023",113,474397,23.8
,"Iowa","19","2018","2018",141,227778,61.9
,"Iowa","19","2019","2019",159,224211,70.9
,"Iowa","19","2020","2020",173,225417,76.7
,"Iowa","19","2021","2021",154,225683,68.2
,"Iowa","19","2022 (provisional)","2022",161,225683,71.3
,"Iowa","19","2023 (provisional and partial)","2023",32,225683,14.2
,"Kansas","20","2018","2018",205,213020,96.2
,"Kansas","20","2019","2019",170,212319,80.1
,"Kansas","20","2020","2020",215,211506,101.7
,"Kansas","20","2021","2021",225,211764,106.3
,"Kansas","20","2022 (provisional)","2022",226,211764,106.7
,"Kansas","20","2023 (provisional and partial)","2023",55,211764,26.0
,"Kentucky","21","2018","2018",326,301530,108.1
,"Kentucky","21","2019","2019",295,297891,99.0
,"Kentucky","21","2020","2020",426,298443,142.7
,"Kentucky","21","2021","2021",448,299092,149.8
,"Kentucky","21","2022 (provisional)","2022",347,299092,116.0
,"Kentucky","21","2023 (provisional and partial)","2023",83,299092,27.8
,"Louisiana","22","2018","2018",395,309308,127.7
,"Louisiana","22","2019","2019",385,303408,126.9
,"Louisiana","22","2020","2020",503,303575,165.7
,"Louisiana","22","2021","2021",559,300583,186.0
,"Louisiana","22","2022 (provisional)","2022",505,300583,168.0
,"Louisiana","22","2023 (provisional and partial)","2023",61,300583,20.3
,"Maine","23","2018","2018",56,75024,74.6
,"Maine","23","2019","2019",62,74616,83.1
,"Maine","23","2020","2020",67,74554,89.9
,"Maine","23","2021","2021",68,75134,90.5
,"Maine","23","2022 (provisional)","2022",80,75134,106.5
,"Maine","23","2023 (provisional and partial)","2023",25,75134,33.3
,"Maryland","24","2018","2018",380,376550,100.9
,"Maryland","24","2019","2019",414,371115,111.6
,"Maryland","24","2020","2020",459,368767,124.5
,"Maryland","24","2021","2021",457,372307,122.7
,"Maryland","24","2022 (provisional)","2022",427,372307,114.7
,"Maryland","24","2023 (provisional and partial)","2023",94,372307,25.2
,"Massachusetts","25","2018","2018",306,494067,61.9
,"Massachusetts","25","2019","2019",280,485290,57.7
,"Massachusetts","25","2020","2020",303,480950,63.0
,"Massachusetts","25","2021","2021",301,478757,62.9
,"Massachusetts","25","2022 (provisional)","2022",281,478757,58.7
,"Massachusetts","25","2023 (provisional and partial)","2023",80,478757,16.7
,"Michigan","26","2018","2018",643,694627,92.6
,"Michigan","26","2019","2019",563,681766,82.6
,"Michigan","26","2020","2020",683,672087,101.6
,"Michigan","26","2021","2021",724,671349,107.8
,"Michigan","26","2022 (provisional)","2022",602,671349,89.7
,"Michigan","26","2023 (provisional and partial)","2023",146,671349,21.7
,"Minnesota","27","2018","2018",245,360065,68.0
,"Minnesota","27","2019","2019",286,355929,80.4
,"Minnesota","27","2020","2020",296,353979,83.6
,"Minnesota","27","2021","2021",346,353691,97.8
,"Minnesota","27","2022 (provisional)","2022",307,353691,86.8
,"Minnesota","27","2023 (provisional and partial)","2023",62,353691,17.5
,"Mississippi","28","2018","2018",244,206761,118.0
,"Mississippi","28","2019","2019",274,201517,136.0
,"Mississippi","28","2020","2020",330,200659,164.5
,"Mississippi","28","2021","2021",405,198356,204.2
,"Mississippi","28","2022 (provisional)","2022",314,198356,158.3
,"Mississippi","28","2023 (provisional and partial)","2023",92,198356,46.4
,"Missouri","29","2018","2018",533,409228,130.2
,"Missouri","29","2019","2019",509,404798,125.7
,"Missouri","29","2020","2020",588,404293,145.4
,"Missouri","29","2021","2021",536,402026,133.3
,"Missouri","29","2022 (provisional)","2022",563,402026,140.0
,"Missouri","29","2023 (provisional and partial)","2023",130,402026,32.3
,"Montana","30","2018","2018",79,72513,108.9
,"Montana","30","2019","2019",71,71936,98.7
,"Montana","30","2020","2020",93,72288,128.7
,"Montana","30","2021","2021",94,73376,128.1
,"Montana","30","2022 (provisional)","2022",74,73376,100.9
,"Montana","30","2023 (provisional and partial)","2023",23,73376,31.3
,"Nebraska","31","2018","2018",90,137180,65.6
,"Nebraska","31","2019","2019",95,135551,70.1
,"Nebraska","31","2020","2020",128,135285,94.6
,"Nebraska","31","2021","2021",127,136367,93.1
,"Nebraska","31","2022 (provisional)","2022",118,136367,86.5
,"Nebraska","31","2023 (provisional and partial)","2023",24,136367,17.6
,"Nevada","32","2018","2018",166,182064,91.2
,"Nevada","32","2019","2019",174,182587,95.3
,"Nevada","32","2020","2020",229,185474,123.5
,"Nevada","32","2021","2021",272,183528,148.2
,"Nevada","32","2022 (provisional)","2022",227,183528,123.7
,"Nevada","32","2023 (provisional and partial)","2023",47,183528,25.6
,"New Hampshire","33","2018","2018",75,89682,83.6
,"New Hampshire","33","2019","2019",88,87906,100.1
,"New Hampshire","33","2020","2020",67,87000,77.0
,"New Hampshire","33","2021","2021",60,86826,69.1
,"New Hampshire","33","2022 (provisional)","2022",56,86826,64.5
,"New Hampshire","33","2023 (provisional and partial)","2023",20,86826,23.0
,"New Jersey","34","2018","2018",485,551030,88.0
,"New Jersey","34","2019","2019",375,540725,69.4
,"New Jersey","34","2020","2020",420,536749,78.2
,"New Jersey","34","2021","2021",439,553446,79.3
,"New Jersey","34","2022 (provisional)","2022",382,553446,69.0
,"New Jersey","34","2023 (provisional and partial)","2023",114,553446,20.6
,"New Mexico","35","2018","2018",178,141547,125.8
,"New Mexico","35","2019","2019",196,140001,140.0
,"New Mexico","35","2020","2020",205,140700,145.7
,"New Mexico","35","2021","2021",264,140578,187.8
,"New Mexico","35","2022 (provisional)","2022",226,140578,160.8
,"New Mexico","35","2023 (provisional and partial)","2023",59,140578,42.0
,"New York","36","2018","2018",803,1302338,61.7
,"New York","36","2019","2019",841,1269847,66.2
,"New York","36","2020","2020",1029,1243572,82.7
,"New York","36","2021","2021",900,1245493,72.3
,"New York","36","2022 (provisional)","2022",875,1245493,70.3
,"New York","36","2023 (provisional and partial)","2023",256,1245493,20.6
,"North Carolina","37","2018","2018",732,697871,104.9
,"North Carolina","37","2019","2019",715,698865,102.3
,"North Carolina","37","2020","2020",953,706948,134.8
,"North Carolina","37","2021","2021",961,701352,137.0
,"North Carolina","37","2022 (provisional)","2022",902,701352,128.6
,"North Carolina","37","2023 (provisional and partial)","2023",242,701352,34.5
,"North Dakota","38","2018","2018",49,63579,77.1
,"North Dakota","38","2019","2019",39,62216,62.7
,"North Dakota","38","2020","2020",59,62341,94.6
,"North Dakota","38","2021","2021",73,61866,118.0
,"North Dakota","38","2022 (provisional)","2022",67,61866,108.3
,"North Dakota","38","2023 (provisional and partial)","2023",14,61866,Unreliable
,"Ohio","39","2018","2018",783,758902,103.2
,"Ohio","39","2019","2019",763,751457,101.5
,"Ohio","39","2020","2020",928,747720,124.1
,"Ohio","39","2021","2021",880,748464,117.6
,"Ohio","39","2022 (provisional)","2022",839,748464,112.1
,"Ohio","39","2023 (provisional and partial)","2023",195,748464,26.1
,"Oklahoma","40","2018","2018",255,273690,93.2
,"Oklahoma","40","2019","2019",257,274648,93.6
,"Oklahoma","40","2020","2020",299,276994,107.9
,"Oklahoma","40","2021","2021",370,276960,133.6
,"Oklahoma","40","2022 (provisional)","2022",304,276960,109.8
,"Oklahoma","40","2023 (provisional and partial)","2023",70,276960,25.3
,"Oregon","41","2018","2018",196,265773,73.7
,"Oregon","41","2019","2019",205,264104,77.6
,"Oregon","41","2020","2020",242,263425,91.9
,"Oregon","41","2021","2021",279,259922,107.3
,"Oregon","41","2022 (provisional)","2022",240,259922,92.3
,"Oregon","41","2023 (provisional and partial)","2023",75,259922,28.9
,"Pennsylvania","42","2018","2018",853,815049,104.7
,"Pennsylvania","42","2019","2019",763,799230,95.5
,"Pennsylvania","42","2020","2020",832,789841,105.3
,"Pennsylvania","42","2021","2021",886,793161,111.7
,"Pennsylvania","42","2022 (provisional)","2022",727,793161,91.7
,"Pennsylvania","42","2023 (provisional and partial)","2023",204,793161,25.7
,"Rhode Island","44","2018","2018",49,76616,64.0
,"Rhode Island","44","2019","2019",44,75503,58.3
,"Rhode Island","44","2020","2020",50,74115,67.5
,"Rhode Island","44","2021","2021",60,75681,79.3
,"Rhode Island","44","2022 (provisional)","2022",50,75681,66.1
,"Rhode Island","44","2023 (provisional and partial)","2023",14,75681,Unreliable
,"South Carolina","45","2018","2018",416,332074,125.3
,"South Carolina","45","2019","2019",423,330743,127.9
,"South Carolina","45","2020","2020",523,333970,156.6
,"South Carolina","45","2021","2021",560,330203,169.6
,"South Carolina","45","2022 (provisional)","2022",475,330203,143.9
,"South Carolina","45","2023 (provisional and partial)","2023",114,330203,34.5
,"South Dakota","46","2018","2018",52,59585,87.3
,"South Dakota","46","2019","2019",60,58930,101.8
,"South Dakota","46","2020","2020",68,59560,114.2
,"South Dakota","46","2021","2021",82,59304,138.3
,"South Dakota","46","2022 (provisional)","2022",68,59304,114.7
,"South Dakota","46","2023 (provisional and partial)","2023",16,59304,Unreliable
,"Tennessee","47","2018","2018",484,445657,108.6
,"Tennessee","47","2019","2019",552,444925,124.1
,"Tennessee","47","2020","2020",666,447159,148.9
,"Tennessee","47","2021","2021",738,449447,164.2
,"Tennessee","47","2022 (provisional)","2022",725,449447,161.3
,"Tennessee","47","2023 (provisional and partial)","2023",190,449447,42.3
,"Texas","48","2018","2018",1687,1998543,84.4
,"Texas","48","2019","2019",1778,2002525,88.8
,"Texas","48","2020","2020",2075,2030723,102.2
,"Texas","48","2021","2021",2455,2030728,120.9
,"Texas","48","2022 (provisional)","2022",2183,2030728,107.5
,"Texas","48","2023 (provisional and partial)","2023",580,2030728,28.6
,"Utah","49","2018","2018",190,260906,72.8
,"Utah","49","2019","2019",180,264652,68.0
,"Utah","49","2020","2020",190,269900,70.4
,"Utah","49","2021","2021",215,277071,77.6
,"Utah","49","2022 (provisional)","2022",219,277071,79.0
,"Utah","49","2023 (provisional and partial)","2023",64,277071,23.1
,"Vermont","50","2018","2018",30,46193,64.9
,"Vermont","50","2019","2019",25,45430,55.0
,"Vermont","50","2020","2020",27,44561,60.6
,"Vermont","50","2021","2021",36,45360,79.4
,"Vermont","50","2022 (provisional)","2022",40,45360,88.2
,"Vermont","50","2023 (provisional and partial)","2023",10,45360,Unreliable
,"Virginia","51","2018","2018",468,578812,80.9
,"Virginia","51","2019","2019",460,571619,80.5
,"Virginia","51","2020","2020",592,574562,103.0
,"Virginia","51","2021","2021",636,572429,111.1
,"Virginia","51","2022 (provisional)","2022",558,572429,97.5
,"Virginia","51","2023 (provisional and partial)","2023",183,572429,32.0
,"Washington","53","2018","2018",382,481263,79.4
,"Washington","53","2019","2019",357,481263,74.2
,"Washington","53","2020","2020",452,483806,93.4
,"Washington","53","2021","2021",491,476815,103.0
,"Washington","53","2022 (provisional)","2022",479,476815,100.5
,"Washington","53","2023 (provisional and partial)","2023",118,476815,24.7
,"West Virginia","54","2018","2018",139,113094,122.9
,"West Virginia","54","2019","2019",131,110880,118.1
,"West Virginia","54","2020","2020",134,110872,120.9
,"West Virginia","54","2021","2021",148,110551,133.9
,"West Virginia","54","2022 (provisional)","2022",130,110551,117.6
,"West Virginia","54","2023 (provisional and partial)","2023",42,110551,38.0
,"Wisconsin","55","2018","2018",303,395921,76.5
,"Wisconsin","55","2019","2019",293,390572,75.0
,"Wisconsin","55","2020","2020",379,391233,96.9
,"Wisconsin","55","2021","2021",358,393491,91.0
,"Wisconsin","55","2022 (provisional)","2022",339,393491,86.2
,"Wisconsin","55","2023 (provisional and partial)","2023",93,393491,23.6
,"Wyoming","56","2018","2018",45,37966,118.5
,"Wyoming","56","2019","2019",38,38083,99.8
,"Wyoming","56","2020","2020",47,38293,122.7
,"Wyoming","56","2021","2021",47,37645,124.9
,"Wyoming","56","2022 (provisional)","2022",50,37645,132.8
"---"
"Dataset: Provisional Mortality Statistics, 2018 through Last Month"
"Query Parameters:"
"Single-Year Ages: 20 years; 21 years; 22 years; 23 years; 24 years"
"Group By: Residence State; Year"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-provisional.html for more information."
"---"
"Query Date: May 21, 2023 1:25:15 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Provisional Mortality on CDC WONDER Online Database. Data are from the final Multiple Cause of Death Files, 2018-2021,"
"and from provisional data for years 2022-2023, as compiled from data provided by the 57 vital statistics jurisdictions through"
"the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/mcd-icd10-provisional.html on May 21, 2023 1:25:15"
"AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Assurance of Confidentiality."
"2. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Unreliable."
"3. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Not Stated."
"4. The population figures for years 2021 and later are single-race estimates of the July 1 resident population, from the Vintage"
"2021 postcensal series based on the April 2020 Census counts, released by the Census Bureau on June 30, 2022. The population"
"figures for year 2020 are single-race estimates of the July 1 resident population, from the Vintage 2020 postcensal series based"
"on April 2010 Census, released by the Census Bureau on July 27, 2021. The population figures for year 2019 are single-race"
"estimates of the July 1 resident population, from the Vintage 2019 postcensal series based on April 2010 Census, released by the"
"Census Bureau on June 25, 2020. The population figures for year 2018 are single-race estimates of the July 1 resident"
"population, from the Vintage 2018 postcensal series based on April 2010 Census, released by the Census Bureau on June 20, 2019."
"5. Deaths occurring through April 22, 2023 as of May 07, 2023."
