"Notes"	"Residence State"	"Residence State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2018"	"2018"	13499	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	13152	Not Applicable	Not Applicable
	"Alabama"	"01"	"2020"	"2020"	15831	Not Applicable	Not Applicable
	"Alabama"	"01"	"2021"	"2021"	15513	Not Applicable	Not Applicable
	"Alabama"	"01"	"2022 (provisional)"	"2022"	14757	Not Applicable	Not Applicable
	"Alabama"	"01"	"2023 (provisional and partial)"	"2023"	4500	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"			77252	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	872	Not Applicable	Not Applicable
	"Alaska"	"02"	"2019"	"2019"	901	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020"	"2020"	957	Not Applicable	Not Applicable
	"Alaska"	"02"	"2021"	"2021"	1103	Not Applicable	Not Applicable
	"Alaska"	"02"	"2022 (provisional)"	"2022"	1075	Not Applicable	Not Applicable
	"Alaska"	"02"	"2023 (provisional and partial)"	"2023"	296	Not Applicable	Not Applicable
"Total"	"Alaska"	"02"			5204	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	15485	Not Applicable	Not Applicable
	"Arizona"	"04"	"2019"	"2019"	15672	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020"	"2020"	19325	Not Applicable	Not Applicable
	"Arizona"	"04"	"2021"	"2021"	19532	Not Applicable	Not Applicable
	"Arizona"	"04"	"2022 (provisional)"	"2022"	18947	Not Applicable	Not Applicable
	"Arizona"	"04"	"2023 (provisional and partial)"	"2023"	5935	Not Applicable	Not Applicable
"Total"	"Arizona"	"04"			94896	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2018"	"2018"	8067	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2019"	"2019"	8261	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020"	"2020"	9353	Not Applicable	Not Applicable
