"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"1999"	"1999"	414	306182	135.2
	"Alabama"	"01"	"2000"	"2000"	409	306865	133.3
	"Alabama"	"01"	"2001"	"2001"	409	318741	128.3
	"Alabama"	"01"	"2002"	"2002"	406	322812	125.8
	"Alabama"	"01"	"2003"	"2003"	416	326983	127.2
	"Alabama"	"01"	"2004"	"2004"	470	326749	143.8
	"Alabama"	"01"	"2005"	"2005"	443	326727	135.6
	"Alabama"	"01"	"2006"	"2006"	536	326239	164.3
	"Alabama"	"01"	"2007"	"2007"	529	327293	161.6
	"Alabama"	"01"	"2008"	"2008"	445	328751	135.4
	"Alabama"	"01"	"2009"	"2009"	403	332117	121.3
	"Alabama"	"01"	"2010"	"2010"	404	335322	120.5
	"Alabama"	"01"	"2011"	"2011"	415	347404	119.5
	"Alabama"	"01"	"2012"	"2012"	361	352881	102.3
	"Alabama"	"01"	"2013"	"2013"	427	355333	120.2
	"Alabama"	"01"	"2014"	"2014"	387	353346	109.5
	"Alabama"	"01"	"2015"	"2015"	425	343621	123.7
	"Alabama"	"01"	"2016"	"2016"	472	333330	141.6
	"Alabama"	"01"	"2017"	"2017"	436	329597	132.3
	"Alabama"	"01"	"2018"	"2018"	433	325220	133.1
	"Alabama"	"01"	"2019"	"2019"	388	322092	120.5
	"Alabama"	"01"	"2020 "	"2020"	482	323264	149.1
"Total"	"Alabama"	"01"			9510	7270869	130.8
	"Alaska"	"02"	"1999"	"1999"	42	39451	106.5
	"Alaska"	"02"	"2000"	"2000"	59	39892	147.9
	"Alaska"	"02"	"2001"	"2001"	48	42602	112.7
	"Alaska"	"02"	"2002"	"2002"	63	45284	139.1
	"Alaska"	"02"	"2003"	"2003"	62	47733	129.9
	"Alaska"	"02"	"2004"	"2004"	73	50900	143.4
	"Alaska"	"02"	"2005"	"2005"	67	53117	126.1
	"Alaska"	"02"	"2006"	"2006"	72	54081	133.1
	"Alaska"	"02"	"2007"	"2007"	76	54082	140.5
	"Alaska"	"02"	"2008"	"2008"	64	54291	117.9
	"Alaska"	"02"	"2009"	"2009"	72	52242	137.8
	"Alaska"	"02"	"2010"	"2010"	84	54419	154.4
	"Alaska"	"02"	"2011"	"2011"	85	56469	150.5
	"Alaska"	"02"	"2012"	"2012"	77	60110	128.1
	"Alaska"	"02"	"2013"	"2013"	70	63099	110.9
	"Alaska"	"02"	"2014"	"2014"	71	62717	113.2
	"Alaska"	"02"	"2015"	"2015"	89	62319	142.8
	"Alaska"	"02"	"2016"	"2016"	92	57364	160.4
	"Alaska"	"02"	"2017"	"2017"	81	54717	148.0
	"Alaska"	"02"	"2018"	"2018"	61	53000	115.1
	"Alaska"	"02"	"2019"	"2019"	66	51283	128.7
	"Alaska"	"02"	"2020 "	"2020"	89	50553	176.1
"Total"	"Alaska"	"02"			1563	1159725	134.8
	"Arizona"	"04"	"1999"	"1999"	371	350911	105.7
	"Arizona"	"04"	"2000"	"2000"	384	362860	105.8
	"Arizona"	"04"	"2001"	"2001"	404	388395	104.0
	"Arizona"	"04"	"2002"	"2002"	457	401696	113.8
	"Arizona"	"04"	"2003"	"2003"	463	407205	113.7
	"Arizona"	"04"	"2004"	"2004"	483	411699	117.3
	"Arizona"	"04"	"2005"	"2005"	508	415766	122.2
	"Arizona"	"04"	"2006"	"2006"	546	421518	129.5
	"Arizona"	"04"	"2007"	"2007"	535	428652	124.8
	"Arizona"	"04"	"2008"	"2008"	456	435282	104.8
	"Arizona"	"04"	"2009"	"2009"	403	438897	91.8
	"Arizona"	"04"	"2010"	"2010"	436	442584	98.5
	"Arizona"	"04"	"2011"	"2011"	451	463381	97.3
	"Arizona"	"04"	"2012"	"2012"	447	474433	94.2
	"Arizona"	"04"	"2013"	"2013"	453	484698	93.5
	"Arizona"	"04"	"2014"	"2014"	430	489076	87.9
	"Arizona"	"04"	"2015"	"2015"	456	487261	93.6
	"Arizona"	"04"	"2016"	"2016"	510	484756	105.2
	"Arizona"	"04"	"2017"	"2017"	486	484302	100.4
	"Arizona"	"04"	"2018"	"2018"	565	492176	114.8
	"Arizona"	"04"	"2019"	"2019"	545	495482	110.0
	"Arizona"	"04"	"2020 "	"2020"	694	504348	137.6
"Total"	"Arizona"	"04"			10483	9765378	107.3
	"Arkansas"	"05"	"1999"	"1999"	219	179622	121.9
	"Arkansas"	"05"	"2000"	"2000"	223	181598	122.8
	"Arkansas"	"05"	"2001"	"2001"	232	190858	121.6
	"Arkansas"	"05"	"2002"	"2002"	268	195427	137.1
	"Arkansas"	"05"	"2003"	"2003"	264	197774	133.5
	"Arkansas"	"05"	"2004"	"2004"	242	197763	122.4
	"Arkansas"	"05"	"2005"	"2005"	278	196465	141.5
	"Arkansas"	"05"	"2006"	"2006"	268	195078	137.4
	"Arkansas"	"05"	"2007"	"2007"	253	195065	129.7
	"Arkansas"	"05"	"2008"	"2008"	240	195965	122.5
	"Arkansas"	"05"	"2009"	"2009"	242	197338	122.6
	"Arkansas"	"05"	"2010"	"2010"	239	199650	119.7
	"Arkansas"	"05"	"2011"	"2011"	247	206322	119.7
	"Arkansas"	"05"	"2012"	"2012"	238	208880	113.9
	"Arkansas"	"05"	"2013"	"2013"	228	211328	107.9
	"Arkansas"	"05"	"2014"	"2014"	199	209781	94.9
	"Arkansas"	"05"	"2015"	"2015"	239	206337	115.8
	"Arkansas"	"05"	"2016"	"2016"	219	203340	107.7
	"Arkansas"	"05"	"2017"	"2017"	240	202825	118.3
	"Arkansas"	"05"	"2018"	"2018"	228	201638	113.1
	"Arkansas"	"05"	"2019"	"2019"	254	200287	126.8
	"Arkansas"	"05"	"2020 "	"2020"	256	201289	127.2
"Total"	"Arkansas"	"05"			5316	4374630	121.5
	"California"	"06"	"1999"	"1999"	1782	2303169	77.4
	"California"	"06"	"2000"	"2000"	1802	2381288	75.7
	"California"	"06"	"2001"	"2001"	2018	2500519	80.7
	"California"	"06"	"2002"	"2002"	2048	2567429	79.8
	"California"	"06"	"2003"	"2003"	2147	2605156	82.4
	"California"	"06"	"2004"	"2004"	2149	2636763	81.5
	"California"	"06"	"2005"	"2005"	2235	2648417	84.4
	"California"	"06"	"2006"	"2006"	2300	2645442	86.9
	"California"	"06"	"2007"	"2007"	2257	2658718	84.9
	"California"	"06"	"2008"	"2008"	2096	2685532	78.0
	"California"	"06"	"2009"	"2009"	1978	2725786	72.6
	"California"	"06"	"2010"	"2010"	1892	2765949	68.4
	"California"	"06"	"2011"	"2011"	1942	2862538	67.8
	"California"	"06"	"2012"	"2012"	1941	2921983	66.4
	"California"	"06"	"2013"	"2013"	2005	2927168	68.5
	"California"	"06"	"2014"	"2014"	1911	2928434	65.3
	"California"	"06"	"2015"	"2015"	2004	2883106	69.5
	"California"	"06"	"2016"	"2016"	2090	2812191	74.3
	"California"	"06"	"2017"	"2017"	2094	2767775	75.7
	"California"	"06"	"2018"	"2018"	1947	2711800	71.8
	"California"	"06"	"2019"	"2019"	1976	2647279	74.6
	"California"	"06"	"2020 "	"2020"	2517	2597931	96.9
"Total"	"California"	"06"			45131	59184373	76.3
	"Colorado"	"08"	"1999"	"1999"	228	294419	77.4
	"Colorado"	"08"	"2000"	"2000"	268	306238	87.5
	"Colorado"	"08"	"2001"	"2001"	275	323532	85.0
	"Colorado"	"08"	"2002"	"2002"	289	332961	86.8
	"Colorado"	"08"	"2003"	"2003"	307	334835	91.7
	"Colorado"	"08"	"2004"	"2004"	270	338785	79.7
	"Colorado"	"08"	"2005"	"2005"	357	339556	105.1
	"Colorado"	"08"	"2006"	"2006"	333	343668	96.9
	"Colorado"	"08"	"2007"	"2007"	264	341920	77.2
	"Colorado"	"08"	"2008"	"2008"	309	343707	89.9
	"Colorado"	"08"	"2009"	"2009"	311	345713	90.0
	"Colorado"	"08"	"2010"	"2010"	311	348615	89.2
	"Colorado"	"08"	"2011"	"2011"	315	359574	87.6
	"Colorado"	"08"	"2012"	"2012"	308	365253	84.3
	"Colorado"	"08"	"2013"	"2013"	299	374846	79.8
	"Colorado"	"08"	"2014"	"2014"	311	382932	81.2
	"Colorado"	"08"	"2015"	"2015"	339	390067	86.9
	"Colorado"	"08"	"2016"	"2016"	382	390626	97.8
	"Colorado"	"08"	"2017"	"2017"	337	377367	89.3
	"Colorado"	"08"	"2018"	"2018"	344	378514	90.9
	"Colorado"	"08"	"2019"	"2019"	365	377765	96.6
	"Colorado"	"08"	"2020 "	"2020"	444	380269	116.8
"Total"	"Colorado"	"08"			6966	7771162	89.6
	"Connecticut"	"09"	"1999"	"1999"	159	185894	85.5
	"Connecticut"	"09"	"2000"	"2000"	142	187571	75.7
	"Connecticut"	"09"	"2001"	"2001"	145	189619	76.5
	"Connecticut"	"09"	"2002"	"2002"	160	193805	82.6
	"Connecticut"	"09"	"2003"	"2003"	173	199807	86.6
	"Connecticut"	"09"	"2004"	"2004"	171	204471	83.6
	"Connecticut"	"09"	"2005"	"2005"	189	210846	89.6
	"Connecticut"	"09"	"2006"	"2006"	197	215159	91.6
	"Connecticut"	"09"	"2007"	"2007"	163	218128	74.7
	"Connecticut"	"09"	"2008"	"2008"	195	220127	88.6
	"Connecticut"	"09"	"2009"	"2009"	172	224524	76.6
	"Connecticut"	"09"	"2010"	"2010"	188	227898	82.5
	"Connecticut"	"09"	"2011"	"2011"	186	227188	81.9
	"Connecticut"	"09"	"2012"	"2012"	171	228946	74.7
	"Connecticut"	"09"	"2013"	"2013"	186	236408	78.7
	"Connecticut"	"09"	"2014"	"2014"	158	243786	64.8
	"Connecticut"	"09"	"2015"	"2015"	173	246800	70.1
	"Connecticut"	"09"	"2016"	"2016"	180	247820	72.6
	"Connecticut"	"09"	"2017"	"2017"	204	248134	82.2
	"Connecticut"	"09"	"2018"	"2018"	181	243116	74.5
	"Connecticut"	"09"	"2019"	"2019"	165	239931	68.8
	"Connecticut"	"09"	"2020 "	"2020"	185	238322	77.6
"Total"	"Connecticut"	"09"			3843	4878300	78.8
	"Delaware"	"10"	"1999"	"1999"	35	50086	69.9
	"Delaware"	"10"	"2000"	"2000"	44	51665	85.2
	"Delaware"	"10"	"2001"	"2001"	47	54774	85.8
	"Delaware"	"10"	"2002"	"2002"	49	56313	87.0
	"Delaware"	"10"	"2003"	"2003"	59	57369	102.8
	"Delaware"	"10"	"2004"	"2004"	57	57528	99.1
	"Delaware"	"10"	"2005"	"2005"	47	58256	80.7
	"Delaware"	"10"	"2006"	"2006"	53	59032	89.8
	"Delaware"	"10"	"2007"	"2007"	57	60273	94.6
	"Delaware"	"10"	"2008"	"2008"	61	60935	100.1
	"Delaware"	"10"	"2009"	"2009"	55	61696	89.1
	"Delaware"	"10"	"2010"	"2010"	64	62867	101.8
	"Delaware"	"10"	"2011"	"2011"	57	65003	87.7
	"Delaware"	"10"	"2012"	"2012"	54	66714	80.9
	"Delaware"	"10"	"2013"	"2013"	54	65731	82.2
	"Delaware"	"10"	"2014"	"2014"	60	63979	93.8
	"Delaware"	"10"	"2015"	"2015"	64	62822	101.9
	"Delaware"	"10"	"2016"	"2016"	64	60466	105.8
	"Delaware"	"10"	"2017"	"2017"	80	59650	134.1
	"Delaware"	"10"	"2018"	"2018"	61	58349	104.5
