"Notes","Residence State","Residence State Code","Year","Year Code",Deaths,Population,Crude Rate
,"Alabama","01","2018","2018",494,293203,168.5
,"Alabama","01","2019","2019",562,294357,190.9
,"Alabama","01","2020","2020",494,291920,169.2
,"Alabama","01","2021","2021",542,291802,185.7
,"Alabama","01","2022 (provisional)","2022",490,291802,167.9
,"Alabama","01","2023 (provisional and partial)","2023",119,291802,40.8
,"Alaska","02","2018","2018",71,53115,133.7
,"Alaska","02","2019","2019",66,51080,129.2
,"Alaska","02","2020","2020",57,49749,114.6
,"Alaska","02","2021","2021",83,48111,172.5
,"Alaska","02","2022 (provisional)","2022",73,48111,151.7
,"Alaska","02","2023 (provisional and partial)","2023",19,48111,Unreliable
,"Arizona","04","2018","2018",565,435936,129.6
,"Arizona","04","2019","2019",510,429788,118.7
,"Arizona","04","2020","2020",507,424755,119.4
,"Arizona","04","2021","2021",535,401856,133.1
,"Arizona","04","2022 (provisional)","2022",591,401856,147.1
,"Arizona","04","2023 (provisional and partial)","2023",148,401856,36.8
,"Arkansas","05","2018","2018",341,190343,179.2
,"Arkansas","05","2019","2019",305,188464,161.8
,"Arkansas","05","2020","2020",317,186292,170.2
,"Arkansas","05","2021","2021",363,181560,199.9
,"Arkansas","05","2022 (provisional)","2022",322,181560,177.4
,"Arkansas","05","2023 (provisional and partial)","2023",93,181560,51.2
,"California","06","2018","2018",2251,2441300,92.2
,"California","06","2019","2019",2193,2383716,92.0
,"California","06","2020","2020",1968,2310380,85.2
,"California","06","2021","2021",2010,2217145,90.7
,"California","06","2022 (provisional)","2022",2031,2217145,91.6
,"California","06","2023 (provisional and partial)","2023",544,2217145,24.5
,"Colorado","08","2018","2018",375,336854,111.3
,"Colorado","08","2019","2019",339,332201,102.0
,"Colorado","08","2020","2020",332,324583,102.3
,"Colorado","08","2021","2021",365,313160,116.6
,"Colorado","08","2022 (provisional)","2022",330,313160,105.4
,"Colorado","08","2023 (provisional and partial)","2023",84,313160,26.8
,"Connecticut","09","2018","2018",166,183134,90.6
,"Connecticut","09","2019","2019",172,181710,94.7
,"Connecticut","09","2020","2020",166,179591,92.4
,"Connecticut","09","2021","2021",193,178211,108.3
,"Connecticut","09","2022 (provisional)","2022",176,178211,98.8
,"Connecticut","09","2023 (provisional and partial)","2023",45,178211,25.3
,"Delaware","10","2018","2018",77,54811,140.5
,"Delaware","10","2019","2019",85,54719,155.3
,"Delaware","10","2020","2020",64,54461,117.5
,"Delaware","10","2021","2021",63,53501,117.8
,"Delaware","10","2022 (provisional)","2022",93,53501,173.8
,"Delaware","10","2023 (provisional and partial)","2023",22,53501,41.1
,"District of Columbia","11","2018","2018",70,45617,153.5
,"District of Columbia","11","2019","2019",51,45368,112.4
,"District of Columbia","11","2020","2020",49,44300,110.6
,"District of Columbia","11","2021","2021",63,40759,154.6
,"District of Columbia","11","2022 (provisional)","2022",52,40759,127.6
,"District of Columbia","11","2023 (provisional and partial)","2023",17,40759,Unreliable
,"Florida","12","2018","2018",1578,1143183,138.0
,"Florida","12","2019","2019",1552,1139742,136.2
,"Florida","12","2020","2020",1453,1135005,128.0
,"Florida","12","2021","2021",1548,1103794,140.2
,"Florida","12","2022 (provisional)","2022",1610,1103794,145.9
,"Florida","12","2023 (provisional and partial)","2023",450,1103794,40.8
,"Georgia","13","2018","2018",1033,657414,157.1
,"Georgia","13","2019","2019",1050,656566,159.9
,"Georgia","13","2020","2020",919,647544,141.9
,"Georgia","13","2021","2021",938,633315,148.1
,"Georgia","13","2022 (provisional)","2022",998,633315,157.6
,"Georgia","13","2023 (provisional and partial)","2023",167,633315,26.4
,"Hawaii","15","2018","2018",128,87704,145.9
,"Hawaii","15","2019","2019",104,85219,122.0
,"Hawaii","15","2020","2020",86,84040,102.3
,"Hawaii","15","2021","2021",81,82785,97.8
,"Hawaii","15","2022 (provisional)","2022",112,82785,135.3
,"Hawaii","15","2023 (provisional and partial)","2023",23,82785,27.8
,"Idaho","16","2018","2018",124,116339,106.6
,"Idaho","16","2019","2019",118,116200,101.5
,"Idaho","16","2020","2020",128,113848,112.4
,"Idaho","16","2021","2021",145,114324,126.8
,"Idaho","16","2022 (provisional)","2022",133,114324,116.3
,"Idaho","16","2023 (provisional and partial)","2023",33,114324,28.9
,"Illinois","17","2018","2018",1067,760619,140.3
,"Illinois","17","2019","2019",922,746934,123.4
,"Illinois","17","2020","2020",862,727519,118.5
,"Illinois","17","2021","2021",866,706621,122.6
,"Illinois","17","2022 (provisional)","2022",862,706621,122.0
,"Illinois","17","2023 (provisional and partial)","2023",242,706621,34.2
,"Indiana","18","2018","2018",651,418544,155.5
,"Indiana","18","2019","2019",620,418340,148.2
,"Indiana","18","2020","2020",623,415418,150.0
,"Indiana","18","2021","2021",647,408309,158.5
,"Indiana","18","2022 (provisional)","2022",698,408309,170.9
,"Indiana","18","2023 (provisional and partial)","2023",149,408309,36.5
,"Iowa","19","2018","2018",224,198218,113.0
,"Iowa","19","2019","2019",215,195636,109.9
,"Iowa","19","2020","2020",199,192582,103.3
,"Iowa","19","2021","2021",182,189056,96.3
,"Iowa","19","2022 (provisional)","2022",231,189056,122.2
,"Iowa","19","2023 (provisional and partial)","2023",36,189056,19.0
,"Kansas","20","2018","2018",266,189335,140.5
,"Kansas","20","2019","2019",235,185331,126.8
,"Kansas","20","2020","2020",264,183104,144.2
,"Kansas","20","2021","2021",231,178147,129.7
,"Kansas","20","2022 (provisional)","2022",240,178147,134.7
,"Kansas","20","2023 (provisional and partial)","2023",73,178147,41.0
,"Kentucky","21","2018","2018",379,275412,137.6
,"Kentucky","21","2019","2019",323,272610,118.5
,"Kentucky","21","2020","2020",379,270088,140.3
,"Kentucky","21","2021","2021",383,265121,144.5
,"Kentucky","21","2022 (provisional)","2022",389,265121,146.7
,"Kentucky","21","2023 (provisional and partial)","2023",69,265121,26.0
,"Louisiana","22","2018","2018",542,307019,176.5
,"Louisiana","22","2019","2019",546,301469,181.1
,"Louisiana","22","2020","2020",510,295905,172.4
,"Louisiana","22","2021","2021",522,285149,183.1
,"Louisiana","22","2022 (provisional)","2022",488,285149,171.1
,"Louisiana","22","2023 (provisional and partial)","2023",74,285149,26.0
,"Maine","23","2018","2018",70,64282,108.9
,"Maine","23","2019","2019",71,63537,111.7
,"Maine","23","2020","2020",82,63380,129.4
,"Maine","23","2021","2021",80,62340,128.3
,"Maine","23","2022 (provisional)","2022",93,62340,149.2
,"Maine","23","2023 (provisional and partial)","2023",26,62340,41.7
,"Maryland","24","2018","2018",498,364504,136.6
,"Maryland","24","2019","2019",483,361937,133.4
,"Maryland","24","2020","2020",451,358879,125.7
,"Maryland","24","2021","2021",479,354588,135.1
,"Maryland","24","2022 (provisional)","2022",485,354588,136.8
,"Maryland","24","2023 (provisional and partial)","2023",143,354588,40.3
,"Massachusetts","25","2018","2018",338,360161,93.8
,"Massachusetts","25","2019","2019",294,357362,82.3
,"Massachusetts","25","2020","2020",288,351815,81.9
,"Massachusetts","25","2021","2021",260,346922,74.9
,"Massachusetts","25","2022 (provisional)","2022",266,346922,76.7
,"Massachusetts","25","2023 (provisional and partial)","2023",82,346922,23.6
,"Michigan","26","2018","2018",820,572163,143.3
,"Michigan","26","2019","2019",806,566442,142.3
,"Michigan","26","2020","2020",804,559139,143.8
,"Michigan","26","2021","2021",772,548355,140.8
,"Michigan","26","2022 (provisional)","2022",786,548355,143.3
,"Michigan","26","2023 (provisional and partial)","2023",191,548355,34.8
,"Minnesota","27","2018","2018",398,355291,112.0
,"Minnesota","27","2019","2019",371,351622,105.5
,"Minnesota","27","2020","2020",335,345991,96.8
,"Minnesota","27","2021","2021",360,337504,106.7
,"Minnesota","27","2022 (provisional)","2022",348,337504,103.1
,"Minnesota","27","2023 (provisional and partial)","2023",85,337504,25.2
,"Mississippi","28","2018","2018",377,185477,203.3
,"Mississippi","28","2019","2019",382,183478,208.2
,"Mississippi","28","2020","2020",352,181663,193.8
,"Mississippi","28","2021","2021",401,176891,226.7
,"Mississippi","28","2022 (provisional)","2022",388,176891,219.3
,"Mississippi","28","2023 (provisional and partial)","2023",86,176891,48.6
,"Missouri","29","2018","2018",545,372713,146.2
,"Missouri","29","2019","2019",515,368080,139.9
,"Missouri","29","2020","2020",485,367578,131.9
,"Missouri","29","2021","2021",499,360045,138.6
,"Missouri","29","2022 (provisional)","2022",548,360045,152.2
,"Missouri","29","2023 (provisional and partial)","2023",116,360045,32.2
,"Montana","30","2018","2018",66,62536,105.5
,"Montana","30","2019","2019",67,61156,109.6
,"Montana","30","2020","2020",72,59914,120.2
,"Montana","30","2021","2021",73,58251,125.3
,"Montana","30","2022 (provisional)","2022",63,58251,108.2
,"Montana","30","2023 (provisional and partial)","2023",22,58251,37.8
,"Nebraska","31","2018","2018",179,132968,134.6
,"Nebraska","31","2019","2019",146,130880,111.6
,"Nebraska","31","2020","2020",158,128717,122.7
,"Nebraska","31","2021","2021",164,125790,130.4
,"Nebraska","31","2022 (provisional)","2022",161,125790,128.0
,"Nebraska","31","2023 (provisional and partial)","2023",46,125790,36.6
,"Nevada","32","2018","2018",254,185995,136.6
,"Nevada","32","2019","2019",238,185575,128.3
,"Nevada","32","2020","2020",185,184656,100.2
,"Nevada","32","2021","2021",224,178077,125.8
,"Nevada","32","2022 (provisional)","2022",192,178077,107.8
,"Nevada","32","2023 (provisional and partial)","2023",66,178077,37.1
,"New Hampshire","33","2018","2018",55,64020,85.9
,"New Hampshire","33","2019","2019",47,63621,73.9
,"New Hampshire","33","2020","2020",63,63089,99.9
,"New Hampshire","33","2021","2021",62,62292,99.5
,"New Hampshire","33","2022 (provisional)","2022",53,62292,85.1
,"New Jersey","34","2018","2018",453,518628,87.3
,"New Jersey","34","2019","2019",491,514690,95.4
,"New Jersey","34","2020","2020",463,513951,90.1
,"New Jersey","34","2021","2021",427,519195,82.2
