"Notes","Residence State","Residence State Code","Year","Year Code",Deaths,Population,Crude Rate
,"Alabama","01","2018","2018",6756,Not Applicable,Not Applicable
,"Alabama","01","2019","2019",6785,Not Applicable,Not Applicable
,"Alabama","01","2020","2020",7887,Not Applicable,Not Applicable
,"Alabama","01","2021","2021",7336,Not Applicable,Not Applicable
,"Alabama","01","2022 (provisional)","2022",7148,Not Applicable,Not Applicable
,"Alabama","01","2023 (provisional and partial)","2023",2145,Not Applicable,Not Applicable
"Total","Alabama","01",,,38057,Not Applicable,Not Applicable
,"Alaska","02","2018","2018",410,Not Applicable,Not Applicable
,"Alaska","02","2019","2019",415,Not Applicable,Not Applicable
,"Alaska","02","2020","2020",484,Not Applicable,Not Applicable
,"Alaska","02","2021","2021",521,Not Applicable,Not Applicable
,"Alaska","02","2022 (provisional)","2022",465,Not Applicable,Not Applicable
,"Alaska","02","2023 (provisional and partial)","2023",148,Not Applicable,Not Applicable
"Total","Alaska","02",,,2443,Not Applicable,Not Applicable
,"Arizona","04","2018","2018",9332,Not Applicable,Not Applicable
,"Arizona","04","2019","2019",9269,Not Applicable,Not Applicable
,"Arizona","04","2020","2020",11010,Not Applicable,Not Applicable
,"Arizona","04","2021","2021",10682,Not Applicable,Not Applicable
,"Arizona","04","2022 (provisional)","2022",10463,Not Applicable,Not Applicable
,"Arizona","04","2023 (provisional and partial)","2023",3337,Not Applicable,Not Applicable
"Total","Arizona","04",,,54093,Not Applicable,Not Applicable
,"Arkansas","05","2018","2018",4363,Not Applicable,Not Applicable
,"Arkansas","05","2019","2019",4402,Not Applicable,Not Applicable
,"Arkansas","05","2020","2020",5094,Not Applicable,Not Applicable
,"Arkansas","05","2021","2021",4537,Not Applicable,Not Applicable
,"Arkansas","05","2022 (provisional)","2022",4529,Not Applicable,Not Applicable
,"Arkansas","05","2023 (provisional and partial)","2023",1437,Not Applicable,Not Applicable
"Total","Arkansas","05",,,24362,Not Applicable,Not Applicable
,"California","06","2018","2018",52803,Not Applicable,Not Applicable
,"California","06","2019","2019",53044,Not Applicable,Not Applicable
,"California","06","2020","2020",59795,Not Applicable,Not Applicable
,"California","06","2021","2021",57989,Not Applicable,Not Applicable
,"California","06","2022 (provisional)","2022",58698,Not Applicable,Not Applicable
,"California","06","2023 (provisional and partial)","2023",18352,Not Applicable,Not Applicable
"Total","California","06",,,300681,Not Applicable,Not Applicable
,"Colorado","08","2018","2018",6875,Not Applicable,Not Applicable
,"Colorado","08","2019","2019",6796,Not Applicable,Not Applicable
,"Colorado","08","2020","2020",7956,Not Applicable,Not Applicable
,"Colorado","08","2021","2021",7266,Not Applicable,Not Applicable
,"Colorado","08","2022 (provisional)","2022",7481,Not Applicable,Not Applicable
,"Colorado","08","2023 (provisional and partial)","2023",2396,Not Applicable,Not Applicable
"Total","Colorado","08",,,38770,Not Applicable,Not Applicable
,"Connecticut","09","2018","2018",7540,Not Applicable,Not Applicable
,"Connecticut","09","2019","2019",7674,Not Applicable,Not Applicable
,"Connecticut","09","2020","2020",8889,Not Applicable,Not Applicable
,"Connecticut","09","2021","2021",7335,Not Applicable,Not Applicable
,"Connecticut","09","2022 (provisional)","2022",7738,Not Applicable,Not Applicable
,"Connecticut","09","2023 (provisional and partial)","2023",2355,Not Applicable,Not Applicable
"Total","Connecticut","09",,,41531,Not Applicable,Not Applicable
,"Delaware","10","2018","2018",1529,Not Applicable,Not Applicable
,"Delaware","10","2019","2019",1513,Not Applicable,Not Applicable
,"Delaware","10","2020","2020",1789,Not Applicable,Not Applicable
,"Delaware","10","2021","2021",1602,Not Applicable,Not Applicable
,"Delaware","10","2022 (provisional)","2022",1643,Not Applicable,Not Applicable
,"Delaware","10","2023 (provisional and partial)","2023",531,Not Applicable,Not Applicable
"Total","Delaware","10",,,8607,Not Applicable,Not Applicable
,"District of Columbia","11","2018","2018",823,Not Applicable,Not Applicable
,"District of Columbia","11","2019","2019",765,Not Applicable,Not Applicable
,"District of Columbia","11","2020","2020",938,Not Applicable,Not Applicable
,"District of Columbia","11","2021","2021",780,Not Applicable,Not Applicable
,"District of Columbia","11","2022 (provisional)","2022",756,Not Applicable,Not Applicable
,"District of Columbia","11","2023 (provisional and partial)","2023",220,Not Applicable,Not Applicable
"Total","District of Columbia","11",,,4282,Not Applicable,Not Applicable
,"Florida","12","2018","2018",36929,Not Applicable,Not Applicable
,"Florida","12","2019","2019",37455,Not Applicable,Not Applicable
,"Florida","12","2020","2020",42340,Not Applicable,Not Applicable
,"Florida","12","2021","2021",42100,Not Applicable,Not Applicable
,"Florida","12","2022 (provisional)","2022",41375,Not Applicable,Not Applicable
,"Florida","12","2023 (provisional and partial)","2023",12662,Not Applicable,Not Applicable
"Total","Florida","12",,,212861,Not Applicable,Not Applicable
,"Georgia","13","2018","2018",10734,Not Applicable,Not Applicable
,"Georgia","13","2019","2019",10648,Not Applicable,Not Applicable
,"Georgia","13","2020","2020",12729,Not Applicable,Not Applicable
,"Georgia","13","2021","2021",12123,Not Applicable,Not Applicable
,"Georgia","13","2022 (provisional)","2022",11825,Not Applicable,Not Applicable
,"Georgia","13","2023 (provisional and partial)","2023",3559,Not Applicable,Not Applicable
"Total","Georgia","13",,,61618,Not Applicable,Not Applicable
,"Hawaii","15","2018","2018",2667,Not Applicable,Not Applicable
,"Hawaii","15","2019","2019",2801,Not Applicable,Not Applicable
,"Hawaii","15","2020","2020",2828,Not Applicable,Not Applicable
,"Hawaii","15","2021","2021",2865,Not Applicable,Not Applicable
,"Hawaii","15","2022 (provisional)","2022",3113,Not Applicable,Not Applicable
,"Hawaii","15","2023 (provisional and partial)","2023",894,Not Applicable,Not Applicable
"Total","Hawaii","15",,,15168,Not Applicable,Not Applicable
,"Idaho","16","2018","2018",2527,Not Applicable,Not Applicable
,"Idaho","16","2019","2019",2484,Not Applicable,Not Applicable
,"Idaho","16","2020","2020",2793,Not Applicable,Not Applicable
,"Idaho","16","2021","2021",2806,Not Applicable,Not Applicable
,"Idaho","16","2022 (provisional)","2022",2681,Not Applicable,Not Applicable
,"Idaho","16","2023 (provisional and partial)","2023",797,Not Applicable,Not Applicable
"Total","Idaho","16",,,14088,Not Applicable,Not Applicable
,"Illinois","17","2018","2018",20722,Not Applicable,Not Applicable
,"Illinois","17","2019","2019",20267,Not Applicable,Not Applicable
,"Illinois","17","2020","2020",24280,Not Applicable,Not Applicable
,"Illinois","17","2021","2021",20758,Not Applicable,Not Applicable
,"Illinois","17","2022 (provisional)","2022",21070,Not Applicable,Not Applicable
,"Illinois","17","2023 (provisional and partial)","2023",6264,Not Applicable,Not Applicable
"Total","Illinois","17",,,113361,Not Applicable,Not Applicable
,"Indiana","18","2018","2018",10787,Not Applicable,Not Applicable
,"Indiana","18","2019","2019",10648,Not Applicable,Not Applicable
,"Indiana","18","2020","2020",12795,Not Applicable,Not Applicable
,"Indiana","18","2021","2021",10960,Not Applicable,Not Applicable
,"Indiana","18","2022 (provisional)","2022",11021,Not Applicable,Not Applicable
,"Indiana","18","2023 (provisional and partial)","2023",3274,Not Applicable,Not Applicable
"Total","Indiana","18",,,59485,Not Applicable,Not Applicable
,"Iowa","19","2018","2018",6655,Not Applicable,Not Applicable
,"Iowa","19","2019","2019",6662,Not Applicable,Not Applicable
,"Iowa","19","2020","2020",7760,Not Applicable,Not Applicable
,"Iowa","19","2021","2021",6424,Not Applicable,Not Applicable
,"Iowa","19","2022 (provisional)","2022",6661,Not Applicable,Not Applicable
,"Iowa","19","2023 (provisional and partial)","2023",2041,Not Applicable,Not Applicable
"Total","Iowa","19",,,36203,Not Applicable,Not Applicable
,"Kansas","20","2018","2018",5420,Not Applicable,Not Applicable
,"Kansas","20","2019","2019",5303,Not Applicable,Not Applicable
,"Kansas","20","2020","2020",6090,Not Applicable,Not Applicable
,"Kansas","20","2021","2021",5324,Not Applicable,Not Applicable
,"Kansas","20","2022 (provisional)","2022",5489,Not Applicable,Not Applicable
,"Kansas","20","2023 (provisional and partial)","2023",1770,Not Applicable,Not Applicable
"Total","Kansas","20",,,29396,Not Applicable,Not Applicable
,"Kentucky","21","2018","2018",6236,Not Applicable,Not Applicable
,"Kentucky","21","2019","2019",6285,Not Applicable,Not Applicable
,"Kentucky","21","2020","2020",6934,Not Applicable,Not Applicable
,"Kentucky","21","2021","2021",6683,Not Applicable,Not Applicable
,"Kentucky","21","2022 (provisional)","2022",6534,Not Applicable,Not Applicable
,"Kentucky","21","2023 (provisional and partial)","2023",1901,Not Applicable,Not Applicable
"Total","Kentucky","21",,,34573,Not Applicable,Not Applicable
