"Notes"	"Residence State"	"Residence State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2018"	"2018"	10053	589167	1706.3
	"Alabama"	"01"	"2019"	"2019"	10166	596795	1703.4
	"Alabama"	"01"	"2020"	"2020"	12143	606548	2002.0
	"Alabama"	"01"	"2021"	"2021"	13561	629996	2152.6
	"Alabama"	"01"	"2022 (provisional)"	"2022"	11802	629996	1873.3
	"Alabama"	"01"	"2023 (provisional and partial)"	"2023"	3408	629996	541.0
"Total"	"Alabama"	"01"			61133	3682498	1660.1
	"Alaska"	"02"	"2018"	"2018"	920	80434	1143.8
	"Alaska"	"02"	"2019"	"2019"	951	81378	1168.6
	"Alaska"	"02"	"2020"	"2020"	1013	82489	1228.0
	"Alaska"	"02"	"2021"	"2021"	1298	83533	1553.9
	"Alaska"	"02"	"2022 (provisional)"	"2022"	1188	83533	1422.2
	"Alaska"	"02"	"2023 (provisional and partial)"	"2023"	309	83533	369.9
"Total"	"Alaska"	"02"			5679	494900	1147.5
	"Arizona"	"04"	"2018"	"2018"	9355	813921	1149.4
	"Arizona"	"04"	"2019"	"2019"	9539	832562	1145.7
	"Arizona"	"04"	"2020"	"2020"	12354	858559	1438.9
	"Arizona"	"04"	"2021"	"2021"	14026	853051	1644.2
	"Arizona"	"04"	"2022 (provisional)"	"2022"	11938	853051	1399.4
	"Arizona"	"04"	"2023 (provisional and partial)"	"2023"	3481	853051	408.1
"Total"	"Arizona"	"04"			60693	5064195	1198.5
	"Arkansas"	"05"	"2018"	"2018"	5813	348865	1666.3
	"Arkansas"	"05"	"2019"	"2019"	6016	352933	1704.6
	"Arkansas"	"05"	"2020"	"2020"	6881	358046	1921.8
	"Arkansas"	"05"	"2021"	"2021"	7678	362288	2119.3
	"Arkansas"	"05"	"2022 (provisional)"	"2022"	7076	362288	1953.1
	"Arkansas"	"05"	"2023 (provisional and partial)"	"2023"	2017	362288	556.7
"Total"	"Arkansas"	"05"			35481	2146708	1652.8
	"California"	"06"	"2018"	"2018"	42316	4115518	1028.2
	"California"	"06"	"2019"	"2019"	42203	4167730	1012.6
	"California"	"06"	"2020"	"2020"	51903	4214095	1231.7
	"California"	"06"	"2021"	"2021"	56259	4284027	1313.2
	"California"	"06"	"2022 (provisional)"	"2022"	49430	4284027	1153.8
	"California"	"06"	"2023 (provisional and partial)"	"2023"	14014	4284027	327.1
"Total"	"California"	"06"			256125	25349424	1010.4
	"Colorado"	"08"	"2018"	"2018"	6125	631401	970.1
	"Colorado"	"08"	"2019"	"2019"	6434	644332	998.6
	"Colorado"	"08"	"2020"	"2020"	7515	655252	1146.9
	"Colorado"	"08"	"2021"	"2021"	8233	662245	1243.2
	"Colorado"	"08"	"2022 (provisional)"	"2022"	7596	662245	1147.0
	"Colorado"	"08"	"2023 (provisional and partial)"	"2023"	2231	662245	336.9
"Total"	"Colorado"	"08"			38134	3917720	973.4
