"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"1999"	"1999"	11929	Not Applicable	Not Applicable
	"Alabama"	"01"	"2000"	"2000"	11978	Not Applicable	Not Applicable
	"Alabama"	"01"	"2001"	"2001"	12170	Not Applicable	Not Applicable
	"Alabama"	"01"	"2002"	"2002"	12649	Not Applicable	Not Applicable
	"Alabama"	"01"	"2003"	"2003"	12792	Not Applicable	Not Applicable
	"Alabama"	"01"	"2004"	"2004"	12389	Not Applicable	Not Applicable
	"Alabama"	"01"	"2005"	"2005"	12680	Not Applicable	Not Applicable
	"Alabama"	"01"	"2006"	"2006"	12653	Not Applicable	Not Applicable
	"Alabama"	"01"	"2007"	"2007"	12608	Not Applicable	Not Applicable
	"Alabama"	"01"	"2008"	"2008"	12903	Not Applicable	Not Applicable
	"Alabama"	"01"	"2009"	"2009"	12854	Not Applicable	Not Applicable
	"Alabama"	"01"	"2010"	"2010"	12927	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	13022	Not Applicable	Not Applicable
	"Alabama"	"01"	"2012"	"2012"	13013	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	13152	Not Applicable	Not Applicable
	"Alabama"	"01"	"2014"	"2014"	12765	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	13342	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	12990	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	13214	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	13499	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	13152	Not Applicable	Not Applicable
	"Alabama"	"01"	"2020 "	"2020"	15831	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"			284512	Not Applicable	Not Applicable
	"Alaska"	"02"	"1999"	"1999"	462	Not Applicable	Not Applicable
	"Alaska"	"02"	"2000"	"2000"	515	Not Applicable	Not Applicable
	"Alaska"	"02"	"2001"	"2001"	526	Not Applicable	Not Applicable
	"Alaska"	"02"	"2002"	"2002"	512	Not Applicable	Not Applicable
	"Alaska"	"02"	"2003"	"2003"	559	Not Applicable	Not Applicable
	"Alaska"	"02"	"2004"	"2004"	543	Not Applicable	Not Applicable
	"Alaska"	"02"	"2005"	"2005"	630	Not Applicable	Not Applicable
	"Alaska"	"02"	"2006"	"2006"	649	Not Applicable	Not Applicable
	"Alaska"	"02"	"2007"	"2007"	629	Not Applicable	Not Applicable
	"Alaska"	"02"	"2008"	"2008"	676	Not Applicable	Not Applicable
	"Alaska"	"02"	"2009"	"2009"	706	Not Applicable	Not Applicable
	"Alaska"	"02"	"2010"	"2010"	769	Not Applicable	Not Applicable
	"Alaska"	"02"	"2011"	"2011"	743	Not Applicable	Not Applicable
	"Alaska"	"02"	"2012"	"2012"	757	Not Applicable	Not Applicable
	"Alaska"	"02"	"2013"	"2013"	778	Not Applicable	Not Applicable
	"Alaska"	"02"	"2014"	"2014"	804	Not Applicable	Not Applicable
	"Alaska"	"02"	"2015"	"2015"	830	Not Applicable	Not Applicable
	"Alaska"	"02"	"2016"	"2016"	857	Not Applicable	Not Applicable
	"Alaska"	"02"	"2017"	"2017"	802	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	872	Not Applicable	Not Applicable
	"Alaska"	"02"	"2019"	"2019"	901	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020 "	"2020"	957	Not Applicable	Not Applicable
"Total"	"Alaska"	"02"			15477	Not Applicable	Not Applicable
	"Arizona"	"04"	"1999"	"1999"	11285	Not Applicable	Not Applicable
	"Arizona"	"04"	"2000"	"2000"	11320	Not Applicable	Not Applicable
	"Arizona"	"04"	"2001"	"2001"	11660	Not Applicable	Not Applicable
	"Arizona"	"04"	"2002"	"2002"	12293	Not Applicable	Not Applicable
	"Arizona"	"04"	"2003"	"2003"	12497	Not Applicable	Not Applicable
	"Arizona"	"04"	"2004"	"2004"	12486	Not Applicable	Not Applicable
	"Arizona"	"04"	"2005"	"2005"	13194	Not Applicable	Not Applicable
	"Arizona"	"04"	"2006"	"2006"	13554	Not Applicable	Not Applicable
	"Arizona"	"04"	"2007"	"2007"	13133	Not Applicable	Not Applicable
	"Arizona"	"04"	"2008"	"2008"	13237	Not Applicable	Not Applicable
	"Arizona"	"04"	"2009"	"2009"	13144	Not Applicable	Not Applicable
	"Arizona"	"04"	"2010"	"2010"	13394	Not Applicable	Not Applicable
	"Arizona"	"04"	"2011"	"2011"	13806	Not Applicable	Not Applicable
	"Arizona"	"04"	"2012"	"2012"	13868	Not Applicable	Not Applicable
	"Arizona"	"04"	"2013"	"2013"	14015	Not Applicable	Not Applicable
	"Arizona"	"04"	"2014"	"2014"	13880	Not Applicable	Not Applicable
	"Arizona"	"04"	"2015"	"2015"	14541	Not Applicable	Not Applicable
	"Arizona"	"04"	"2016"	"2016"	14934	Not Applicable	Not Applicable
	"Arizona"	"04"	"2017"	"2017"	15137	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	15485	Not Applicable	Not Applicable
	"Arizona"	"04"	"2019"	"2019"	15672	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020 "	"2020"	19325	Not Applicable	Not Applicable
"Total"	"Arizona"	"04"			301860	Not Applicable	Not Applicable
	"Arkansas"	"05"	"1999"	"1999"	8057	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2000"	"2000"	8056	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2001"	"2001"	7888	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2002"	"2002"	8115	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2003"	"2003"	7835	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2004"	"2004"	7566	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2005"	"2005"	7635	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2006"	"2006"	7759	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2007"	"2007"	7791	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2008"	"2008"	7950	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2009"	"2009"	7803	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2010"	"2010"	7894	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2011"	"2011"	7945	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2012"	"2012"	7978	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2013"	"2013"	7962	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2014"	"2014"	7856	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2015"	"2015"	8078	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2016"	"2016"	7935	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2017"	"2017"	8073	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2018"	"2018"	8067	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2019"	"2019"	8261	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020 "	"2020"	9353	Not Applicable	Not Applicable
"Total"	"Arkansas"	"05"			175857	Not Applicable	Not Applicable
	"California"	"06"	"1999"	"1999"	65322	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	65959	Not Applicable	Not Applicable
	"California"	"06"	"2001"	"2001"	68296	Not Applicable	Not Applicable
	"California"	"06"	"2002"	"2002"	69516	Not Applicable	Not Applicable
	"California"	"06"	"2003"	"2003"	71257	Not Applicable	Not Applicable
	"California"	"06"	"2004"	"2004"	69258	Not Applicable	Not Applicable
	"California"	"06"	"2005"	"2005"	70802	Not Applicable	Not Applicable
	"California"	"06"	"2006"	"2006"	71539	Not Applicable	Not Applicable
	"California"	"06"	"2007"	"2007"	70011	Not Applicable	Not Applicable
	"California"	"06"	"2008"	"2008"	70956	Not Applicable	Not Applicable
	"California"	"06"	"2009"	"2009"	69696	Not Applicable	Not Applicable
	"California"	"06"	"2010"	"2010"	70860	Not Applicable	Not Applicable
	"California"	"06"	"2011"	"2011"	71366	Not Applicable	Not Applicable
	"California"	"06"	"2012"	"2012"	70400	Not Applicable	Not Applicable
	"California"	"06"	"2013"	"2013"	70785	Not Applicable	Not Applicable
	"California"	"06"	"2014"	"2014"	67560	Not Applicable	Not Applicable
	"California"	"06"	"2015"	"2015"	70327	Not Applicable	Not Applicable
	"California"	"06"	"2016"	"2016"	69683	Not Applicable	Not Applicable
	"California"	"06"	"2017"	"2017"	70753	Not Applicable	Not Applicable
	"California"	"06"	"2018"	"2018"	70537	Not Applicable	Not Applicable
	"California"	"06"	"2019"	"2019"	70249	Not Applicable	Not Applicable
	"California"	"06"	"2020 "	"2020"	80548	Not Applicable	Not Applicable
"Total"	"California"	"06"			1545680	Not Applicable	Not Applicable
	"Colorado"	"08"	"1999"	"1999"	7491	Not Applicable	Not Applicable
	"Colorado"	"08"	"2000"	"2000"	7606	Not Applicable	Not Applicable
	"Colorado"	"08"	"2001"	"2001"	8029	Not Applicable	Not Applicable
	"Colorado"	"08"	"2002"	"2002"	8372	Not Applicable	Not Applicable
	"Colorado"	"08"	"2003"	"2003"	8404	Not Applicable	Not Applicable
	"Colorado"	"08"	"2004"	"2004"	8181	Not Applicable	Not Applicable
	"Colorado"	"08"	"2005"	"2005"	8631	Not Applicable	Not Applicable
	"Colorado"	"08"	"2006"	"2006"	8621	Not Applicable	Not Applicable
	"Colorado"	"08"	"2007"	"2007"	8721	Not Applicable	Not Applicable
	"Colorado"	"08"	"2008"	"2008"	8981	Not Applicable	Not Applicable
	"Colorado"	"08"	"2009"	"2009"	8829	Not Applicable	Not Applicable
	"Colorado"	"08"	"2010"	"2010"	9142	Not Applicable	Not Applicable
	"Colorado"	"08"	"2011"	"2011"	9297	Not Applicable	Not Applicable
	"Colorado"	"08"	"2012"	"2012"	9237	Not Applicable	Not Applicable
	"Colorado"	"08"	"2013"	"2013"	9314	Not Applicable	Not Applicable
	"Colorado"	"08"	"2014"	"2014"	9618	Not Applicable	Not Applicable
	"Colorado"	"08"	"2015"	"2015"	9747	Not Applicable	Not Applicable
	"Colorado"	"08"	"2016"	"2016"	9937	Not Applicable	Not Applicable
	"Colorado"	"08"	"2017"	"2017"	9939	Not Applicable	Not Applicable
	"Colorado"	"08"	"2018"	"2018"	9705	Not Applicable	Not Applicable
	"Colorado"	"08"	"2019"	"2019"	9953	Not Applicable	Not Applicable
	"Colorado"	"08"	"2020 "	"2020"	11817	Not Applicable	Not Applicable
"Total"	"Colorado"	"08"			199572	Not Applicable	Not Applicable
	"Connecticut"	"09"	"1999"	"1999"	9570	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2000"	"2000"	9676	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2001"	"2001"	9857	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2002"	"2002"	9909	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2003"	"2003"	9867	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2004"	"2004"	9935	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2005"	"2005"	9851	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2006"	"2006"	9954	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2007"	"2007"	9718	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2008"	"2008"	9666	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2009"	"2009"	9343	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2010"	"2010"	9375	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2011"	"2011"	9609	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2012"	"2012"	9287	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2013"	"2013"	9205	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2014"	"2014"	9020	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2015"	"2015"	8998	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2016"	"2016"	8802	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2017"	"2017"	8939	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2018"	"2018"	8719	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2019"	"2019"	8596	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2020 "	"2020"	10241	Not Applicable	Not Applicable
"Total"	"Connecticut"	"09"			208137	Not Applicable	Not Applicable
	"Delaware"	"10"	"1999"	"1999"	1820	Not Applicable	Not Applicable
	"Delaware"	"10"	"2000"	"2000"	1929	Not Applicable	Not Applicable
	"Delaware"	"10"	"2001"	"2001"	2009	Not Applicable	Not Applicable
	"Delaware"	"10"	"2002"	"2002"	1925	Not Applicable	Not Applicable
	"Delaware"	"10"	"2003"	"2003"	2020	Not Applicable	Not Applicable
	"Delaware"	"10"	"2004"	"2004"	2066	Not Applicable	Not Applicable
	"Delaware"	"10"	"2005"	"2005"	2199	Not Applicable	Not Applicable
	"Delaware"	"10"	"2006"	"2006"	2091	Not Applicable	Not Applicable
	"Delaware"	"10"	"2007"	"2007"	2131	Not Applicable	Not Applicable
	"Delaware"	"10"	"2008"	"2008"	2219	Not Applicable	Not Applicable
	"Delaware"	"10"	"2009"	"2009"	2110	Not Applicable	Not Applicable
