"Notes","Residence State","Residence State Code","Year","Year Code",Deaths,Population,Crude Rate
,"Alabama","01","2018","2018",549,591103,92.9
,"Alabama","01","2019","2019",622,592325,105.0
,"Alabama","01","2020","2020",547,591324,92.5
,"Alabama","01","2021","2021",590,599267,98.5
,"Alabama","01","2022 (provisional)","2022",550,599267,91.8
,"Alabama","01","2023 (provisional and partial)","2023",134,599267,22.4
,"Alaska","02","2018","2018",87,105171,82.7
,"Alaska","02","2019","2019",71,102676,69.1
,"Alaska","02","2020","2020",74,101392,73.0
,"Alaska","02","2021","2021",87,99396,87.5
,"Alaska","02","2022 (provisional)","2022",85,99396,85.5
,"Alaska","02","2023 (provisional and partial)","2023",23,99396,23.1
,"Arizona","04","2018","2018",611,887662,68.8
,"Arizona","04","2019","2019",560,883480,63.4
,"Arizona","04","2020","2020",559,883599,63.3
,"Arizona","04","2021","2021",589,847344,69.5
,"Arizona","04","2022 (provisional)","2022",643,847344,75.9
,"Arizona","04","2023 (provisional and partial)","2023",172,847344,20.3
,"Arkansas","05","2018","2018",376,383627,98.0
,"Arkansas","05","2019","2019",333,381211,87.4
,"Arkansas","05","2020","2020",342,379504,90.1
,"Arkansas","05","2021","2021",395,374657,105.4
,"Arkansas","05","2022 (provisional)","2022",360,374657,96.1
,"Arkansas","05","2023 (provisional and partial)","2023",103,374657,27.5
,"California","06","2018","2018",2466,4930202,50.0
,"California","06","2019","2019",2413,4862566,49.6
,"California","06","2020","2020",2174,4778980,45.5
,"California","06","2021","2021",2222,4648810,47.8
,"California","06","2022 (provisional)","2022",2257,4648810,48.6
,"California","06","2023 (provisional and partial)","2023",599,4648810,12.9
,"Colorado","08","2018","2018",413,684807,60.3
,"Colorado","08","2019","2019",379,678984,55.8
,"Colorado","08","2020","2020",352,669434,52.6
,"Colorado","08","2021","2021",397,653025,60.8
,"Colorado","08","2022 (provisional)","2022",373,653025,57.1
,"Colorado","08","2023 (provisional and partial)","2023",92,653025,14.1
,"Connecticut","09","2018","2018",189,379145,49.8
,"Connecticut","09","2019","2019",184,376448,48.9
,"Connecticut","09","2020","2020",181,373322,48.5
,"Connecticut","09","2021","2021",202,373364,54.1
,"Connecticut","09","2022 (provisional)","2022",201,373364,53.8
,"Connecticut","09","2023 (provisional and partial)","2023",48,373364,12.9
,"Delaware","10","2018","2018",86,111058,77.4
,"Delaware","10","2019","2019",91,111031,82.0
,"Delaware","10","2020","2020",67,111260,60.2
,"Delaware","10","2021","2021",67,110793,60.5
,"Delaware","10","2022 (provisional)","2022",101,110793,91.2
,"Delaware","10","2023 (provisional and partial)","2023",26,110793,23.5
,"District of Columbia","11","2018","2018",75,83239,90.1
,"District of Columbia","11","2019","2019",60,83545,71.8
,"District of Columbia","11","2020","2020",56,83663,66.9
,"District of Columbia","11","2021","2021",69,78568,87.8
,"District of Columbia","11","2022 (provisional)","2022",56,78568,71.3
,"District of Columbia","11","2023 (provisional and partial)","2023",20,78568,25.5
,"Florida","12","2018","2018",1725,2300770,75.0
,"Florida","12","2019","2019",1693,2306092,73.4
,"Florida","12","2020","2020",1600,2314049,69.1
,"Florida","12","2021","2021",1691,2285063,74.0
,"Florida","12","2022 (provisional)","2022",1756,2285063,76.8
,"Florida","12","2023 (provisional and partial)","2023",496,2285063,21.7
,"Georgia","13","2018","2018",1123,1343318,83.6
,"Georgia","13","2019","2019",1143,1342153,85.2
,"Georgia","13","2020","2020",1006,1334841,75.4
,"Georgia","13","2021","2021",1030,1320822,78.0
,"Georgia","13","2022 (provisional)","2022",1090,1320822,82.5
,"Georgia","13","2023 (provisional and partial)","2023",190,1320822,14.4
,"Hawaii","15","2018","2018",137,174573,78.5
,"Hawaii","15","2019","2019",111,171929,64.6
,"Hawaii","15","2020","2020",95,171595,55.4
,"Hawaii","15","2021","2021",84,171720,48.9
,"Hawaii","15","2022 (provisional)","2022",121,171720,70.5
,"Hawaii","15","2023 (provisional and partial)","2023",23,171720,13.4
,"Idaho","16","2018","2018",135,239304,56.4
,"Idaho","16","2019","2019",151,239517,63.0
,"Idaho","16","2020","2020",142,238903,59.4
,"Idaho","16","2021","2021",154,243753,63.2
,"Idaho","16","2022 (provisional)","2022",145,243753,59.5
,"Idaho","16","2023 (provisional and partial)","2023",38,243753,15.6
,"Illinois","17","2018","2018",1149,1538721,74.7
,"Illinois","17","2019","2019",994,1516661,65.5
,"Illinois","17","2020","2020",946,1490022,63.5
,"Illinois","17","2021","2021",970,1472218,65.9
,"Illinois","17","2022 (provisional)","2022",949,1472218,64.5
,"Illinois","17","2023 (provisional and partial)","2023",274,1472218,18.6
,"Indiana","18","2018","2018",709,848650,83.5
,"Indiana","18","2019","2019",672,850282,79.0
,"Indiana","18","2020","2020",685,849526,80.6
,"Indiana","18","2021","2021",711,845422,84.1
,"Indiana","18","2022 (provisional)","2022",762,845422,90.1
,"Indiana","18","2023 (provisional and partial)","2023",164,845422,19.4
,"Iowa","19","2018","2018",252,399333,63.1
,"Iowa","19","2019","2019",236,395792,59.6
,"Iowa","19","2020","2020",225,393000,57.3
,"Iowa","19","2021","2021",207,391835,52.8
,"Iowa","19","2022 (provisional)","2022",257,391835,65.6
,"Iowa","19","2023 (provisional and partial)","2023",42,391835,10.7
,"Kansas","20","2018","2018",293,386956,75.7
,"Kansas","20","2019","2019",261,381694,68.4
,"Kansas","20","2020","2020",284,377413,75.2
,"Kansas","20","2021","2021",256,372742,68.7
,"Kansas","20","2022 (provisional)","2022",267,372742,71.6
,"Kansas","20","2023 (provisional and partial)","2023",81,372742,21.7
,"Kentucky","21","2018","2018",420,552138,76.1
,"Kentucky","21","2019","2019",360,549027,65.6
,"Kentucky","21","2020","2020",417,547792,76.1
,"Kentucky","21","2021","2021",435,545085,79.8
,"Kentucky","21","2022 (provisional)","2022",429,545085,78.7
,"Kentucky","21","2023 (provisional and partial)","2023",79,545085,14.5
,"Louisiana","22","2018","2018",593,608586,97.4
,"Louisiana","22","2019","2019",589,602686,97.7
,"Louisiana","22","2020","2020",557,597623,93.2
,"Louisiana","22","2021","2021",576,586475,98.2
,"Louisiana","22","2022 (provisional)","2022",530,586475,90.4
,"Louisiana","22","2023 (provisional and partial)","2023",88,586475,15.0
,"Maine","23","2018","2018",77,131878,58.4
,"Maine","23","2019","2019",81,130961,61.9
,"Maine","23","2020","2020",86,130613,65.8
,"Maine","23","2021","2021",87,130492,66.7
,"Maine","23","2022 (provisional)","2022",99,130492,75.9
,"Maine","23","2023 (provisional and partial)","2023",28,130492,21.5
,"Maryland","24","2018","2018",535,734948,72.8
,"Maryland","24","2019","2019",510,732492,69.6
,"Maryland","24","2020","2020",490,730251,67.1
,"Maryland","24","2021","2021",521,730504,71.3
,"Maryland","24","2022 (provisional)","2022",528,730504,72.3
,"Maryland","24","2023 (provisional and partial)","2023",158,730504,21.6
,"Massachusetts","25","2018","2018",374,730171,51.2
,"Massachusetts","25","2019","2019",326,725812,44.9
,"Massachusetts","25","2020","2020",307,719668,42.7
,"Massachusetts","25","2021","2021",286,717045,39.9
,"Massachusetts","25","2022 (provisional)","2022",302,717045,42.1
,"Massachusetts","25","2023 (provisional and partial)","2023",91,717045,12.7
,"Michigan","26","2018","2018",907,1158811,78.3
,"Michigan","26","2019","2019",882,1152767,76.5
,"Michigan","26","2020","2020",885,1144148,77.4
,"Michigan","26","2021","2021",851,1138359,74.8
,"Michigan","26","2022 (provisional)","2022",865,1138359,76.0
,"Michigan","26","2023 (provisional and partial)","2023",216,1138359,19.0
,"Minnesota","27","2018","2018",438,715725,61.2
,"Minnesota","27","2019","2019",404,714468,56.5
,"Minnesota","27","2020","2020",369,709426,52.0
,"Minnesota","27","2021","2021",409,704056,58.1
,"Minnesota","27","2022 (provisional)","2022",395,704056,56.1
,"Minnesota","27","2023 (provisional and partial)","2023",94,704056,13.4
,"Mississippi","28","2018","2018",414,378444,109.4
,"Mississippi","28","2019","2019",428,372855,114.8
,"Mississippi","28","2020","2020",396,369308,107.2
,"Mississippi","28","2021","2021",438,362338,120.9
,"Mississippi","28","2022 (provisional)","2022",425,362338,117.3
,"Mississippi","28","2023 (provisional and partial)","2023",97,362338,26.8
,"Missouri","29","2018","2018",597,750660,79.5
,"Missouri","29","2019","2019",566,746505,75.8
,"Missouri","29","2020","2020",530,746714,71.0
,"Missouri","29","2021","2021",549,739766,74.2
,"Missouri","29","2022 (provisional)","2022",604,739766,81.6
,"Missouri","29","2023 (provisional and partial)","2023",129,739766,17.4
,"Montana","30","2018","2018",72,126062,57.1
,"Montana","30","2019","2019",79,125032,63.2
,"Montana","30","2020","2020",83,124745,66.5
,"Montana","30","2021","2021",82,124455,65.9
,"Montana","30","2022 (provisional)","2022",76,124455,61.1
,"Montana","30","2023 (provisional and partial)","2023",24,124455,19.3
,"Nebraska","31","2018","2018",194,265308,73.1
,"Nebraska","31","2019","2019",163,263237,61.9
,"Nebraska","31","2020","2020",177,261781,67.6
,"Nebraska","31","2021","2021",180,260590,69.1
,"Nebraska","31","2022 (provisional)","2022",178,260590,68.3
,"Nebraska","31","2023 (provisional and partial)","2023",50,260590,19.2
,"Nevada","32","2018","2018",279,377602,73.9
,"Nevada","32","2019","2019",261,378625,68.9
,"Nevada","32","2020","2020",200,379765,52.7
,"Nevada","32","2021","2021",258,371440,69.5
,"Nevada","32","2022 (provisional)","2022",219,371440,59.0
