"Notes"	"Residence State"	"Residence State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2018"	"2018"	238	315680	75.4
	"Alabama"	"01"	"2019"	"2019"	235	313615	74.9
	"Alabama"	"01"	"2020"	"2020"	246	310127	79.3
	"Alabama"	"01"	"2021"	"2021"	291	323584	89.9
	"Alabama"	"01"	"2022 (provisional)"	"2022"	226	323584	69.8
	"Alabama"	"01"	"2023 (provisional and partial)"	"2023"	65	323584	20.1
	"Alaska"	"02"	"2018"	"2018"	36	46263	77.8
	"Alaska"	"02"	"2019"	"2019"	59	45110	130.8
	"Alaska"	"02"	"2020"	"2020"	43	44846	95.9
	"Alaska"	"02"	"2021"	"2021"	47	45521	103.2
	"Alaska"	"02"	"2022 (provisional)"	"2022"	50	45521	109.8
	"Arizona"	"04"	"2018"	"2018"	294	473794	62.1
	"Arizona"	"04"	"2019"	"2019"	300	478065	62.8
	"Arizona"	"04"	"2020"	"2020"	388	481924	80.5
	"Arizona"	"04"	"2021"	"2021"	393	483052	81.4
	"Arizona"	"04"	"2022 (provisional)"	"2022"	360	483052	74.5
	"Arizona"	"04"	"2023 (provisional and partial)"	"2023"	105	483052	21.7
	"Arkansas"	"05"	"2018"	"2018"	137	197707	69.3
	"Arkansas"	"05"	"2019"	"2019"	135	197251	68.4
	"Arkansas"	"05"	"2020"	"2020"	174	197095	88.3
	"Arkansas"	"05"	"2021"	"2021"	159	201635	78.9
	"Arkansas"	"05"	"2022 (provisional)"	"2022"	176	201635	87.3
	"Arkansas"	"05"	"2023 (provisional and partial)"	"2023"	45	201635	22.3
	"California"	"06"	"2018"	"2018"	968	2545375	38.0
	"California"	"06"	"2019"	"2019"	928	2533694	36.6
	"California"	"06"	"2020"	"2020"	1283	2513522	51.0
	"California"	"06"	"2021"	"2021"	1280	2570395	49.8
	"California"	"06"	"2022 (provisional)"	"2022"	1130	2570395	44.0
	"California"	"06"	"2023 (provisional and partial)"	"2023"	338	2570395	13.1
	"Colorado"	"08"	"2018"	"2018"	200	363364	55.0
	"Colorado"	"08"	"2019"	"2019"	219	365448	59.9
	"Colorado"	"08"	"2020"	"2020"	280	366386	76.4
	"Colorado"	"08"	"2021"	"2021"	271	373472	72.6
	"Colorado"	"08"	"2022 (provisional)"	"2022"	276	373472	73.9
	"Colorado"	"08"	"2023 (provisional and partial)"	"2023"	79	373472	21.2
	"Connecticut"	"09"	"2018"	"2018"	77	241904	31.8
	"Connecticut"	"09"	"2019"	"2019"	74	238872	31.0
	"Connecticut"	"09"	"2020"	"2020"	93	234796	39.6
	"Connecticut"	"09"	"2021"	"2021"	92	240530	38.2
	"Connecticut"	"09"	"2022 (provisional)"	"2022"	100	240530	41.6
	"Connecticut"	"09"	"2023 (provisional and partial)"	"2023"	18	240530	Unreliable
	"Delaware"	"10"	"2018"	"2018"	39	60363	64.6
	"Delaware"	"10"	"2019"	"2019"	33	60218	54.8
	"Delaware"	"10"	"2020"	"2020"	36	60477	59.5
	"Delaware"	"10"	"2021"	"2021"	47	62818	74.8
	"Delaware"	"10"	"2022 (provisional)"	"2022"	40	62818	63.7
	"District of Columbia"	"11"	"2018"	"2018"	23	36900	62.3
	"District of Columbia"	"11"	"2019"	"2019"	30	36571	82.0
	"District of Columbia"	"11"	"2020"	"2020"	32	36293	88.2
	"District of Columbia"	"11"	"2021"	"2021"	26	35663	72.9
	"District of Columbia"	"11"	"2022 (provisional)"	"2022"	31	35663	86.9
	"District of Columbia"	"11"	"2023 (provisional and partial)"	"2023"	10	35663	Unreliable
	"Florida"	"12"	"2018"	"2018"	588	1206422	48.7
	"Florida"	"12"	"2019"	"2019"	597	1202436	49.6
	"Florida"	"12"	"2020"	"2020"	715	1202855	59.4
	"Florida"	"12"	"2021"	"2021"	784	1232983	63.6
	"Florida"	"12"	"2022 (provisional)"	"2022"	736	1232983	59.7
	"Florida"	"12"	"2023 (provisional and partial)"	"2023"	210	1232983	17.0
	"Georgia"	"13"	"2018"	"2018"	402	728370	55.2
	"Georgia"	"13"	"2019"	"2019"	382	732120	52.2
	"Georgia"	"13"	"2020"	"2020"	460	731958	62.8
	"Georgia"	"13"	"2021"	"2021"	559	752898	74.2
	"Georgia"	"13"	"2022 (provisional)"	"2022"	542	752898	72.0
	"Georgia"	"13"	"2023 (provisional and partial)"	"2023"	105	752898	13.9
	"Hawaii"	"15"	"2018"	"2018"	31	77179	40.2
	"Hawaii"	"15"	"2019"	"2019"	32	77287	41.4
	"Hawaii"	"15"	"2020"	"2020"	22	74824	29.4
	"Hawaii"	"15"	"2021"	"2021"	34	78448	43.3
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	31	78448	39.5
	"Idaho"	"16"	"2018"	"2018"	87	124506	69.9
	"Idaho"	"16"	"2019"	"2019"	58	125185	46.3
