"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"1999"	"1999"	5715	Not Applicable	Not Applicable
	"Alabama"	"01"	"2000"	"2000"	5624	Not Applicable	Not Applicable
	"Alabama"	"01"	"2001"	"2001"	5785	Not Applicable	Not Applicable
	"Alabama"	"01"	"2002"	"2002"	5957	Not Applicable	Not Applicable
	"Alabama"	"01"	"2003"	"2003"	5938	Not Applicable	Not Applicable
	"Alabama"	"01"	"2004"	"2004"	5665	Not Applicable	Not Applicable
	"Alabama"	"01"	"2005"	"2005"	5830	Not Applicable	Not Applicable
	"Alabama"	"01"	"2006"	"2006"	6010	Not Applicable	Not Applicable
	"Alabama"	"01"	"2007"	"2007"	6035	Not Applicable	Not Applicable
	"Alabama"	"01"	"2008"	"2008"	6276	Not Applicable	Not Applicable
	"Alabama"	"01"	"2009"	"2009"	6270	Not Applicable	Not Applicable
	"Alabama"	"01"	"2010"	"2010"	6265	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	6428	Not Applicable	Not Applicable
	"Alabama"	"01"	"2012"	"2012"	6387	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	6565	Not Applicable	Not Applicable
	"Alabama"	"01"	"2014"	"2014"	6328	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	6626	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	6439	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	6372	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	6515	Not Applicable	Not Applicable
	"Alabama"	"01"	"2019"	"2019"	6295	Not Applicable	Not Applicable
	"Alabama"	"01"	"2020 "	"2020"	7560	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"			136885	Not Applicable	Not Applicable
	"Alaska"	"02"	"1999"	"1999"	196	Not Applicable	Not Applicable
	"Alaska"	"02"	"2000"	"2000"	204	Not Applicable	Not Applicable
	"Alaska"	"02"	"2001"	"2001"	214	Not Applicable	Not Applicable
	"Alaska"	"02"	"2002"	"2002"	194	Not Applicable	Not Applicable
	"Alaska"	"02"	"2003"	"2003"	240	Not Applicable	Not Applicable
	"Alaska"	"02"	"2004"	"2004"	226	Not Applicable	Not Applicable
	"Alaska"	"02"	"2005"	"2005"	270	Not Applicable	Not Applicable
	"Alaska"	"02"	"2006"	"2006"	287	Not Applicable	Not Applicable
	"Alaska"	"02"	"2007"	"2007"	295	Not Applicable	Not Applicable
	"Alaska"	"02"	"2008"	"2008"	301	Not Applicable	Not Applicable
	"Alaska"	"02"	"2009"	"2009"	316	Not Applicable	Not Applicable
	"Alaska"	"02"	"2010"	"2010"	393	Not Applicable	Not Applicable
	"Alaska"	"02"	"2011"	"2011"	360	Not Applicable	Not Applicable
	"Alaska"	"02"	"2012"	"2012"	352	Not Applicable	Not Applicable
	"Alaska"	"02"	"2013"	"2013"	396	Not Applicable	Not Applicable
	"Alaska"	"02"	"2014"	"2014"	360	Not Applicable	Not Applicable
	"Alaska"	"02"	"2015"	"2015"	394	Not Applicable	Not Applicable
	"Alaska"	"02"	"2016"	"2016"	409	Not Applicable	Not Applicable
	"Alaska"	"02"	"2017"	"2017"	383	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	411	Not Applicable	Not Applicable
	"Alaska"	"02"	"2019"	"2019"	411	Not Applicable	Not Applicable
	"Alaska"	"02"	"2020 "	"2020"	446	Not Applicable	Not Applicable
"Total"	"Alaska"	"02"			7058	Not Applicable	Not Applicable
	"Arizona"	"04"	"1999"	"1999"	5150	Not Applicable	Not Applicable
	"Arizona"	"04"	"2000"	"2000"	5221	Not Applicable	Not Applicable
	"Arizona"	"04"	"2001"	"2001"	5456	Not Applicable	Not Applicable
	"Arizona"	"04"	"2002"	"2002"	5713	Not Applicable	Not Applicable
	"Arizona"	"04"	"2003"	"2003"	5750	Not Applicable	Not Applicable
	"Arizona"	"04"	"2004"	"2004"	5839	Not Applicable	Not Applicable
	"Arizona"	"04"	"2005"	"2005"	6256	Not Applicable	Not Applicable
	"Arizona"	"04"	"2006"	"2006"	6619	Not Applicable	Not Applicable
	"Arizona"	"04"	"2007"	"2007"	6467	Not Applicable	Not Applicable
	"Arizona"	"04"	"2008"	"2008"	6535	Not Applicable	Not Applicable
	"Arizona"	"04"	"2009"	"2009"	6634	Not Applicable	Not Applicable
	"Arizona"	"04"	"2010"	"2010"	6912	Not Applicable	Not Applicable
	"Arizona"	"04"	"2011"	"2011"	7097	Not Applicable	Not Applicable
	"Arizona"	"04"	"2012"	"2012"	7066	Not Applicable	Not Applicable
	"Arizona"	"04"	"2013"	"2013"	7276	Not Applicable	Not Applicable
	"Arizona"	"04"	"2014"	"2014"	7124	Not Applicable	Not Applicable
	"Arizona"	"04"	"2015"	"2015"	7481	Not Applicable	Not Applicable
	"Arizona"	"04"	"2016"	"2016"	7851	Not Applicable	Not Applicable
	"Arizona"	"04"	"2017"	"2017"	7733	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	7856	Not Applicable	Not Applicable
	"Arizona"	"04"	"2019"	"2019"	7800	Not Applicable	Not Applicable
	"Arizona"	"04"	"2020 "	"2020"	9536	Not Applicable	Not Applicable
