"Notes","Residence State","Residence State Code","Year","Year Code",Deaths,Population,Crude Rate
,"Alabama","01","2018","2018",2451,601274,407.6
,"Alabama","01","2019","2019",2404,598112,401.9
,"Alabama","01","2020","2020",2942,595971,493.6
,"Alabama","01","2021","2021",3623,610215,593.7
,"Alabama","01","2022 (provisional)","2022",2986,610215,489.3
,"Alabama","01","2023 (provisional and partial)","2023",829,610215,135.9
"Total","Alabama","01",,,15235,3626002,420.2
,"Alaska","02","2018","2018",247,86536,285.4
,"Alaska","02","2019","2019",245,85647,286.1
,"Alaska","02","2020","2020",314,85640,366.7
,"Alaska","02","2021","2021",387,87102,444.3
,"Alaska","02","2022 (provisional)","2022",336,87102,385.8
,"Alaska","02","2023 (provisional and partial)","2023",90,87102,103.3
"Total","Alaska","02",,,1619,519129,311.9
,"Arizona","04","2018","2018",2307,853709,270.2
,"Arizona","04","2019","2019",2367,862389,274.5
,"Arizona","04","2020","2020",3110,874424,355.7
,"Arizona","04","2021","2021",3903,863821,451.8
,"Arizona","04","2022 (provisional)","2022",3238,863821,374.8
,"Arizona","04","2023 (provisional and partial)","2023",854,863821,98.9
"Total","Arizona","04",,,15779,5181985,304.5
,"Arkansas","05","2018","2018",1327,361017,367.6
,"Arkansas","05","2019","2019",1326,360371,368.0
,"Arkansas","05","2020","2020",1667,361471,461.2
,"Arkansas","05","2021","2021",1998,363744,549.3
,"Arkansas","05","2022 (provisional)","2022",1695,363744,466.0
,"Arkansas","05","2023 (provisional and partial)","2023",450,363744,123.7
"Total","Arkansas","05",,,8463,2174091,389.3
,"California","06","2018","2018",10013,5068774,197.5
,"California","06","2019","2019",10184,5016945,203.0
,"California","06","2020","2020",13038,4977237,262.0
,"California","06","2021","2021",15300,5020392,304.8
,"California","06","2022 (provisional)","2022",13020,5020392,259.3
,"California","06","2023 (provisional and partial)","2023",3672,5020392,73.1
"Total","California","06",,,65227,30124132,216.5
,"Colorado","08","2018","2018",1654,732602,225.8
,"Colorado","08","2019","2019",1663,737789,225.4
,"Colorado","08","2020","2020",2080,743302,279.8
,"Colorado","08","2021","2021",2462,752647,327.1
,"Colorado","08","2022 (provisional)","2022",2174,752647,288.8
,"Colorado","08","2023 (provisional and partial)","2023",566,752647,75.2
"Total","Colorado","08",,,10599,4471634,237.0
,"Connecticut","09","2018","2018",1060,440436,240.7
,"Connecticut","09","2019","2019",981,432780,226.7
,"Connecticut","09","2020","2020",1206,425889,283.2
,"Connecticut","09","2021","2021",1221,432874,282.1
,"Connecticut","09","2022 (provisional)","2022",1136,432874,262.4
,"Connecticut","09","2023 (provisional and partial)","2023",302,432874,69.8
"Total","Connecticut","09",,,5906,2597727,227.4
,"Delaware","10","2018","2018",328,111050,295.4
,"Delaware","10","2019","2019",360,110412,326.1
,"Delaware","10","2020","2020",374,110528,338.4
,"Delaware","10","2021","2021",444,112736,393.8
,"Delaware","10","2022 (provisional)","2022",454,112736,402.7
,"Delaware","10","2023 (provisional and partial)","2023",117,112736,103.8
"Total","Delaware","10",,,2077,670198,309.9
,"District of Columbia","11","2018","2018",263,82249,319.8
,"District of Columbia","11","2019","2019",251,83623,300.2
,"District of Columbia","11","2020","2020",280,86007,325.6
,"District of Columbia","11","2021","2021",315,83634,376.6
,"District of Columbia","11","2022 (provisional)","2022",290,83634,346.7
,"District of Columbia","11","2023 (provisional and partial)","2023",78,83634,93.3
