"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"1999"	"1999"	338	327789	103.1
	"Alabama"	"01"	"2000"	"2000"	299	324580	92.1
	"Alabama"	"01"	"2001"	"2001"	297	321866	92.3
	"Alabama"	"01"	"2002"	"2002"	316	320749	98.5
	"Alabama"	"01"	"2003"	"2003"	282	321655	87.7
	"Alabama"	"01"	"2004"	"2004"	315	325095	96.9
	"Alabama"	"01"	"2005"	"2005"	284	330753	85.9
	"Alabama"	"01"	"2006"	"2006"	304	337003	90.2
	"Alabama"	"01"	"2007"	"2007"	304	341279	89.1
	"Alabama"	"01"	"2008"	"2008"	262	345580	75.8
	"Alabama"	"01"	"2009"	"2009"	228	346611	65.8
	"Alabama"	"01"	"2010"	"2010"	227	343471	66.1
	"Alabama"	"01"	"2011"	"2011"	232	333831	69.5
	"Alabama"	"01"	"2012"	"2012"	230	323731	71.0
	"Alabama"	"01"	"2013"	"2013"	189	320850	58.9
	"Alabama"	"01"	"2014"	"2014"	208	317852	65.4
	"Alabama"	"01"	"2015"	"2015"	217	319561	67.9
	"Alabama"	"01"	"2016"	"2016"	269	320546	83.9
	"Alabama"	"01"	"2017"	"2017"	217	318807	68.1
	"Alabama"	"01"	"2018"	"2018"	238	315680	75.4
	"Alabama"	"01"	"2019"	"2019"	235	313615	74.9
	"Alabama"	"01"	"2020 "	"2020"	246	310127	79.3
"Total"	"Alabama"	"01"			5737	7181031	79.9
	"Alaska"	"02"	"1999"	"1999"	54	49732	108.6
	"Alaska"	"02"	"2000"	"2000"	71	50094	141.7
	"Alaska"	"02"	"2001"	"2001"	53	52378	101.2
	"Alaska"	"02"	"2002"	"2002"	43	53653	80.1
	"Alaska"	"02"	"2003"	"2003"	60	54076	111.0
	"Alaska"	"02"	"2004"	"2004"	64	54612	117.2
	"Alaska"	"02"	"2005"	"2005"	48	54764	87.6
	"Alaska"	"02"	"2006"	"2006"	48	55120	87.1
	"Alaska"	"02"	"2007"	"2007"	53	54721	96.9
	"Alaska"	"02"	"2008"	"2008"	45	53905	83.5
	"Alaska"	"02"	"2009"	"2009"	47	53319	88.1
	"Alaska"	"02"	"2010"	"2010"	43	52141	82.5
