"Notes"	"Residence State"	"Residence State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2018"	"2018"	12767	367780	3471.4
	"Alabama"	"01"	"2019"	"2019"	12937	381813	3388.3
	"Alabama"	"01"	"2020"	"2020"	15893	396138	4012.0
	"Alabama"	"01"	"2021"	"2021"	17087	407928	4188.7
	"Alabama"	"01"	"2022 (provisional)"	"2022"	15743	407928	3859.3
	"Alabama"	"01"	"2023 (provisional and partial)"	"2023"	4529	407928	1110.2
"Total"	"Alabama"	"01"			78956	2369515	3332.2
	"Alaska"	"02"	"2018"	"2018"	933	37370	2496.7
	"Alaska"	"02"	"2019"	"2019"	996	40117	2482.7
	"Alaska"	"02"	"2020"	"2020"	1171	42567	2751.0
	"Alaska"	"02"	"2021"	"2021"	1421	44042	3226.5
	"Alaska"	"02"	"2022 (provisional)"	"2022"	1335	44042	3031.2
	"Alaska"	"02"	"2023 (provisional and partial)"	"2023"	350	44042	794.7
"Total"	"Alaska"	"02"			6206	252180	2460.9
	"Arizona"	"04"	"2018"	"2018"	13670	575927	2373.6
	"Arizona"	"04"	"2019"	"2019"	14215	605867	2346.2
	"Arizona"	"04"	"2020"	"2020"	18201	641387	2837.8
	"Arizona"	"04"	"2021"	"2021"	20031	629943	3179.8
	"Arizona"	"04"	"2022 (provisional)"	"2022"	18331	629943	2909.9
	"Arizona"	"04"	"2023 (provisional and partial)"	"2023"	5418	629943	860.1
"Total"	"Arizona"	"04"			89866	3713010	2420.3
	"Arkansas"	"05"	"2018"	"2018"	7694	228684	3364.5
	"Arkansas"	"05"	"2019"	"2019"	7960	235956	3373.5
	"Arkansas"	"05"	"2020"	"2020"	9299	242585	3833.3
	"Arkansas"	"05"	"2021"	"2021"	9917	241831	4100.8
	"Arkansas"	"05"	"2022 (provisional)"	"2022"	9676	241831	4001.1
	"Arkansas"	"05"	"2023 (provisional and partial)"	"2023"	2924	241831	1209.1
"Total"	"Arkansas"	"05"			47470	1432718	3313.3
	"California"	"06"	"2018"	"2018"	54543	2409030	2264.1
	"California"	"06"	"2019"	"2019"	55576	2514479	2210.2
	"California"	"06"	"2020"	"2020"	67330	2603700	2585.9
	"California"	"06"	"2021"	"2021"	71425	2642817	2702.6
	"California"	"06"	"2022 (provisional)"	"2022"	67985	2642817	2572.4
	"California"	"06"	"2023 (provisional and partial)"	"2023"	20316	2642817	768.7
"Total"	"California"	"06"			337175	15455660	2181.6
	"Colorado"	"08"	"2018"	"2018"	7931	346828	2286.7
	"Colorado"	"08"	"2019"	"2019"	8204	367633	2231.6
	"Colorado"	"08"	"2020"	"2020"	10176	389473	2612.8
	"Colorado"	"08"	"2021"	"2021"	10698	399765	2676.1
	"Colorado"	"08"	"2022 (provisional)"	"2022"	10495	399765	2625.3
	"Colorado"	"08"	"2023 (provisional and partial)"	"2023"	3184	399765	796.5
"Total"	"Colorado"	"08"			50688	2303229	2200.7
	"Connecticut"	"09"	"2018"	"2018"	5911	260636	2267.9
	"Connecticut"	"09"	"2019"	"2019"	6267	270020	2320.9
	"Connecticut"	"09"	"2020"	"2020"	7631	279497	2730.3
	"Connecticut"	"09"	"2021"	"2021"	7201	285568	2521.6
	"Connecticut"	"09"	"2022 (provisional)"	"2022"	7226	285568	2530.4
	"Connecticut"	"09"	"2023 (provisional and partial)"	"2023"	2147	285568	751.8
"Total"	"Connecticut"	"09"			36383	1666857	2182.7
	"Delaware"	"10"	"2018"	"2018"	2153	81485	2642.2
	"Delaware"	"10"	"2019"	"2019"	2072	86088	2406.8
	"Delaware"	"10"	"2020"	"2020"	2656	90831	2924.1
	"Delaware"	"10"	"2021"	"2021"	2782	93762	2967.1
	"Delaware"	"10"	"2022 (provisional)"	"2022"	2856	93762	3046.0
	"Delaware"	"10"	"2023 (provisional and partial)"	"2023"	857	93762	914.0
"Total"	"Delaware"	"10"			13376	539690	2478.5
	"District of Columbia"	"11"	"2018"	"2018"	942	35539	2650.6
	"District of Columbia"	"11"	"2019"	"2019"	943	36974	2550.4
	"District of Columbia"	"11"	"2020"	"2020"	1265	38509	3284.9
	"District of Columbia"	"11"	"2021"	"2021"	1208	37627	3210.5
	"District of Columbia"	"11"	"2022 (provisional)"	"2022"	1163	37627	3090.9
	"District of Columbia"	"11"	"2023 (provisional and partial)"	"2023"	287	37627	762.8
"Total"	"District of Columbia"	"11"			5808	223903	2594.0
	"Florida"	"12"	"2018"	"2018"	45807	1959208	2338.0
	"Florida"	"12"	"2019"	"2019"	46678	2039852	2288.3
	"Florida"	"12"	"2020"	"2020"	55032	2116066	2600.7
	"Florida"	"12"	"2021"	"2021"	61237	2126878	2879.2
	"Florida"	"12"	"2022 (provisional)"	"2022"	56533	2126878	2658.0
	"Florida"	"12"	"2023 (provisional and partial)"	"2023"	17115	2126878	804.7
"Total"	"Florida"	"12"			282402	12495760	2260.0
	"Georgia"	"13"	"2018"	"2018"	19822	654183	3030.0
	"Georgia"	"13"	"2019"	"2019"	20262	688195	2944.2
	"Georgia"	"13"	"2020"	"2020"	24734	720583	3432.5
	"Georgia"	"13"	"2021"	"2021"	27125	732808	3701.5
	"Georgia"	"13"	"2022 (provisional)"	"2022"	25196	732808	3438.3
	"Georgia"	"13"	"2023 (provisional and partial)"	"2023"	7128	732808	972.7
"Total"	"Georgia"	"13"			124267	4261385	2916.1
	"Hawaii"	"15"	"2018"	"2018"	2280	108836	2094.9
	"Hawaii"	"15"	"2019"	"2019"	2298	114553	2006.1
	"Hawaii"	"15"	"2020"	"2020"	2574	119929	2146.3
	"Hawaii"	"15"	"2021"	"2021"	2700	126329	2137.3
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	2913	126329	2305.9
	"Hawaii"	"15"	"2023 (provisional and partial)"	"2023"	888	126329	702.9
"Total"	"Hawaii"	"15"			13653	722305	1890.2
	"Idaho"	"16"	"2018"	"2018"	3195	123864	2579.4
	"Idaho"	"16"	"2019"	"2019"	3428	130923	2618.3
	"Idaho"	"16"	"2020"	"2020"	4005	139347	2874.1
	"Idaho"	"16"	"2021"	"2021"	4475	146004	3065.0
	"Idaho"	"16"	"2022 (provisional)"	"2022"	4299	146004	2944.4
	"Idaho"	"16"	"2023 (provisional and partial)"	"2023"	1247	146004	854.1
"Total"	"Idaho"	"16"			20649	832146	2481.4
	"Illinois"	"17"	"2018"	"2018"	23051	841100	2740.6
	"Illinois"	"17"	"2019"	"2019"	23276	872882	2666.6
	"Illinois"	"17"	"2020"	"2020"	29239	903233	3237.1
	"Illinois"	"17"	"2021"	"2021"	28448	926203	3071.5
	"Illinois"	"17"	"2022 (provisional)"	"2022"	28252	926203	3050.3
	"Illinois"	"17"	"2023 (provisional and partial)"	"2023"	8128	926203	877.6
"Total"	"Illinois"	"17"			140394	5395824	2601.9
	"Indiana"	"18"	"2018"	"2018"	14527	450969	3221.3
	"Indiana"	"18"	"2019"	"2019"	14979	470009	3187.0
	"Indiana"	"18"	"2020"	"2020"	17927	488561	3669.3
	"Indiana"	"18"	"2021"	"2021"	18547	497068	3731.3
	"Indiana"	"18"	"2022 (provisional)"	"2022"	18153	497068	3652.0
	"Indiana"	"18"	"2023 (provisional and partial)"	"2023"	5092	497068	1024.4
"Total"	"Indiana"	"18"			89225	2900743	3075.9
	"Iowa"	"19"	"2018"	"2018"	6156	220867	2787.2
	"Iowa"	"19"	"2019"	"2019"	6418	229378	2798.0
	"Iowa"	"19"	"2020"	"2020"	7695	238374	3228.1
	"Iowa"	"19"	"2021"	"2021"	7723	244909	3153.4
	"Iowa"	"19"	"2022 (provisional)"	"2022"	7751	244909	3164.8
	"Iowa"	"19"	"2023 (provisional and partial)"	"2023"	2351	244909	959.9
"Total"	"Iowa"	"19"			38094	1423346	2676.4
	"Kansas"	"20"	"2018"	"2018"	5688	191006	2977.9
	"Kansas"	"20"	"2019"	"2019"	5888	199057	2957.9
	"Kansas"	"20"	"2020"	"2020"	7082	207748	3408.9
	"Kansas"	"20"	"2021"	"2021"	7277	213634	3406.3
	"Kansas"	"20"	"2022 (provisional)"	"2022"	7286	213634	3410.5
	"Kansas"	"20"	"2023 (provisional and partial)"	"2023"	2285	213634	1069.6
"Total"	"Kansas"	"20"			35506	1238713	2866.4
	"Kentucky"	"21"	"2018"	"2018"	11575	321045	3605.4
	"Kentucky"	"21"	"2019"	"2019"	11712	333565	3511.2
	"Kentucky"	"21"	"2020"	"2020"	13372	345732	3867.7
	"Kentucky"	"21"	"2021"	"2021"	14936	351335	4251.2
	"Kentucky"	"21"	"2022 (provisional)"	"2022"	14386	351335	4094.7
	"Kentucky"	"21"	"2023 (provisional and partial)"	"2023"	4077	351335	1160.4
"Total"	"Kentucky"	"21"			70058	2054347	3410.2
	"Louisiana"	"22"	"2018"	"2018"	10382	311695	3330.8
	"Louisiana"	"22"	"2019"	"2019"	10381	324752	3196.6
	"Louisiana"	"22"	"2020"	"2020"	13171	337706	3900.1
	"Louisiana"	"22"	"2021"	"2021"	13295	342528	3881.4
	"Louisiana"	"22"	"2022 (provisional)"	"2022"	12474	342528	3641.7
	"Louisiana"	"22"	"2023 (provisional and partial)"	"2023"	3128	342528	913.2
"Total"	"Louisiana"	"22"			62831	2001737	3138.8
	"Maine"	"23"	"2018"	"2018"	3232	119225	2710.8
	"Maine"	"23"	"2019"	"2019"	3361	125371	2680.8
	"Maine"	"23"	"2020"	"2020"	3690	131508	2805.9
	"Maine"	"23"	"2021"	"2021"	4103	136110	3014.5
	"Maine"	"23"	"2022 (provisional)"	"2022"	4190	136110	3078.4
	"Maine"	"23"	"2023 (provisional and partial)"	"2023"	1297	136110	952.9
"Total"	"Maine"	"23"			19873	784434	2533.4
	"Maryland"	"24"	"2018"	"2018"	10508	401024	2620.3
	"Maryland"	"24"	"2019"	"2019"	10826	419013	2583.7
	"Maryland"	"24"	"2020"	"2020"	13192	435672	3028.0
	"Maryland"	"24"	"2021"	"2021"	13087	449798	2909.5
	"Maryland"	"24"	"2022 (provisional)"	"2022"	12857	449798	2858.4
	"Maryland"	"24"	"2023 (provisional and partial)"	"2023"	3820	449798	849.3
"Total"	"Maryland"	"24"			64290	2605103	2467.8
