"Notes","Residence State","Residence State Code","Year","Year Code",Deaths,Population,Crude Rate
,"Alabama","01","2018","2018",828,303994,272.4
,"Alabama","01","2019","2019",809,304145,266.0
,"Alabama","01","2020","2020",972,302872,320.9
,"Alabama","01","2021","2021",1176,312505,376.3
,"Alabama","01","2022 (provisional)","2022",985,312505,315.2
,"Alabama","01","2023 (provisional and partial)","2023",266,312505,85.1
"Total","Alabama","01",,,5036,1848526,272.4
,"Alaska","02","2018","2018",109,51672,210.9
,"Alaska","02","2019","2019",128,52421,244.2
,"Alaska","02","2020","2020",151,53686,281.3
,"Alaska","02","2021","2021",193,55180,349.8
,"Alaska","02","2022 (provisional)","2022",174,55180,315.3
,"Alaska","02","2023 (provisional and partial)","2023",35,55180,63.4
"Total","Alaska","02",,,790,323319,244.3
,"Arizona","04","2018","2018",835,458887,182.0
,"Arizona","04","2019","2019",936,466981,200.4
,"Arizona","04","2020","2020",1277,472582,270.2
,"Arizona","04","2021","2021",1521,469891,323.7
,"Arizona","04","2022 (provisional)","2022",1340,469891,285.2
,"Arizona","04","2023 (provisional and partial)","2023",376,469891,80.0
"Total","Arizona","04",,,6285,2808123,223.8
,"Arkansas","05","2018","2018",467,191673,243.6
,"Arkansas","05","2019","2019",433,192156,225.3
,"Arkansas","05","2020","2020",583,190974,305.3
,"Arkansas","05","2021","2021",684,192023,356.2
,"Arkansas","05","2022 (provisional)","2022",545,192023,283.8
,"Arkansas","05","2023 (provisional and partial)","2023",140,192023,72.9
"Total","Arkansas","05",,,2852,1150872,247.8
,"California","06","2018","2018",3498,2754980,127.0
,"California","06","2019","2019",3596,2780574,129.3
,"California","06","2020","2020",4684,2781508,168.4
,"California","06","2021","2021",5702,2816062,202.5
,"California","06","2022 (provisional)","2022",4911,2816062,174.4
,"California","06","2023 (provisional and partial)","2023",1343,2816062,47.7
"Total","California","06",,,23734,16765248,141.6
,"Colorado","08","2018","2018",638,415058,153.7
,"Colorado","08","2019","2019",678,425517,159.3
,"Colorado","08","2020","2020",809,433137,186.8
,"Colorado","08","2021","2021",1025,442586,231.6
,"Colorado","08","2022 (provisional)","2022",938,442586,211.9
,"Colorado","08","2023 (provisional and partial)","2023",245,442586,55.4
"Total","Colorado","08",,,4333,2601470,166.6
,"Connecticut","09","2018","2018",338,217876,155.1
,"Connecticut","09","2019","2019",375,219855,170.6
,"Connecticut","09","2020","2020",475,221485,214.5
,"Connecticut","09","2021","2021",486,231484,209.9
,"Connecticut","09","2022 (provisional)","2022",493,231484,213.0
,"Connecticut","09","2023 (provisional and partial)","2023",135,231484,58.3
"Total","Connecticut","09",,,2302,1353668,170.1
,"Delaware","10","2018","2018",152,58850,258.3
,"Delaware","10","2019","2019",166,59374,279.6
,"Delaware","10","2020","2020",162,60335,268.5
,"Delaware","10","2021","2021",186,62391,298.1
,"Delaware","10","2022 (provisional)","2022",166,62391,266.1
,"Delaware","10","2023 (provisional and partial)","2023",40,62391,64.1
"Total","Delaware","10",,,872,365732,238.4
,"District of Columbia","11","2018","2018",99,62212,159.1
,"District of Columbia","11","2019","2019",99,63808,155.2
,"District of Columbia","11","2020","2020",129,65432,197.2
,"District of Columbia","11","2021","2021",124,62880,197.2
,"District of Columbia","11","2022 (provisional)","2022",115,62880,182.9
,"District of Columbia","11","2023 (provisional and partial)","2023",42,62880,66.8
"Total","District of Columbia","11",,,608,380092,160.0
,"Florida","12","2018","2018",2512,1318582,190.5
,"Florida","12","2019","2019",2620,1336741,196.0
,"Florida","12","2020","2020",3241,1355944,239.0
,"Florida","12","2021","2021",4103,1384610,296.3
,"Florida","12","2022 (provisional)","2022",3292,1384610,237.8
,"Florida","12","2023 (provisional and partial)","2023",929,1384610,67.1
"Total","Florida","12",,,16697,8165097,204.5
,"Georgia","13","2018","2018",1271,705228,180.2
,"Georgia","13","2019","2019",1299,709018,183.2
,"Georgia","13","2020","2020",1619,710868,227.7
,"Georgia","13","2021","2021",2006,722510,277.6
,"Georgia","13","2022 (provisional)","2022",1859,722510,257.3
,"Georgia","13","2023 (provisional and partial)","2023",377,722510,52.2
"Total","Georgia","13",,,8431,4292644,196.4
,"Hawaii","15","2018","2018",124,96796,128.1
,"Hawaii","15","2019","2019",156,96871,161.0
,"Hawaii","15","2020","2020",144,95419,150.9
,"Hawaii","15","2021","2021",176,99159,177.5
,"Hawaii","15","2022 (provisional)","2022",135,99159,136.1
,"Hawaii","15","2023 (provisional and partial)","2023",46,99159,46.4
"Total","Hawaii","15",,,781,586563,133.1
,"Idaho","16","2018","2018",186,115383,161.2
,"Idaho","16","2019","2019",170,118233,143.8
,"Idaho","16","2020","2020",219,120252,182.1
,"Idaho","16","2021","2021",257,126336,203.4
,"Idaho","16","2022 (provisional)","2022",212,126336,167.8
,"Idaho","16","2023 (provisional and partial)","2023",66,126336,52.2
