"Notes"	"Residence State"	"Residence State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2018"	"2018"	289	626175	46.2
	"Alabama"	"01"	"2019"	"2019"	301	624113	48.2
	"Alabama"	"01"	"2020"	"2020"	297	620337	47.9
	"Alabama"	"01"	"2021"	"2021"	380	650347	58.4
	"Alabama"	"01"	"2022 (provisional)"	"2022"	295	650347	45.4
	"Alabama"	"01"	"2023 (provisional and partial)"	"2023"	80	650347	12.3
	"Alaska"	"02"	"2018"	"2018"	46	96022	47.9
	"Alaska"	"02"	"2019"	"2019"	76	94176	80.7
	"Alaska"	"02"	"2020"	"2020"	61	93876	65.0
	"Alaska"	"02"	"2021"	"2021"	53	96601	54.9
	"Alaska"	"02"	"2022 (provisional)"	"2022"	61	96601	63.1
	"Arizona"	"04"	"2018"	"2018"	379	950215	39.9
	"Arizona"	"04"	"2019"	"2019"	393	955118	41.1
	"Arizona"	"04"	"2020"	"2020"	478	960140	49.8
	"Arizona"	"04"	"2021"	"2021"	483	960185	50.3
	"Arizona"	"04"	"2022 (provisional)"	"2022"	434	960185	45.2
	"Arizona"	"04"	"2023 (provisional and partial)"	"2023"	141	960185	14.7
	"Arkansas"	"05"	"2018"	"2018"	180	398493	45.2
	"Arkansas"	"05"	"2019"	"2019"	177	397717	44.5
	"Arkansas"	"05"	"2020"	"2020"	222	397553	55.8
	"Arkansas"	"05"	"2021"	"2021"	208	406733	51.1
	"Arkansas"	"05"	"2022 (provisional)"	"2022"	227	406733	55.8
	"Arkansas"	"05"	"2023 (provisional and partial)"	"2023"	57	406733	14.0
	"California"	"06"	"2018"	"2018"	1231	5093348	24.2
	"California"	"06"	"2019"	"2019"	1198	5062831	23.7
	"California"	"06"	"2020"	"2020"	1618	5018826	32.2
	"California"	"06"	"2021"	"2021"	1602	5140887	31.2
	"California"	"06"	"2022 (provisional)"	"2022"	1442	5140887	28.0
	"California"	"06"	"2023 (provisional and partial)"	"2023"	429	5140887	8.3
	"Colorado"	"08"	"2018"	"2018"	261	728742	35.8
	"Colorado"	"08"	"2019"	"2019"	284	728987	39.0
	"Colorado"	"08"	"2020"	"2020"	349	727811	48.0
	"Colorado"	"08"	"2021"	"2021"	349	740094	47.2
	"Colorado"	"08"	"2022 (provisional)"	"2022"	357	740094	48.2
	"Colorado"	"08"	"2023 (provisional and partial)"	"2023"	98	740094	13.2
	"Connecticut"	"09"	"2018"	"2018"	97	459801	21.1
	"Connecticut"	"09"	"2019"	"2019"	97	453134	21.4
	"Connecticut"	"09"	"2020"	"2020"	113	445128	25.4
	"Connecticut"	"09"	"2021"	"2021"	121	457657	26.4
	"Connecticut"	"09"	"2022 (provisional)"	"2022"	121	457657	26.4
	"Connecticut"	"09"	"2023 (provisional and partial)"	"2023"	26	457657	5.7
	"Delaware"	"10"	"2018"	"2018"	47	118017	39.8
	"Delaware"	"10"	"2019"	"2019"	38	117881	32.2
	"Delaware"	"10"	"2020"	"2020"	44	118596	37.1
	"Delaware"	"10"	"2021"	"2021"	61	123453	49.4
	"Delaware"	"10"	"2022 (provisional)"	"2022"	47	123453	38.1
	"Delaware"	"10"	"2023 (provisional and partial)"	"2023"	10	123453	Unreliable
	"District of Columbia"	"11"	"2018"	"2018"	28	65473	42.8
	"District of Columbia"	"11"	"2019"	"2019"	34	65792	51.7
	"District of Columbia"	"11"	"2020"	"2020"	41	66700	61.5
	"District of Columbia"	"11"	"2021"	"2021"	32	67142	47.7
	"District of Columbia"	"11"	"2022 (provisional)"	"2022"	36	67142	53.6
	"District of Columbia"	"11"	"2023 (provisional and partial)"	"2023"	13	67142	Unreliable
	"Florida"	"12"	"2018"	"2018"	741	2412669	30.7
	"Florida"	"12"	"2019"	"2019"	760	2408483	31.6
	"Florida"	"12"	"2020"	"2020"	917	2414379	38.0
	"Florida"	"12"	"2021"	"2021"	988	2479705	39.8
	"Florida"	"12"	"2022 (provisional)"	"2022"	943	2479705	38.0
	"Florida"	"12"	"2023 (provisional and partial)"	"2023"	275	2479705	11.1
	"Georgia"	"13"	"2018"	"2018"	520	1456128	35.7
	"Georgia"	"13"	"2019"	"2019"	512	1459536	35.1
	"Georgia"	"13"	"2020"	"2020"	618	1458842	42.4
	"Georgia"	"13"	"2021"	"2021"	725	1500638	48.3
	"Georgia"	"13"	"2022 (provisional)"	"2022"	674	1500638	44.9
	"Georgia"	"13"	"2023 (provisional and partial)"	"2023"	140	1500638	9.3
	"Hawaii"	"15"	"2018"	"2018"	40	159133	25.1
	"Hawaii"	"15"	"2019"	"2019"	49	158163	31.0
	"Hawaii"	"15"	"2020"	"2020"	32	153398	20.9
	"Hawaii"	"15"	"2021"	"2021"	43	163193	26.3
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	51	163193	31.3
	"Idaho"	"16"	"2018"	"2018"	113	255542	44.2
	"Idaho"	"16"	"2019"	"2019"	84	256656	32.7
	"Idaho"	"16"	"2020"	"2020"	109	259911	41.9
	"Idaho"	"16"	"2021"	"2021"	112	275056	40.7
	"Idaho"	"16"	"2022 (provisional)"	"2022"	104	275056	37.8
	"Idaho"	"16"	"2023 (provisional and partial)"	"2023"	32	275056	11.6
	"Illinois"	"17"	"2018"	"2018"	522	1647353	31.7
	"Illinois"	"17"	"2019"	"2019"	496	1628648	30.5
	"Illinois"	"17"	"2020"	"2020"	627	1608019	39.0
	"Illinois"	"17"	"2021"	"2021"	672	1657075	40.6
	"Illinois"	"17"	"2022 (provisional)"	"2022"	635	1657075	38.3
	"Illinois"	"17"	"2023 (provisional and partial)"	"2023"	163	1657075	9.8
	"Indiana"	"18"	"2018"	"2018"	375	904243	41.5
	"Indiana"	"18"	"2019"	"2019"	347	904788	38.4
	"Indiana"	"18"	"2020"	"2020"	392	899619	43.6
	"Indiana"	"18"	"2021"	"2021"	459	926086	49.6
	"Indiana"	"18"	"2022 (provisional)"	"2022"	421	926086	45.5
	"Indiana"	"18"	"2023 (provisional and partial)"	"2023"	105	926086	11.3
	"Iowa"	"19"	"2018"	"2018"	135	422686	31.9
	"Iowa"	"19"	"2019"	"2019"	139	420543	33.1
	"Iowa"	"19"	"2020"	"2020"	160	420998	38.0
	"Iowa"	"19"	"2021"	"2021"	135	435060	31.0
	"Iowa"	"19"	"2022 (provisional)"	"2022"	149	435060	34.2
	"Iowa"	"19"	"2023 (provisional and partial)"	"2023"	33	435060	7.6
	"Kansas"	"20"	"2018"	"2018"	160	400720	39.9
	"Kansas"	"20"	"2019"	"2019"	151	400397	37.7
	"Kansas"	"20"	"2020"	"2020"	185	399569	46.3
	"Kansas"	"20"	"2021"	"2021"	205	412379	49.7
	"Kansas"	"20"	"2022 (provisional)"	"2022"	193	412379	46.8
	"Kansas"	"20"	"2023 (provisional and partial)"	"2023"	65	412379	15.8
	"Kentucky"	"21"	"2018"	"2018"	217	572893	37.9
	"Kentucky"	"21"	"2019"	"2019"	215	569907	37.7
	"Kentucky"	"21"	"2020"	"2020"	285	567739	50.2
	"Kentucky"	"21"	"2021"	"2021"	288	586389	49.1
	"Kentucky"	"21"	"2022 (provisional)"	"2022"	260	586389	44.3
	"Kentucky"	"21"	"2023 (provisional and partial)"	"2023"	83	586389	14.2
	"Louisiana"	"22"	"2018"	"2018"	266	603371	44.1
	"Louisiana"	"22"	"2019"	"2019"	293	600579	48.8
	"Louisiana"	"22"	"2020"	"2020"	362	596490	60.7
	"Louisiana"	"22"	"2021"	"2021"	432	609433	70.9
	"Louisiana"	"22"	"2022 (provisional)"	"2022"	370	609433	60.7
	"Louisiana"	"22"	"2023 (provisional and partial)"	"2023"	56	609433	9.2
	"Maine"	"23"	"2018"	"2018"	52	150626	34.5
	"Maine"	"23"	"2019"	"2019"	41	150197	27.3
	"Maine"	"23"	"2020"	"2020"	51	148897	34.3
	"Maine"	"23"	"2021"	"2021"	45	153399	29.3
	"Maine"	"23"	"2022 (provisional)"	"2022"	59	153399	38.5
	"Maine"	"23"	"2023 (provisional and partial)"	"2023"	15	153399	Unreliable
	"Maryland"	"24"	"2018"	"2018"	218	760010	28.7
	"Maryland"	"24"	"2019"	"2019"	237	757229	31.3
	"Maryland"	"24"	"2020"	"2020"	251	755284	33.2
	"Maryland"	"24"	"2021"	"2021"	249	788727	31.6
	"Maryland"	"24"	"2022 (provisional)"	"2022"	295	788727	37.4
	"Maryland"	"24"	"2023 (provisional and partial)"	"2023"	83	788727	10.5
	"Massachusetts"	"25"	"2018"	"2018"	136	844548	16.1
	"Massachusetts"	"25"	"2019"	"2019"	144	832419	17.3
	"Massachusetts"	"25"	"2020"	"2020"	156	824777	18.9
	"Massachusetts"	"25"	"2021"	"2021"	180	852355	21.1
	"Massachusetts"	"25"	"2022 (provisional)"	"2022"	184	852355	21.6
	"Massachusetts"	"25"	"2023 (provisional and partial)"	"2023"	39	852355	4.6
	"Michigan"	"26"	"2018"	"2018"	417	1273169	32.8
	"Michigan"	"26"	"2019"	"2019"	380	1254923	30.3
	"Michigan"	"26"	"2020"	"2020"	458	1238443	37.0
	"Michigan"	"26"	"2021"	"2021"	454	1273416	35.7
	"Michigan"	"26"	"2022 (provisional)"	"2022"	403	1273416	31.6
	"Michigan"	"26"	"2023 (provisional and partial)"	"2023"	132	1273416	10.4
	"Minnesota"	"27"	"2018"	"2018"	192	728461	26.4
	"Minnesota"	"27"	"2019"	"2019"	200	730878	27.4
	"Minnesota"	"27"	"2020"	"2020"	228	731651	31.2
	"Minnesota"	"27"	"2021"	"2021"	270	757349	35.7
	"Minnesota"	"27"	"2022 (provisional)"	"2022"	246	757349	32.5
	"Minnesota"	"27"	"2023 (provisional and partial)"	"2023"	49	757349	6.5
	"Mississippi"	"28"	"2018"	"2018"	212	412860	51.3
	"Mississippi"	"28"	"2019"	"2019"	215	407632	52.7
	"Mississippi"	"28"	"2020"	"2020"	237	402683	58.9
	"Mississippi"	"28"	"2021"	"2021"	294	409594	71.8
	"Mississippi"	"28"	"2022 (provisional)"	"2022"	234	409594	57.1
	"Mississippi"	"28"	"2023 (provisional and partial)"	"2023"	76	409594	18.6
	"Missouri"	"29"	"2018"	"2018"	354	783327	45.2
	"Missouri"	"29"	"2019"	"2019"	337	780786	43.2
	"Missouri"	"29"	"2020"	"2020"	369	778428	47.4
	"Missouri"	"29"	"2021"	"2021"	412	800527	51.5
	"Missouri"	"29"	"2022 (provisional)"	"2022"	433	800527	54.1
	"Missouri"	"29"	"2023 (provisional and partial)"	"2023"	75	800527	9.4
	"Montana"	"30"	"2018"	"2018"	70	129304	54.1
	"Montana"	"30"	"2019"	"2019"	65	129384	50.2
	"Montana"	"30"	"2020"	"2020"	66	130639	50.5
	"Montana"	"30"	"2021"	"2021"	105	137096	76.6
	"Montana"	"30"	"2022 (provisional)"	"2022"	93	137096	67.8
	"Montana"	"30"	"2023 (provisional and partial)"	"2023"	19	137096	Unreliable
	"Nebraska"	"31"	"2018"	"2018"	85	265061	32.1
	"Nebraska"	"31"	"2019"	"2019"	86	266584	32.3
	"Nebraska"	"31"	"2020"	"2020"	92	266580	34.5
	"Nebraska"	"31"	"2021"	"2021"	98	277643	35.3
	"Nebraska"	"31"	"2022 (provisional)"	"2022"	108	277643	38.9
	"Nebraska"	"31"	"2023 (provisional and partial)"	"2023"	34	277643	12.2
	"Nevada"	"32"	"2018"	"2018"	133	378120	35.2
	"Nevada"	"32"	"2019"	"2019"	114	381647	29.9
	"Nevada"	"32"	"2020"	"2020"	179	385221	46.5
	"Nevada"	"32"	"2021"	"2021"	143	395272	36.2
	"Nevada"	"32"	"2022 (provisional)"	"2022"	154	395272	39.0
	"Nevada"	"32"	"2023 (provisional and partial)"	"2023"	44	395272	11.1
	"New Hampshire"	"33"	"2018"	"2018"	51	161245	31.6
	"New Hampshire"	"33"	"2019"	"2019"	35	158679	22.1
	"New Hampshire"	"33"	"2020"	"2020"	39	156737	24.9
	"New Hampshire"	"33"	"2021"	"2021"	40	161112	24.8
	"New Hampshire"	"33"	"2022 (provisional)"	"2022"	34	161112	21.1
	"New Hampshire"	"33"	"2023 (provisional and partial)"	"2023"	15	161112	Unreliable
	"New Jersey"	"34"	"2018"	"2018"	216	1116429	19.3
	"New Jersey"	"34"	"2019"	"2019"	243	1104539	22.0
	"New Jersey"	"34"	"2020"	"2020"	237	1096345	21.6
	"New Jersey"	"34"	"2021"	"2021"	253	1170984	21.6
	"New Jersey"	"34"	"2022 (provisional)"	"2022"	269	1170984	23.0
	"New Jersey"	"34"	"2023 (provisional and partial)"	"2023"	90	1170984	7.7
