"Notes","Residence State","Residence State Code","Year","Year Code",Deaths,Population,Crude Rate
,"Alabama","01","2018","2018",2179,Not Applicable,Not Applicable
,"Alabama","01","2019","2019",2198,Not Applicable,Not Applicable
,"Alabama","01","2020","2020",2520,Not Applicable,Not Applicable
,"Alabama","01","2021","2021",2391,Not Applicable,Not Applicable
,"Alabama","01","2022 (provisional)","2022",2265,Not Applicable,Not Applicable
,"Alabama","01","2023 (provisional and partial)","2023",707,Not Applicable,Not Applicable
"Total","Alabama","01",,,12260,Not Applicable,Not Applicable
,"Alaska","02","2018","2018",136,Not Applicable,Not Applicable
,"Alaska","02","2019","2019",134,Not Applicable,Not Applicable
,"Alaska","02","2020","2020",164,Not Applicable,Not Applicable
,"Alaska","02","2021","2021",161,Not Applicable,Not Applicable
,"Alaska","02","2022 (provisional)","2022",140,Not Applicable,Not Applicable
,"Alaska","02","2023 (provisional and partial)","2023",52,Not Applicable,Not Applicable
"Total","Alaska","02",,,787,Not Applicable,Not Applicable
,"Arizona","04","2018","2018",3153,Not Applicable,Not Applicable
,"Arizona","04","2019","2019",3223,Not Applicable,Not Applicable
,"Arizona","04","2020","2020",3812,Not Applicable,Not Applicable
,"Arizona","04","2021","2021",3636,Not Applicable,Not Applicable
,"Arizona","04","2022 (provisional)","2022",3678,Not Applicable,Not Applicable
,"Arizona","04","2023 (provisional and partial)","2023",1135,Not Applicable,Not Applicable
"Total","Arizona","04",,,18637,Not Applicable,Not Applicable
,"Arkansas","05","2018","2018",1423,Not Applicable,Not Applicable
,"Arkansas","05","2019","2019",1502,Not Applicable,Not Applicable
,"Arkansas","05","2020","2020",1753,Not Applicable,Not Applicable
,"Arkansas","05","2021","2021",1480,Not Applicable,Not Applicable
,"Arkansas","05","2022 (provisional)","2022",1496,Not Applicable,Not Applicable
,"Arkansas","05","2023 (provisional and partial)","2023",448,Not Applicable,Not Applicable
"Total","Arkansas","05",,,8102,Not Applicable,Not Applicable
,"California","06","2018","2018",19890,Not Applicable,Not Applicable
,"California","06","2019","2019",20319,Not Applicable,Not Applicable
,"California","06","2020","2020",23340,Not Applicable,Not Applicable
,"California","06","2021","2021",22629,Not Applicable,Not Applicable
,"California","06","2022 (provisional)","2022",23341,Not Applicable,Not Applicable
,"California","06","2023 (provisional and partial)","2023",7393,Not Applicable,Not Applicable
"Total","California","06",,,116912,Not Applicable,Not Applicable
,"Colorado","08","2018","2018",2444,Not Applicable,Not Applicable
,"Colorado","08","2019","2019",2382,Not Applicable,Not Applicable
,"Colorado","08","2020","2020",2865,Not Applicable,Not Applicable
,"Colorado","08","2021","2021",2556,Not Applicable,Not Applicable
,"Colorado","08","2022 (provisional)","2022",2684,Not Applicable,Not Applicable
,"Colorado","08","2023 (provisional and partial)","2023",854,Not Applicable,Not Applicable
"Total","Colorado","08",,,13785,Not Applicable,Not Applicable
,"Connecticut","09","2018","2018",2919,Not Applicable,Not Applicable
,"Connecticut","09","2019","2019",2931,Not Applicable,Not Applicable
,"Connecticut","09","2020","2020",3524,Not Applicable,Not Applicable
,"Connecticut","09","2021","2021",2883,Not Applicable,Not Applicable
,"Connecticut","09","2022 (provisional)","2022",3067,Not Applicable,Not Applicable
,"Connecticut","09","2023 (provisional and partial)","2023",969,Not Applicable,Not Applicable
"Total","Connecticut","09",,,16293,Not Applicable,Not Applicable
,"Delaware","10","2018","2018",518,Not Applicable,Not Applicable
,"Delaware","10","2019","2019",555,Not Applicable,Not Applicable
,"Delaware","10","2020","2020",657,Not Applicable,Not Applicable
,"Delaware","10","2021","2021",576,Not Applicable,Not Applicable
,"Delaware","10","2022 (provisional)","2022",582,Not Applicable,Not Applicable
,"Delaware","10","2023 (provisional and partial)","2023",190,Not Applicable,Not Applicable
"Total","Delaware","10",,,3078,Not Applicable,Not Applicable
,"District of Columbia","11","2018","2018",338,Not Applicable,Not Applicable
,"District of Columbia","11","2019","2019",317,Not Applicable,Not Applicable
,"District of Columbia","11","2020","2020",396,Not Applicable,Not Applicable
,"District of Columbia","11","2021","2021",333,Not Applicable,Not Applicable
,"District of Columbia","11","2022 (provisional)","2022",346,Not Applicable,Not Applicable
,"District of Columbia","11","2023 (provisional and partial)","2023",102,Not Applicable,Not Applicable
"Total","District of Columbia","11",,,1832,Not Applicable,Not Applicable
,"Florida","12","2018","2018",13035,Not Applicable,Not Applicable
,"Florida","12","2019","2019",13536,Not Applicable,Not Applicable
,"Florida","12","2020","2020",15473,Not Applicable,Not Applicable
,"Florida","12","2021","2021",15329,Not Applicable,Not Applicable
,"Florida","12","2022 (provisional)","2022",15242,Not Applicable,Not Applicable
,"Florida","12","2023 (provisional and partial)","2023",4746,Not Applicable,Not Applicable
"Total","Florida","12",,,77361,Not Applicable,Not Applicable
,"Georgia","13","2018","2018",3587,Not Applicable,Not Applicable
,"Georgia","13","2019","2019",3633,Not Applicable,Not Applicable
,"Georgia","13","2020","2020",4277,Not Applicable,Not Applicable
,"Georgia","13","2021","2021",4020,Not Applicable,Not Applicable
,"Georgia","13","2022 (provisional)","2022",4059,Not Applicable,Not Applicable
,"Georgia","13","2023 (provisional and partial)","2023",1136,Not Applicable,Not Applicable
"Total","Georgia","13",,,20712,Not Applicable,Not Applicable
,"Hawaii","15","2018","2018",1088,Not Applicable,Not Applicable
,"Hawaii","15","2019","2019",1091,Not Applicable,Not Applicable
,"Hawaii","15","2020","2020",1213,Not Applicable,Not Applicable
,"Hawaii","15","2021","2021",1179,Not Applicable,Not Applicable
,"Hawaii","15","2022 (provisional)","2022",1420,Not Applicable,Not Applicable
,"Hawaii","15","2023 (provisional and partial)","2023",400,Not Applicable,Not Applicable
"Total","Hawaii","15",,,6391,Not Applicable,Not Applicable
,"Idaho","16","2018","2018",881,Not Applicable,Not Applicable
,"Idaho","16","2019","2019",898,Not Applicable,Not Applicable
,"Idaho","16","2020","2020",994,Not Applicable,Not Applicable
,"Idaho","16","2021","2021",929,Not Applicable,Not Applicable
,"Idaho","16","2022 (provisional)","2022",915,Not Applicable,Not Applicable
,"Idaho","16","2023 (provisional and partial)","2023",281,Not Applicable,Not Applicable
"Total","Idaho","16",,,4898,Not Applicable,Not Applicable
,"Illinois","17","2018","2018",7557,Not Applicable,Not Applicable
,"Illinois","17","2019","2019",7372,Not Applicable,Not Applicable
,"Illinois","17","2020","2020",9069,Not Applicable,Not Applicable
,"Illinois","17","2021","2021",7679,Not Applicable,Not Applicable
,"Illinois","17","2022 (provisional)","2022",7954,Not Applicable,Not Applicable
,"Illinois","17","2023 (provisional and partial)","2023",2449,Not Applicable,Not Applicable
"Total","Illinois","17",,,42080,Not Applicable,Not Applicable
,"Indiana","18","2018","2018",3675,Not Applicable,Not Applicable
,"Indiana","18","2019","2019",3718,Not Applicable,Not Applicable
,"Indiana","18","2020","2020",4493,Not Applicable,Not Applicable
,"Indiana","18","2021","2021",3757,Not Applicable,Not Applicable
,"Indiana","18","2022 (provisional)","2022",3964,Not Applicable,Not Applicable
,"Indiana","18","2023 (provisional and partial)","2023",1154,Not Applicable,Not Applicable
"Total","Indiana","18",,,20761,Not Applicable,Not Applicable
,"Iowa","19","2018","2018",2462,Not Applicable,Not Applicable
,"Iowa","19","2019","2019",2544,Not Applicable,Not Applicable
,"Iowa","19","2020","2020",2914,Not Applicable,Not Applicable
,"Iowa","19","2021","2021",2444,Not Applicable,Not Applicable
,"Iowa","19","2022 (provisional)","2022",2549,Not Applicable,Not Applicable
,"Iowa","19","2023 (provisional and partial)","2023",777,Not Applicable,Not Applicable
"Total","Iowa","19",,,13690,Not Applicable,Not Applicable
