"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"1999"	"1999"	5011	148565	3372.9
	"Alabama"	"01"	"2000"	"2000"	5067	148780	3405.7
	"Alabama"	"01"	"2001"	"2001"	5037	149001	3380.5
	"Alabama"	"01"	"2002"	"2002"	4903	147964	3313.6
	"Alabama"	"01"	"2003"	"2003"	4786	147332	3248.4
	"Alabama"	"01"	"2004"	"2004"	4675	147028	3179.7
	"Alabama"	"01"	"2005"	"2005"	4727	149085	3170.7
	"Alabama"	"01"	"2006"	"2006"	4707	151454	3107.9
	"Alabama"	"01"	"2007"	"2007"	4620	152814	3023.3
	"Alabama"	"01"	"2008"	"2008"	4629	156112	2965.2
	"Alabama"	"01"	"2009"	"2009"	4725	159088	2970.1
	"Alabama"	"01"	"2010"	"2010"	4721	160864	2934.8
	"Alabama"	"01"	"2011"	"2011"	4779	165114	2894.4
	"Alabama"	"01"	"2012"	"2012"	4921	170161	2892.0
	"Alabama"	"01"	"2013"	"2013"	5153	178162	2892.3
	"Alabama"	"01"	"2014"	"2014"	5145	184439	2789.5
	"Alabama"	"01"	"2015"	"2015"	5463	189313	2885.7
	"Alabama"	"01"	"2016"	"2016"	5700	193359	2947.9
	"Alabama"	"01"	"2017"	"2017"	5957	208639	2855.2
	"Alabama"	"01"	"2018"	"2018"	6182	216922	2849.9
	"Alabama"	"01"	"2019"	"2019"	6336	225999	2803.6
	"Alabama"	"01"	"2020 "	"2020"	7836	235789	3323.3
"Total"	"Alabama"	"01"			115080	3785984	3039.6
	"Alaska"	"02"	"1999"	"1999"	305	9512	3206.5
	"Alaska"	"02"	"2000"	"2000"	301	9881	3046.3
	"Alaska"	"02"	"2001"	"2001"	317	10301	3077.4
	"Alaska"	"02"	"2002"	"2002"	289	10456	2764.0
	"Alaska"	"02"	"2003"	"2003"	306	10744	2848.1
	"Alaska"	"02"	"2004"	"2004"	286	11045	2589.4
	"Alaska"	"02"	"2005"	"2005"	291	11220	2593.6
	"Alaska"	"02"	"2006"	"2006"	314	11321	2773.6
	"Alaska"	"02"	"2007"	"2007"	310	11697	2650.3
	"Alaska"	"02"	"2008"	"2008"	308	12249	2514.5
