"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"1999"	"1999"	3969	496487	799.4
	"Alabama"	"01"	"2000"	"2000"	4135	510486	810.0
	"Alabama"	"01"	"2001"	"2001"	4302	531310	809.7
	"Alabama"	"01"	"2002"	"2002"	4428	547551	808.7
	"Alabama"	"01"	"2003"	"2003"	4610	560671	822.2
	"Alabama"	"01"	"2004"	"2004"	4848	577985	838.8
	"Alabama"	"01"	"2005"	"2005"	5009	598923	836.3
	"Alabama"	"01"	"2006"	"2006"	5206	621054	838.3
	"Alabama"	"01"	"2007"	"2007"	5162	630576	818.6
	"Alabama"	"01"	"2008"	"2008"	5324	641839	829.5
	"Alabama"	"01"	"2009"	"2009"	5389	651495	827.2
	"Alabama"	"01"	"2010"	"2010"	5506	659391	835.0
	"Alabama"	"01"	"2011"	"2011"	5652	669244	844.5
	"Alabama"	"01"	"2012"	"2012"	5715	674113	847.8
	"Alabama"	"01"	"2013"	"2013"	5757	678980	847.9
	"Alabama"	"01"	"2014"	"2014"	5818	680034	855.5
	"Alabama"	"01"	"2015"	"2015"	6001	677899	885.2
	"Alabama"	"01"	"2016"	"2016"	5804	670697	865.4
	"Alabama"	"01"	"2017"	"2017"	5787	660134	876.6
	"Alabama"	"01"	"2018"	"2018"	5579	651303	856.6
	"Alabama"	"01"	"2019"	"2019"	5386	643985	836.4
	"Alabama"	"01"	"2020 "	"2020"	6414	638354	1004.8
"Total"	"Alabama"	"01"			115801	13672511	847.0
	"Alaska"	"02"	"1999"	"1999"	357	65961	541.2
	"Alaska"	"02"	"2000"	"2000"	376	68860	546.0
	"Alaska"	"02"	"2001"	"2001"	421	73779	570.6
	"Alaska"	"02"	"2002"	"2002"	434	78340	554.0
	"Alaska"	"02"	"2003"	"2003"	443	82744	535.4
	"Alaska"	"02"	"2004"	"2004"	424	87539	484.4
	"Alaska"	"02"	"2005"	"2005"	465	92313	503.7
	"Alaska"	"02"	"2006"	"2006"	534	96960	550.7
	"Alaska"	"02"	"2007"	"2007"	564	99165	568.7
	"Alaska"	"02"	"2008"	"2008"	561	102033	549.8
	"Alaska"	"02"	"2009"	"2009"	586	105227	556.9
	"Alaska"	"02"	"2010"	"2010"	563	106271	529.8
	"Alaska"	"02"	"2011"	"2011"	635	108679	584.3
	"Alaska"	"02"	"2012"	"2012"	612	108446	564.3
	"Alaska"	"02"	"2013"	"2013"	626	105329	594.3
	"Alaska"	"02"	"2014"	"2014"	667	103353	645.4
	"Alaska"	"02"	"2015"	"2015"	647	100648	642.8
	"Alaska"	"02"	"2016"	"2016"	642	99813	643.2
	"Alaska"	"02"	"2017"	"2017"	582	96928	600.4
	"Alaska"	"02"	"2018"	"2018"	575	93805	613.0
	"Alaska"	"02"	"2019"	"2019"	537	91049	589.8
	"Alaska"	"02"	"2020 "	"2020"	618	88867	695.4
"Total"	"Alaska"	"02"			11869	2056109	577.3
	"Arizona"	"04"	"1999"	"1999"	3222	511511	629.9
	"Arizona"	"04"	"2000"	"2000"	3350	534676	626.5
	"Arizona"	"04"	"2001"	"2001"	3425	569610	601.3
	"Arizona"	"04"	"2002"	"2002"	3660	596805	613.3
	"Arizona"	"04"	"2003"	"2003"	3784	620818	609.5
	"Arizona"	"04"	"2004"	"2004"	3934	650830	604.5
	"Arizona"	"04"	"2005"	"2005"	4347	687178	632.6
	"Arizona"	"04"	"2006"	"2006"	4507	724248	622.3
	"Arizona"	"04"	"2007"	"2007"	4399	743729	591.5
	"Arizona"	"04"	"2008"	"2008"	4525	762355	593.6
	"Arizona"	"04"	"2009"	"2009"	4619	777268	594.3
	"Arizona"	"04"	"2010"	"2010"	4741	790792	599.5
	"Arizona"	"04"	"2011"	"2011"	4739	809406	585.5
	"Arizona"	"04"	"2012"	"2012"	5053	823997	613.2
	"Arizona"	"04"	"2013"	"2013"	5059	835047	605.8
	"Arizona"	"04"	"2014"	"2014"	5044	847156	595.4
	"Arizona"	"04"	"2015"	"2015"	5115	855795	597.7
	"Arizona"	"04"	"2016"	"2016"	5360	857362	625.2
	"Arizona"	"04"	"2017"	"2017"	5134	855689	600.0
	"Arizona"	"04"	"2018"	"2018"	5292	860710	614.8
	"Arizona"	"04"	"2019"	"2019"	5228	865478	604.1
	"Arizona"	"04"	"2020 "	"2020"	6663	875500	761.1
"Total"	"Arizona"	"04"			101200	16455960	615.0
	"Arkansas"	"05"	"1999"	"1999"	2256	296966	759.7
	"Arkansas"	"05"	"2000"	"2000"	2419	306999	788.0
	"Arkansas"	"05"	"2001"	"2001"	2465	318475	774.0
	"Arkansas"	"05"	"2002"	"2002"	2608	326463	798.9
	"Arkansas"	"05"	"2003"	"2003"	2598	333308	779.5
	"Arkansas"	"05"	"2004"	"2004"	2646	343110	771.2
	"Arkansas"	"05"	"2005"	"2005"	2839	353943	802.1
	"Arkansas"	"05"	"2006"	"2006"	2909	366660	793.4
	"Arkansas"	"05"	"2007"	"2007"	2903	371200	782.1
	"Arkansas"	"05"	"2008"	"2008"	3127	376167	831.3
	"Arkansas"	"05"	"2009"	"2009"	3114	380883	817.6
	"Arkansas"	"05"	"2010"	"2010"	3111	385682	806.6
	"Arkansas"	"05"	"2011"	"2011"	3251	392180	829.0
	"Arkansas"	"05"	"2012"	"2012"	3288	394774	832.9
	"Arkansas"	"05"	"2013"	"2013"	3327	397589	836.8
	"Arkansas"	"05"	"2014"	"2014"	3360	398113	844.0
	"Arkansas"	"05"	"2015"	"2015"	3484	397643	876.2
	"Arkansas"	"05"	"2016"	"2016"	3472	393601	882.1
	"Arkansas"	"05"	"2017"	"2017"	3403	387955	877.2
	"Arkansas"	"05"	"2018"	"2018"	3201	382658	836.5
	"Arkansas"	"05"	"2019"	"2019"	3154	377339	835.9
	"Arkansas"	"05"	"2020 "	"2020"	3628	374635	968.4
"Total"	"Arkansas"	"05"			66563	8056343	826.2
	"California"	"06"	"1999"	"1999"	18668	3336203	559.6
	"California"	"06"	"2000"	"2000"	19559	3467095	564.1
	"California"	"06"	"2001"	"2001"	20571	3663408	561.5
	"California"	"06"	"2002"	"2002"	20885	3814406	547.5
	"California"	"06"	"2003"	"2003"	22314	3952417	564.6
	"California"	"06"	"2004"	"2004"	22469	4098868	548.2
	"California"	"06"	"2005"	"2005"	23239	4249192	546.9
	"California"	"06"	"2006"	"2006"	24120	4389852	549.4
	"California"	"06"	"2007"	"2007"	24087	4459543	540.1
	"California"	"06"	"2008"	"2008"	23991	4570098	525.0
	"California"	"06"	"2009"	"2009"	24364	4674328	521.2
	"California"	"06"	"2010"	"2010"	23706	4766848	497.3
	"California"	"06"	"2011"	"2011"	24354	4883175	498.7
	"California"	"06"	"2012"	"2012"	24763	4969118	498.3
