"Notes"	"Residence State"	"Residence State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2018"	"2018"	6984	98450	7094.0
	"Alabama"	"01"	"2019"	"2019"	6857	101033	6786.9
	"Alabama"	"01"	"2020"	"2020"	8271	103319	8005.3
	"Alabama"	"01"	"2021"	"2021"	8294	101310	8186.8
	"Alabama"	"01"	"2022 (provisional)"	"2022"	7847	101310	7745.5
	"Alabama"	"01"	"2023 (provisional and partial)"	"2023"	2368	101310	2337.4
"Total"	"Alabama"	"01"			40621	606732	6695.0
	"Alaska"	"02"	"2018"	"2018"	461	7710	5979.2
	"Alaska"	"02"	"2019"	"2019"	490	8029	6102.9
	"Alaska"	"02"	"2020"	"2020"	511	8441	6053.8
	"Alaska"	"02"	"2021"	"2021"	578	8586	6731.9
	"Alaska"	"02"	"2022 (provisional)"	"2022"	562	8586	6545.5
	"Alaska"	"02"	"2023 (provisional and partial)"	"2023"	157	8586	1828.6
"Total"	"Alaska"	"02"			2759	49938	5524.9
	"Arizona"	"04"	"2018"	"2018"	7629	150319	5075.2
	"Arizona"	"04"	"2019"	"2019"	7872	158530	4965.6
	"Arizona"	"04"	"2020"	"2020"	9789	167934	5829.1
	"Arizona"	"04"	"2021"	"2021"	10287	160104	6425.2
	"Arizona"	"04"	"2022 (provisional)"	"2022"	9899	160104	6182.9
	"Arizona"	"04"	"2023 (provisional and partial)"	"2023"	3103	160104	1938.1
"Total"	"Arizona"	"04"			48579	957095	5075.7
	"Arkansas"	"05"	"2018"	"2018"	4223	61565	6859.4
	"Arkansas"	"05"	"2019"	"2019"	4341	63054	6884.6
	"Arkansas"	"05"	"2020"	"2020"	4847	64487	7516.2
	"Arkansas"	"05"	"2021"	"2021"	4845	61840	7834.7
	"Arkansas"	"05"	"2022 (provisional)"	"2022"	4938	61840	7985.1
	"Arkansas"	"05"	"2023 (provisional and partial)"	"2023"	1505	61840	2433.7
"Total"	"Arkansas"	"05"			24699	374626	6593.0
	"California"	"06"	"2018"	"2018"	33167	663308	5000.2
	"California"	"06"	"2019"	"2019"	33324	683918	4872.5
	"California"	"06"	"2020"	"2020"	38554	698039	5523.2
	"California"	"06"	"2021"	"2021"	39182	675577	5799.8
	"California"	"06"	"2022 (provisional)"	"2022"	38769	675577	5738.7
	"California"	"06"	"2023 (provisional and partial)"	"2023"	11987	675577	1774.3
"Total"	"California"	"06"			194983	4071996	4788.4
	"Colorado"	"08"	"2018"	"2018"	4591	84960	5403.7
	"Colorado"	"08"	"2019"	"2019"	4812	88562	5433.5
	"Colorado"	"08"	"2020"	"2020"	5627	91938	6120.4
	"Colorado"	"08"	"2021"	"2021"	5762	89693	6424.1
	"Colorado"	"08"	"2022 (provisional)"	"2022"	5739	89693	6398.5
	"Colorado"	"08"	"2023 (provisional and partial)"	"2023"	1782	89693	1986.8
"Total"	"Colorado"	"08"			28313	534539	5296.7
	"Connecticut"	"09"	"2018"	"2018"	3838	72294	5308.9
	"Connecticut"	"09"	"2019"	"2019"	3855	73811	5222.8
	"Connecticut"	"09"	"2020"	"2020"	4708	75258	6255.8
	"Connecticut"	"09"	"2021"	"2021"	4129	73749	5598.7
	"Connecticut"	"09"	"2022 (provisional)"	"2022"	4300	73749	5830.6
	"Connecticut"	"09"	"2023 (provisional and partial)"	"2023"	1332	73749	1806.1
"Total"	"Connecticut"	"09"			22162	442610	5007.1
	"Delaware"	"10"	"2018"	"2018"	1152	20250	5688.9
	"Delaware"	"10"	"2019"	"2019"	1177	21142	5567.1
	"Delaware"	"10"	"2020"	"2020"	1395	21982	6346.1
	"Delaware"	"10"	"2021"	"2021"	1447	21852	6621.8
	"Delaware"	"10"	"2022 (provisional)"	"2022"	1525	21852	6978.8
	"Delaware"	"10"	"2023 (provisional and partial)"	"2023"	485	21852	2219.5
"Total"	"Delaware"	"10"			7181	128930	5569.7
	"District of Columbia"	"11"	"2018"	"2018"	454	9627	4715.9
	"District of Columbia"	"11"	"2019"	"2019"	494	9872	5004.1
	"District of Columbia"	"11"	"2020"	"2020"	548	10409	5264.7
	"District of Columbia"	"11"	"2021"	"2021"	550	9735	5649.7
	"District of Columbia"	"11"	"2022 (provisional)"	"2022"	536	9735	5505.9
	"District of Columbia"	"11"	"2023 (provisional and partial)"	"2023"	154	9735	1581.9
"Total"	"District of Columbia"	"11"			2736	59113	4628.4
	"Florida"	"12"	"2018"	"2018"	26401	555564	4752.1
	"Florida"	"12"	"2019"	"2019"	26977	580147	4650.0
	"Florida"	"12"	"2020"	"2020"	31621	599087	5278.2
	"Florida"	"12"	"2021"	"2021"	33416	582301	5738.6
	"Florida"	"12"	"2022 (provisional)"	"2022"	32438	582301	5570.7
	"Florida"	"12"	"2023 (provisional and partial)"	"2023"	10208	582301	1753.0
"Total"	"Florida"	"12"			161061	3481701	4625.9
	"Georgia"	"13"	"2018"	"2018"	10205	158617	6433.7
	"Georgia"	"13"	"2019"	"2019"	10140	166323	6096.6
	"Georgia"	"13"	"2020"	"2020"	12429	173520	7162.9
	"Georgia"	"13"	"2021"	"2021"	13156	170469	7717.5
	"Georgia"	"13"	"2022 (provisional)"	"2022"	12639	170469	7414.3
	"Georgia"	"13"	"2023 (provisional and partial)"	"2023"	3671	170469	2153.5
"Total"	"Georgia"	"13"			62240	1009867	6163.2
	"Hawaii"	"15"	"2018"	"2018"	1205	28595	4214.0
	"Hawaii"	"15"	"2019"	"2019"	1246	29189	4268.7
	"Hawaii"	"15"	"2020"	"2020"	1294	30143	4292.9
	"Hawaii"	"15"	"2021"	"2021"	1389	30688	4526.2
	"Hawaii"	"15"	"2022 (provisional)"	"2022"	1518	30688	4946.6
	"Hawaii"	"15"	"2023 (provisional and partial)"	"2023"	459	30688	1495.7
"Total"	"Hawaii"	"15"			7111	179991	3950.8
	"Idaho"	"16"	"2018"	"2018"	1833	30454	6018.9
	"Idaho"	"16"	"2019"	"2019"	2009	32089	6260.7
	"Idaho"	"16"	"2020"	"2020"	2270	33841	6707.8
	"Idaho"	"16"	"2021"	"2021"	2417	34000	7108.8
	"Idaho"	"16"	"2022 (provisional)"	"2022"	2402	34000	7064.7
	"Idaho"	"16"	"2023 (provisional and partial)"	"2023"	750	34000	2205.9
"Total"	"Idaho"	"16"			11681	198384	5888.1
	"Illinois"	"17"	"2018"	"2018"	13514	235613	5735.7
	"Illinois"	"17"	"2019"	"2019"	13663	241202	5664.5
	"Illinois"	"17"	"2020"	"2020"	16532	244247	6768.6
	"Illinois"	"17"	"2021"	"2021"	15075	238213	6328.4
	"Illinois"	"17"	"2022 (provisional)"	"2022"	15523	238213	6516.4
	"Illinois"	"17"	"2023 (provisional and partial)"	"2023"	4843	238213	2033.1
"Total"	"Illinois"	"17"			79150	1435701	5513.0
	"Indiana"	"18"	"2018"	"2018"	8131	122717	6625.8
	"Indiana"	"18"	"2019"	"2019"	8328	126255	6596.2
	"Indiana"	"18"	"2020"	"2020"	9880	128482	7689.8
	"Indiana"	"18"	"2021"	"2021"	9522	124250	7663.6
	"Indiana"	"18"	"2022 (provisional)"	"2022"	9413	124250	7575.9
	"Indiana"	"18"	"2023 (provisional and partial)"	"2023"	2850	124250	2293.8
"Total"	"Indiana"	"18"			48124	750204	6414.8
	"Iowa"	"19"	"2018"	"2018"	3940	67179	5864.9
	"Iowa"	"19"	"2019"	"2019"	4040	68016	5939.8
	"Iowa"	"19"	"2020"	"2020"	4751	68566	6929.1
	"Iowa"	"19"	"2021"	"2021"	4528	65401	6923.4
	"Iowa"	"19"	"2022 (provisional)"	"2022"	4574	65401	6993.8
