"Notes","Residence State","Residence State Code","Year","Year Code",Deaths,Population,Crude Rate
,"Alabama","01","2018","2018",1459,312966,466.2
,"Alabama","01","2019","2019",1419,308951,459.3
,"Alabama","01","2020","2020",1688,302481,558.1
,"Alabama","01","2021","2021",2038,301395,676.2
,"Alabama","01","2022 (provisional)","2022",1678,301395,556.7
,"Alabama","01","2023 (provisional and partial)","2023",444,301395,147.3
"Total","Alabama","01",,,8726,1828583,477.2
,"Alaska","02","2018","2018",150,43558,344.4
,"Alaska","02","2019","2019",131,42303,309.7
,"Alaska","02","2020","2020",180,41185,437.1
,"Alaska","02","2021","2021",204,40625,502.2
,"Alaska","02","2022 (provisional)","2022",180,40625,443.1
,"Alaska","02","2023 (provisional and partial)","2023",43,40625,105.8
"Total","Alaska","02",,,888,248921,356.7
,"Arizona","04","2018","2018",1422,432165,329.0
,"Arizona","04","2019","2019",1374,433343,317.1
,"Arizona","04","2020","2020",1765,433090,407.5
,"Arizona","04","2021","2021",2194,418520,524.2
,"Arizona","04","2022 (provisional)","2022",1748,418520,417.7
,"Arizona","04","2023 (provisional and partial)","2023",457,418520,109.2
"Total","Arizona","04",,,8960,2554158,350.8
,"Arkansas","05","2018","2018",811,184172,440.3
,"Arkansas","05","2019","2019",760,182264,417.0
,"Arkansas","05","2020","2020",967,179715,538.1
,"Arkansas","05","2021","2021",1096,176327,621.6
,"Arkansas","05","2022 (provisional)","2022",940,176327,533.1
,"Arkansas","05","2023 (provisional and partial)","2023",246,176327,139.5
"Total","Arkansas","05",,,4820,1075132,448.3
,"California","06","2018","2018",6098,2568083,237.5
,"California","06","2019","2019",6030,2515419,239.7
,"California","06","2020","2020",7471,2452996,304.6
,"California","06","2021","2021",8539,2430013,351.4
,"California","06","2022 (provisional)","2022",7172,2430013,295.1
,"California","06","2023 (provisional and partial)","2023",1940,2430013,79.8
"Total","California","06",,,37250,14826537,251.2
,"Colorado","08","2018","2018",962,367581,261.7
,"Colorado","08","2019","2019",960,365235,262.8
,"Colorado","08","2020","2020",1156,360321,320.8
,"Colorado","08","2021","2021",1325,355419,372.8
,"Colorado","08","2022 (provisional)","2022",1159,355419,326.1
,"Colorado","08","2023 (provisional and partial)","2023",303,355419,85.3
"Total","Colorado","08",,,5865,2159394,271.6
,"Connecticut","09","2018","2018",641,234976,272.8
,"Connecticut","09","2019","2019",569,225494,252.3
,"Connecticut","09","2020","2020",713,215492,330.9
,"Connecticut","09","2021","2021",638,212438,300.3
,"Connecticut","09","2022 (provisional)","2022",580,212438,273.0
,"Connecticut","09","2023 (provisional and partial)","2023",164,212438,77.2
"Total","Connecticut","09",,,3305,1313276,251.7
,"Delaware","10","2018","2018",189,58432,323.5
,"Delaware","10","2019","2019",211,56685,372.2
,"Delaware","10","2020","2020",219,55020,398.0
,"Delaware","10","2021","2021",235,54225,433.4
,"Delaware","10","2022 (provisional)","2022",243,54225,448.1
,"Delaware","10","2023 (provisional and partial)","2023",55,54225,101.4
"Total","Delaware","10",,,1152,332812,346.1
,"District of Columbia","11","2018","2018",163,38787,420.2
,"District of Columbia","11","2019","2019",146,38462,379.6
,"District of Columbia","11","2020","2020",145,38442,377.2
,"District of Columbia","11","2021","2021",172,36273,474.2
,"District of Columbia","11","2022 (provisional)","2022",147,36273,405.3
,"District of Columbia","11","2023 (provisional and partial)","2023",42,36273,115.8
"Total","District of Columbia","11",,,815,224510,363.0
,"Florida","12","2018","2018",4295,1351855,317.7
,"Florida","12","2019","2019",4224,1340417,315.1
,"Florida","12","2020","2020",4839,1323586,365.6
,"Florida","12","2021","2021",6054,1305273,463.8
,"Florida","12","2022 (provisional)","2022",4729,1305273,362.3
,"Florida","12","2023 (provisional and partial)","2023",1327,1305273,101.7
"Total","Florida","12",,,25468,7931677,321.1
,"Georgia","13","2018","2018",2425,718419,337.5
,"Georgia","13","2019","2019",2355,712696,330.4
,"Georgia","13","2020","2020",2911,698848,416.5
,"Georgia","13","2021","2021",3494,685774,509.5
,"Georgia","13","2022 (provisional)","2022",2659,685774,387.7
,"Georgia","13","2023 (provisional and partial)","2023",648,685774,94.5
"Total","Georgia","13",,,14492,4187285,346.1
,"Hawaii","15","2018","2018",228,85505,266.7
,"Hawaii","15","2019","2019",259,84135,307.8
,"Hawaii","15","2020","2020",251,81388,308.4
,"Hawaii","15","2021","2021",278,83159,334.3
,"Hawaii","15","2022 (provisional)","2022",261,83159,313.9
,"Hawaii","15","2023 (provisional and partial)","2023",79,83159,95.0
"Total","Hawaii","15",,,1356,500505,270.9
,"Idaho","16","2018","2018",285,101672,280.3
,"Idaho","16","2019","2019",273,102792,265.6
,"Idaho","16","2020","2020",325,104222,311.8
,"Idaho","16","2021","2021",394,108152,364.3
,"Idaho","16","2022 (provisional)","2022",355,108152,328.2
,"Idaho","16","2023 (provisional and partial)","2023",92,108152,85.1
"Total","Idaho","16",,,1724,633142,272.3
,"Illinois","17","2018","2018",2367,817893,289.4
,"Illinois","17","2019","2019",2429,799928,303.7
,"Illinois","17","2020","2020",2889,777065,371.8
,"Illinois","17","2021","2021",2944,772063,381.3
,"Illinois","17","2022 (provisional)","2022",2681,772063,347.3
,"Illinois","17","2023 (provisional and partial)","2023",735,772063,95.2
"Total","Illinois","17",,,14045,4711075,298.1
,"Indiana","18","2018","2018",1540,419086,367.5
,"Indiana","18","2019","2019",1543,413889,372.8
,"Indiana","18","2020","2020",1784,405826,439.6
,"Indiana","18","2021","2021",1940,399900,485.1
,"Indiana","18","2022 (provisional)","2022",1871,399900,467.9
,"Indiana","18","2023 (provisional and partial)","2023",422,399900,105.5
"Total","Indiana","18",,,9100,2438501,373.2
,"Iowa","19","2018","2018",524,182267,287.5
,"Iowa","19","2019","2019",540,178216,303.0
,"Iowa","19","2020","2020",582,175188,332.2
,"Iowa","19","2021","2021",662,175075,378.1
,"Iowa","19","2022 (provisional)","2022",616,175075,351.8
,"Iowa","19","2023 (provisional and partial)","2023",148,175075,84.5
"Total","Iowa","19",,,3072,1060896,289.6
,"Kansas","20","2018","2018",511,166989,306.0
,"Kansas","20","2019","2019",497,164064,302.9
,"Kansas","20","2020","2020",627,161696,387.8
,"Kansas","20","2021","2021",710,161634,439.3
,"Kansas","20","2022 (provisional)","2022",620,161634,383.6
,"Kansas","20","2023 (provisional and partial)","2023",186,161634,115.1
"Total","Kansas","20",,,3151,977651,322.3
,"Kentucky","21","2018","2018",1362,285632,476.8
,"Kentucky","21","2019","2019",1276,280688,454.6
,"Kentucky","21","2020","2020",1526,275000,554.9
,"Kentucky","21","2021","2021",1758,270922,648.9
,"Kentucky","21","2022 (provisional)","2022",1517,270922,559.9
,"Kentucky","21","2023 (provisional and partial)","2023",381,270922,140.6
"Total","Kentucky","21",,,7820,1654086,472.8
,"Louisiana","22","2018","2018",1210,275446,439.3
,"Louisiana","22","2019","2019",1160,269497,430.4
,"Louisiana","22","2020","2020",1498,263611,568.3
,"Louisiana","22","2021","2021",1718,259788,661.3
,"Louisiana","22","2022 (provisional)","2022",1469,259788,565.5
,"Louisiana","22","2023 (provisional and partial)","2023",268,259788,103.2
"Total","Louisiana","22",,,7323,1587918,461.2
,"Maine","23","2018","2018",251,85710,292.8
,"Maine","23","2019","2019",284,83308,340.9
,"Maine","23","2020","2020",299,80488,371.5
,"Maine","23","2021","2021",332,78928,420.6
,"Maine","23","2022 (provisional)","2022",316,78928,400.4
,"Maine","23","2023 (provisional and partial)","2023",108,78928,136.8
"Total","Maine","23",,,1590,486290,327.0
,"Maryland","24","2018","2018",1263,397341,317.9
,"Maryland","24","2019","2019",1171,385774,303.5
,"Maryland","24","2020","2020",1386,373482,371.1
,"Maryland","24","2021","2021",1347,371585,362.5
,"Maryland","24","2022 (provisional)","2022",1230,371585,331.0
,"Maryland","24","2023 (provisional and partial)","2023",365,371585,98.2
"Total","Maryland","24",,,6762,2271352,297.7
,"Massachusetts","25","2018","2018",1096,443793,247.0
,"Massachusetts","25","2019","2019",1081,429056,251.9
