"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"1999"	"1999"	813	610689	133.1
	"Alabama"	"01"	"2000"	"2000"	748	611337	122.4
	"Alabama"	"01"	"2001"	"2001"	732	604150	121.2
	"Alabama"	"01"	"2002"	"2002"	702	598678	117.3
	"Alabama"	"01"	"2003"	"2003"	678	594352	114.1
	"Alabama"	"01"	"2004"	"2004"	671	593524	113.1
	"Alabama"	"01"	"2005"	"2005"	703	594891	118.2
	"Alabama"	"01"	"2006"	"2006"	738	600803	122.8
	"Alabama"	"01"	"2007"	"2007"	783	606313	129.1
	"Alabama"	"01"	"2008"	"2008"	758	611524	124.0
	"Alabama"	"01"	"2009"	"2009"	664	613276	108.3
	"Alabama"	"01"	"2010"	"2010"	667	613186	108.8
	"Alabama"	"01"	"2011"	"2011"	643	609013	105.6
	"Alabama"	"01"	"2012"	"2012"	668	611647	109.2
	"Alabama"	"01"	"2013"	"2013"	639	604646	105.7
	"Alabama"	"01"	"2014"	"2014"	652	601755	108.3
	"Alabama"	"01"	"2015"	"2015"	623	599261	104.0
	"Alabama"	"01"	"2016"	"2016"	660	596182	110.7
	"Alabama"	"01"	"2017"	"2017"	566	594839	95.2
	"Alabama"	"01"	"2018"	"2018"	549	591103	92.9
	"Alabama"	"01"	"2019"	"2019"	622	592325	105.0
	"Alabama"	"01"	"2020 "	"2020"	547	591324	92.5
"Total"	"Alabama"	"01"			14826	13244818	111.9
	"Alaska"	"02"	"1999"	"1999"	85	103118	82.4
	"Alaska"	"02"	"2000"	"2000"	97	101362	95.7
	"Alaska"	"02"	"2001"	"2001"	111	98488	112.7
	"Alaska"	"02"	"2002"	"2002"	73	97383	75.0
	"Alaska"	"02"	"2003"	"2003"	99	96355	102.7
	"Alaska"	"02"	"2004"	"2004"	96	96283	99.7
	"Alaska"	"02"	"2005"	"2005"	77	96370	79.9
	"Alaska"	"02"	"2006"	"2006"	100	97504	102.6
	"Alaska"	"02"	"2007"	"2007"	99	98249	100.8
	"Alaska"	"02"	"2008"	"2008"	95	99351	95.6
	"Alaska"	"02"	"2009"	"2009"	100	103192	96.9
	"Alaska"	"02"	"2010"	"2010"	69	104883	65.8
	"Alaska"	"02"	"2011"	"2011"	63	106190	59.3
	"Alaska"	"02"	"2012"	"2012"	76	106325	71.5
	"Alaska"	"02"	"2013"	"2013"	94	107452	87.5
	"Alaska"	"02"	"2014"	"2014"	99	106641	92.8
	"Alaska"	"02"	"2015"	"2015"	112	107355	104.3
	"Alaska"	"02"	"2016"	"2016"	85	107191	79.3
	"Alaska"	"02"	"2017"	"2017"	93	106155	87.6
	"Alaska"	"02"	"2018"	"2018"	87	105171	82.7
	"Alaska"	"02"	"2019"	"2019"	71	102676	69.1
	"Alaska"	"02"	"2020 "	"2020"	74	101392	73.0
"Total"	"Alaska"	"02"			1955	2249086	86.9
	"Arizona"	"04"	"1999"	"1999"	710	756559	93.8
	"Arizona"	"04"	"2000"	"2000"	762	772255	98.7
	"Arizona"	"04"	"2001"	"2001"	822	782343	105.1
	"Arizona"	"04"	"2002"	"2002"	744	793875	93.7
	"Arizona"	"04"	"2003"	"2003"	786	805959	97.5
	"Arizona"	"04"	"2004"	"2004"	799	823276	97.1
	"Arizona"	"04"	"2005"	"2005"	877	848999	103.3
	"Arizona"	"04"	"2006"	"2006"	855	876785	97.5
	"Arizona"	"04"	"2007"	"2007"	891	897678	99.3
	"Arizona"	"04"	"2008"	"2008"	833	913982	91.1
	"Arizona"	"04"	"2009"	"2009"	752	910412	82.6
	"Arizona"	"04"	"2010"	"2010"	705	909395	77.5
	"Arizona"	"04"	"2011"	"2011"	666	902522	73.8
	"Arizona"	"04"	"2012"	"2012"	682	897603	76.0
	"Arizona"	"04"	"2013"	"2013"	631	891867	70.8
	"Arizona"	"04"	"2014"	"2014"	689	892597	77.2
	"Arizona"	"04"	"2015"	"2015"	622	889578	69.9
	"Arizona"	"04"	"2016"	"2016"	623	893476	69.7
	"Arizona"	"04"	"2017"	"2017"	627	888421	70.6
	"Arizona"	"04"	"2018"	"2018"	611	887662	68.8
	"Arizona"	"04"	"2019"	"2019"	560	883480	63.4
	"Arizona"	"04"	"2020 "	"2020"	559	883599	63.3
"Total"	"Arizona"	"04"			15806	19002323	83.2
	"Arkansas"	"05"	"1999"	"1999"	398	369254	107.8
	"Arkansas"	"05"	"2000"	"2000"	429	368809	116.3
	"Arkansas"	"05"	"2001"	"2001"	421	366224	115.0
	"Arkansas"	"05"	"2002"	"2002"	409	365547	111.9
	"Arkansas"	"05"	"2003"	"2003"	425	366636	115.9
	"Arkansas"	"05"	"2004"	"2004"	446	370372	120.4
	"Arkansas"	"05"	"2005"	"2005"	420	375857	111.7
	"Arkansas"	"05"	"2006"	"2006"	459	381787	120.2
	"Arkansas"	"05"	"2007"	"2007"	420	386185	108.8
	"Arkansas"	"05"	"2008"	"2008"	404	389937	103.6
	"Arkansas"	"05"	"2009"	"2009"	407	393088	103.5
	"Arkansas"	"05"	"2010"	"2010"	378	394566	95.8
	"Arkansas"	"05"	"2011"	"2011"	366	393659	93.0
	"Arkansas"	"05"	"2012"	"2012"	382	394049	96.9
	"Arkansas"	"05"	"2013"	"2013"	385	392817	98.0
	"Arkansas"	"05"	"2014"	"2014"	367	390504	94.0
	"Arkansas"	"05"	"2015"	"2015"	375	388368	96.6
	"Arkansas"	"05"	"2016"	"2016"	389	386820	100.6
	"Arkansas"	"05"	"2017"	"2017"	390	386578	100.9
	"Arkansas"	"05"	"2018"	"2018"	376	383627	98.0
	"Arkansas"	"05"	"2019"	"2019"	333	381211	87.4
	"Arkansas"	"05"	"2020 "	"2020"	342	379504	90.1
"Total"	"Arkansas"	"05"			8721	8405399	103.8
	"California"	"06"	"1999"	"1999"	3766	5261035	71.6
	"California"	"06"	"2000"	"2000"	3846	5212861	73.8
	"California"	"06"	"2001"	"2001"	3746	5160432	72.6
	"California"	"06"	"2002"	"2002"	3781	5099897	74.1
	"California"	"06"	"2003"	"2003"	3732	5066249	73.7
	"California"	"06"	"2004"	"2004"	3663	5027849	72.9
	"California"	"06"	"2005"	"2005"	3791	4982528	76.1
	"California"	"06"	"2006"	"2006"	3656	4947795	73.9
	"California"	"06"	"2007"	"2007"	3734	4944039	75.5
	"California"	"06"	"2008"	"2008"	3541	4984501	71.0
	"California"	"06"	"2009"	"2009"	3373	5010188	67.3
	"California"	"06"	"2010"	"2010"	3100	5037172	61.5
	"California"	"06"	"2011"	"2011"	3073	5058713	60.7
	"California"	"06"	"2012"	"2012"	2874	5084015	56.5
	"California"	"06"	"2013"	"2013"	2971	5069716	58.6
	"California"	"06"	"2014"	"2014"	2743	5069597	54.1
	"California"	"06"	"2015"	"2015"	2725	5050624	54.0
	"California"	"06"	"2016"	"2016"	2707	5026998	53.8
