"Notes"	"Residence County"	"Residence County Code"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"Ada County, ID"	"16001"	"2018 Week 01 ending January 06, 2018"	"2018/01"	59	Not Applicable	Not Applicable
	"Ada County, ID"	"16001"	"2018 Week 02 ending January 13, 2018"	"2018/02"	82	Not Applicable	Not Applicable
	"Ada County, ID"	"16001"	"2018 Week 03 ending January 20, 2018"	"2018/03"	70	Not Applicable	Not Applicable
	"Ada County, ID"	"16001"	"2018 Week 04 ending January 27, 2018"	"2018/04"	67	Not Applicable	Not Applicable
	"Ada County, ID"	"16001"	"2018 Week 05 ending February 03, 2018"	"2018/05"	69	Not Applicable	Not Applicable
	"Ada County, ID"	"16001"	"2018 Week 06 ending February 10, 2018"	"2018/06"	58	Not Applicable	Not Applicable
	"Ada County, ID"	"16001"	"2018 Week 07 ending February 17, 2018"	"2018/07"	66	Not Applicable	Not Applicable
	"Ada County, ID"	"16001"	"2018 Week 08 ending February 24, 2018"	"2018/08"	62	Not Applicable	Not Applicable
	"Ada County, ID"	"16001"	"2018 Week 09 ending March 03, 2018"	"2018/09"	72	Not Applicable	Not Applicable
	"Ada County, ID"	"16001"	"2018 Week 10 ending March 10, 2018"	"2018/10"	82	Not Applicable	Not Applicable
	"Ada County, ID"	"16001"	"2018 Week 11 ending March 17, 2018"	"2018/11"	50	Not Applicable	Not Applicable
	"Ada County, ID"	"16001"	"2018 Week 12 ending March 24, 2018"	"2018/12"	56	Not Applicable	Not Applicable
	"Ada County, ID"	"16001"	"2018 Week 13 ending March 31, 2018"	"2018/13"	64	Not Applicable	Not Applicable
	"Ada County, ID"	"16001"	"2018 Week 14 ending April 07, 2018"	"2018/14"	56	Not Applicable	Not Applicable
	"Ada County, ID"	"16001"	"2018 Week 15 ending April 14, 2018"	"2018/15"	59	Not Applicable	Not Applicable
	"Ada County, ID"	"16001"	"2018 Week 16 ending April 21, 2018"	"2018/16"	49	Not Applicable	Not Applicable
	"Ada County, ID"	"16001"	"2018 Week 17 ending April 28, 2018"	"2018/17"	57	Not Applicable	Not Applicable
	"Ada County, ID"	"16001"	"2018 Week 18 ending May 05, 2018"	"2018/18"	65	Not Applicable	Not Applicable
	"Ada County, ID"	"16001"	"2018 Week 19 ending May 12, 2018"	"2018/19"	60	Not Applicable	Not Applicable
	"Ada County, ID"	"16001"	"2018 Week 20 ending May 19, 2018"	"2018/20"	55	Not Applicable	Not Applicable
	"Ada County, ID"	"16001"	"2018 Week 21 ending May 26, 2018"	"2018/21"	50	Not Applicable	Not Applicable
	"Ada County, ID"	"16001"	"2018 Week 22 ending June 02, 2018"	"2018/22"	72	Not Applicable	Not Applicable
