"Notes","Residence State","Residence State Code","Month","Month Code",Deaths,Population,Crude Rate
,"Alabama","01","Jan., 2021","2021/01",104,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2021","2021/02",75,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2021","2021/03",79,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2021","2021/04",87,Not Applicable,Not Applicable
,"Alabama","01","May, 2021","2021/05",96,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2021","2021/06",96,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2021","2021/07",71,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2021","2021/08",150,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2021","2021/09",141,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2021","2021/10",106,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2021","2021/11",77,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2021","2021/12",94,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2022 (provisional)","2022/01",83,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2022 (provisional)","2022/02",84,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2022 (provisional)","2022/03",95,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2022 (provisional)","2022/04",68,Not Applicable,Not Applicable
,"Alabama","01","May, 2022 (provisional)","2022/05",81,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2022 (provisional)","2022/06",85,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2022 (provisional)","2022/07",93,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2022 (provisional)","2022/08",89,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2022 (provisional)","2022/09",72,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2022 (provisional)","2022/10",87,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2022 (provisional)","2022/11",74,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2022 (provisional)","2022/12",74,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2023 (provisional)","2023/01",97,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2023 (provisional)","2023/02",66,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2023 (provisional)","2023/03",68,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2023 (provisional)","2023/04",35,Not Applicable,Not Applicable
,"Alaska","02","Jan., 2021","2021/01",15,Not Applicable,Not Applicable
,"Alaska","02","Mar., 2021","2021/03",14,Not Applicable,Not Applicable
,"Alaska","02","Apr., 2021","2021/04",13,Not Applicable,Not Applicable
,"Alaska","02","May, 2021","2021/05",12,Not Applicable,Not Applicable
,"Alaska","02","Jun., 2021","2021/06",14,Not Applicable,Not Applicable
,"Alaska","02","Jul., 2021","2021/07",15,Not Applicable,Not Applicable
,"Alaska","02","Aug., 2021","2021/08",21,Not Applicable,Not Applicable
,"Alaska","02","Sep., 2021","2021/09",20,Not Applicable,Not Applicable
,"Alaska","02","Oct., 2021","2021/10",25,Not Applicable,Not Applicable
,"Alaska","02","Nov., 2021","2021/11",17,Not Applicable,Not Applicable
,"Alaska","02","Dec., 2021","2021/12",18,Not Applicable,Not Applicable
,"Alaska","02","Jan., 2022 (provisional)","2022/01",16,Not Applicable,Not Applicable
,"Alaska","02","Feb., 2022 (provisional)","2022/02",14,Not Applicable,Not Applicable
,"Alaska","02","Mar., 2022 (provisional)","2022/03",10,Not Applicable,Not Applicable
,"Alaska","02","Apr., 2022 (provisional)","2022/04",15,Not Applicable,Not Applicable
,"Alaska","02","May, 2022 (provisional)","2022/05",11,Not Applicable,Not Applicable
,"Alaska","02","Jun., 2022 (provisional)","2022/06",13,Not Applicable,Not Applicable
,"Alaska","02","Jul., 2022 (provisional)","2022/07",25,Not Applicable,Not Applicable
,"Alaska","02","Aug., 2022 (provisional)","2022/08",13,Not Applicable,Not Applicable
,"Alaska","02","Sep., 2022 (provisional)","2022/09",14,Not Applicable,Not Applicable
,"Alaska","02","Oct., 2022 (provisional)","2022/10",18,Not Applicable,Not Applicable
,"Alaska","02","Nov., 2022 (provisional)","2022/11",10,Not Applicable,Not Applicable
,"Alaska","02","Dec., 2022 (provisional)","2022/12",15,Not Applicable,Not Applicable
,"Alaska","02","Jan., 2023 (provisional)","2023/01",11,Not Applicable,Not Applicable
,"Alaska","02","Feb., 2023 (provisional)","2023/02",17,Not Applicable,Not Applicable
,"Arizona","04","Jan., 2021","2021/01",126,Not Applicable,Not Applicable
,"Arizona","04","Feb., 2021","2021/02",105,Not Applicable,Not Applicable
,"Arizona","04","Mar., 2021","2021/03",93,Not Applicable,Not Applicable
,"Arizona","04","Apr., 2021","2021/04",98,Not Applicable,Not Applicable
,"Arizona","04","May, 2021","2021/05",141,Not Applicable,Not Applicable
,"Arizona","04","Jun., 2021","2021/06",114,Not Applicable,Not Applicable
,"Arizona","04","Jul., 2021","2021/07",121,Not Applicable,Not Applicable
,"Arizona","04","Aug., 2021","2021/08",135,Not Applicable,Not Applicable
,"Arizona","04","Sep., 2021","2021/09",160,Not Applicable,Not Applicable
,"Arizona","04","Oct., 2021","2021/10",132,Not Applicable,Not Applicable
,"Arizona","04","Nov., 2021","2021/11",139,Not Applicable,Not Applicable
,"Arizona","04","Dec., 2021","2021/12",157,Not Applicable,Not Applicable
,"Arizona","04","Jan., 2022 (provisional)","2022/01",121,Not Applicable,Not Applicable
