"Notes"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Jan., 2020"	"2020/01"	200	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2020"	"2020/02"	189	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2020"	"2020/03"	195	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2020"	"2020/04"	188	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2020"	"2020/05"	205	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2020"	"2020/06"	187	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2020"	"2020/07"	241	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2020"	"2020/08"	185	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2020"	"2020/09"	209	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2020"	"2020/10"	201	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2020"	"2020/11"	208	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2020"	"2020/12"	312	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2021"	"2021/01"	261	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2021"	"2021/02"	214	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2021"	"2021/03"	200	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2021"	"2021/04"	150	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2021"	"2021/05"	174	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2021"	"2021/06"	179	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2021"	"2021/07"	179	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2021"	"2021/08"	232	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2021"	"2021/09"	191	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2021"	"2021/10"	208	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2021"	"2021/11"	196	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2021"	"2021/12"	207	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2022 (provisional)"	"2022/01"	241	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2022 (provisional)"	"2022/02"	236	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2022 (provisional)"	"2022/03"	160	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2022 (provisional)"	"2022/04"	164	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2022 (provisional)"	"2022/05"	158	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2022 (provisional)"	"2022/06"	170	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2022 (provisional)"	"2022/07"	174	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2022 (provisional)"	"2022/08"	178	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2022 (provisional)"	"2022/09"	181	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2022 (provisional)"	"2022/10"	177	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2022 (provisional)"	"2022/11"	199	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2022 (provisional)"	"2022/12"	227	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2023 (provisional)"	"2023/01"	209	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2023 (provisional)"	"2023/02"	207	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2023 (provisional)"	"2023/03"	173	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2023 (provisional)"	"2023/04"	118	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"			7883	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2020"	"2020/02"	15	Not Applicable	Not Applicable
	"Alaska"	"02"	"May, 2020"	"2020/05"	18	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jun., 2020"	"2020/06"	16	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jul., 2020"	"2020/07"	14	Not Applicable	Not Applicable
	"Alaska"	"02"	"Aug., 2020"	"2020/08"	18	Not Applicable	Not Applicable
	"Alaska"	"02"	"Sep., 2020"	"2020/09"	16	Not Applicable	Not Applicable
	"Alaska"	"02"	"Oct., 2020"	"2020/10"	14	Not Applicable	Not Applicable
	"Alaska"	"02"	"Nov., 2020"	"2020/11"	13	Not Applicable	Not Applicable
	"Alaska"	"02"	"Dec., 2020"	"2020/12"	14	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2021"	"2021/01"	18	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2021"	"2021/02"	13	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2021"	"2021/03"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 2021"	"2021/04"	12	Not Applicable	Not Applicable
	"Alaska"	"02"	"May, 2021"	"2021/05"	11	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jun., 2021"	"2021/06"	11	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jul., 2021"	"2021/07"	12	Not Applicable	Not Applicable
	"Alaska"	"02"	"Aug., 2021"	"2021/08"	11	Not Applicable	Not Applicable
	"Alaska"	"02"	"Sep., 2021"	"2021/09"	16	Not Applicable	Not Applicable
	"Alaska"	"02"	"Oct., 2021"	"2021/10"	22	Not Applicable	Not Applicable
	"Alaska"	"02"	"Nov., 2021"	"2021/11"	17	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2022 (provisional)"	"2022/01"	13	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2022 (provisional)"	"2022/02"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jun., 2022 (provisional)"	"2022/06"	15	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jul., 2022 (provisional)"	"2022/07"	16	Not Applicable	Not Applicable
	"Alaska"	"02"	"Aug., 2022 (provisional)"	"2022/08"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"Sep., 2022 (provisional)"	"2022/09"	15	Not Applicable	Not Applicable
	"Alaska"	"02"	"Oct., 2022 (provisional)"	"2022/10"	15	Not Applicable	Not Applicable
	"Alaska"	"02"	"Nov., 2022 (provisional)"	"2022/11"	19	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2023 (provisional)"	"2023/01"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2023 (provisional)"	"2023/02"	20	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2023 (provisional)"	"2023/03"	14	Not Applicable	Not Applicable
"Total"	"Alaska"	"02"			517	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2020"	"2020/01"	312	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2020"	"2020/02"	304	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2020"	"2020/03"	320	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2020"	"2020/04"	320	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2020"	"2020/05"	311	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2020"	"2020/06"	304	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2020"	"2020/07"	373	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2020"	"2020/08"	271	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2020"	"2020/09"	258	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2020"	"2020/10"	289	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2020"	"2020/11"	301	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2020"	"2020/12"	449	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2021"	"2021/01"	452	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2021"	"2021/02"	264	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2021"	"2021/03"	290	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2021"	"2021/04"	245	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2021"	"2021/05"	286	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2021"	"2021/06"	241	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2021"	"2021/07"	276	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2021"	"2021/08"	315	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2021"	"2021/09"	285	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2021"	"2021/10"	300	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2021"	"2021/11"	314	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2021"	"2021/12"	368	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2022 (provisional)"	"2022/01"	384	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2022 (provisional)"	"2022/02"	323	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2022 (provisional)"	"2022/03"	294	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2022 (provisional)"	"2022/04"	302	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2022 (provisional)"	"2022/05"	268	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2022 (provisional)"	"2022/06"	288	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2022 (provisional)"	"2022/07"	297	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2022 (provisional)"	"2022/08"	274	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2022 (provisional)"	"2022/09"	240	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2022 (provisional)"	"2022/10"	307	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2022 (provisional)"	"2022/11"	313	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2022 (provisional)"	"2022/12"	388	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2023 (provisional)"	"2023/01"	353	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2023 (provisional)"	"2023/02"	263	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2023 (provisional)"	"2023/03"	330	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2023 (provisional)"	"2023/04"	189	Not Applicable	Not Applicable
"Total"	"Arizona"	"04"			12261	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jan., 2020"	"2020/01"	154	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Feb., 2020"	"2020/02"	140	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Mar., 2020"	"2020/03"	139	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Apr., 2020"	"2020/04"	135	Not Applicable	Not Applicable
	"Arkansas"	"05"	"May, 2020"	"2020/05"	136	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jun., 2020"	"2020/06"	118	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jul., 2020"	"2020/07"	126	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Aug., 2020"	"2020/08"	140	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Sep., 2020"	"2020/09"	135	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Oct., 2020"	"2020/10"	163	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Nov., 2020"	"2020/11"	175	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Dec., 2020"	"2020/12"	192	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jan., 2021"	"2021/01"	172	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Feb., 2021"	"2021/02"	119	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Mar., 2021"	"2021/03"	128	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Apr., 2021"	"2021/04"	90	Not Applicable	Not Applicable
	"Arkansas"	"05"	"May, 2021"	"2021/05"	124	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jun., 2021"	"2021/06"	79	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jul., 2021"	"2021/07"	130	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Aug., 2021"	"2021/08"	123	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Sep., 2021"	"2021/09"	132	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Oct., 2021"	"2021/10"	123	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Nov., 2021"	"2021/11"	135	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Dec., 2021"	"2021/12"	125	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jan., 2022 (provisional)"	"2022/01"	148	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Feb., 2022 (provisional)"	"2022/02"	127	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Mar., 2022 (provisional)"	"2022/03"	116	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Apr., 2022 (provisional)"	"2022/04"	94	Not Applicable	Not Applicable
	"Arkansas"	"05"	"May, 2022 (provisional)"	"2022/05"	129	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jun., 2022 (provisional)"	"2022/06"	109	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jul., 2022 (provisional)"	"2022/07"	116	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Aug., 2022 (provisional)"	"2022/08"	136	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Sep., 2022 (provisional)"	"2022/09"	135	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Oct., 2022 (provisional)"	"2022/10"	121	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Nov., 2022 (provisional)"	"2022/11"	118	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Dec., 2022 (provisional)"	"2022/12"	147	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jan., 2023 (provisional)"	"2023/01"	151	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Feb., 2023 (provisional)"	"2023/02"	96	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Mar., 2023 (provisional)"	"2023/03"	118	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Apr., 2023 (provisional)"	"2023/04"	83	Not Applicable	Not Applicable
"Total"	"Arkansas"	"05"			5177	Not Applicable	Not Applicable
	"California"	"06"	"Jan., 2020"	"2020/01"	1993	Not Applicable	Not Applicable
	"California"	"06"	"Feb., 2020"	"2020/02"	1752	Not Applicable	Not Applicable
