"Notes","Residence State","Residence State Code","Month","Month Code",Deaths,Population,Crude Rate
,"Alabama","01","Jan., 2020","2020/01",26,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2020","2020/02",22,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2020","2020/03",15,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2020","2020/04",20,Not Applicable,Not Applicable
,"Alabama","01","May, 2020","2020/05",21,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2020","2020/06",17,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2020","2020/07",16,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2020","2020/08",28,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2020","2020/09",22,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2020","2020/10",18,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2020","2020/11",20,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2020","2020/12",21,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2021","2021/01",23,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2021","2021/02",21,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2021","2021/03",26,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2021","2021/04",25,Not Applicable,Not Applicable
,"Alabama","01","May, 2021","2021/05",19,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2021","2021/06",37,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2021","2021/07",27,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2021","2021/08",25,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2021","2021/09",25,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2021","2021/10",25,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2021","2021/11",25,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2021","2021/12",13,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2022 (provisional)","2022/01",19,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2022 (provisional)","2022/02",29,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2022 (provisional)","2022/03",13,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2022 (provisional)","2022/04",15,Not Applicable,Not Applicable
,"Alabama","01","May, 2022 (provisional)","2022/05",17,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2022 (provisional)","2022/06",21,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2022 (provisional)","2022/07",17,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2022 (provisional)","2022/08",24,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2022 (provisional)","2022/09",23,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2022 (provisional)","2022/10",12,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2022 (provisional)","2022/11",17,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2022 (provisional)","2022/12",19,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2023 (provisional)","2023/01",24,Not Applicable,Not Applicable
