"Notes"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Jan., 2021"	"2021/01"	2120	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2021"	"2021/02"	1515	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2021"	"2021/03"	1279	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2021"	"2021/04"	1250	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2021"	"2021/05"	1243	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2021"	"2021/06"	1136	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2021"	"2021/07"	1238	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2021"	"2021/08"	1583	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2021"	"2021/09"	1610	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2021"	"2021/10"	1421	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2021"	"2021/11"	1323	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2021"	"2021/12"	1369	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2022 (provisional)"	"2022/01"	1736	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2022 (provisional)"	"2022/02"	1656	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2022 (provisional)"	"2022/03"	1301	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2022 (provisional)"	"2022/04"	1140	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2022 (provisional)"	"2022/05"	1165	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2022 (provisional)"	"2022/06"	1152	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2022 (provisional)"	"2022/07"	1196	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2022 (provisional)"	"2022/08"	1208	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2022 (provisional)"	"2022/09"	1204	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2022 (provisional)"	"2022/10"	1355	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2022 (provisional)"	"2022/11"	1252	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2022 (provisional)"	"2022/12"	1378	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2023 (provisional)"	"2023/01"	1372	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2023 (provisional)"	"2023/02"	1207	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2023 (provisional)"	"2023/03"	1220	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2023 (provisional)"	"2023/04"	730	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"			37359	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2021"	"2021/01"	96	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2021"	"2021/02"	97	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2021"	"2021/03"	98	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 2021"	"2021/04"	93	Not Applicable	Not Applicable
	"Alaska"	"02"	"May, 2021"	"2021/05"	106	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jun., 2021"	"2021/06"	88	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jul., 2021"	"2021/07"	99	Not Applicable	Not Applicable
	"Alaska"	"02"	"Aug., 2021"	"2021/08"	146	Not Applicable	Not Applicable
	"Alaska"	"02"	"Sep., 2021"	"2021/09"	166	Not Applicable	Not Applicable
	"Alaska"	"02"	"Oct., 2021"	"2021/10"	155	Not Applicable	Not Applicable
	"Alaska"	"02"	"Nov., 2021"	"2021/11"	138	Not Applicable	Not Applicable
	"Alaska"	"02"	"Dec., 2021"	"2021/12"	139	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2022 (provisional)"	"2022/01"	131	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2022 (provisional)"	"2022/02"	116	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2022 (provisional)"	"2022/03"	103	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 2022 (provisional)"	"2022/04"	93	Not Applicable	Not Applicable
	"Alaska"	"02"	"May, 2022 (provisional)"	"2022/05"	110	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jun., 2022 (provisional)"	"2022/06"	99	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jul., 2022 (provisional)"	"2022/07"	106	Not Applicable	Not Applicable
	"Alaska"	"02"	"Aug., 2022 (provisional)"	"2022/08"	110	Not Applicable	Not Applicable
	"Alaska"	"02"	"Sep., 2022 (provisional)"	"2022/09"	129	Not Applicable	Not Applicable
	"Alaska"	"02"	"Oct., 2022 (provisional)"	"2022/10"	99	Not Applicable	Not Applicable
	"Alaska"	"02"	"Nov., 2022 (provisional)"	"2022/11"	101	Not Applicable	Not Applicable
	"Alaska"	"02"	"Dec., 2022 (provisional)"	"2022/12"	138	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2023 (provisional)"	"2023/01"	121	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2023 (provisional)"	"2023/02"	103	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2023 (provisional)"	"2023/03"	92	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 2023 (provisional)"	"2023/04"	34	Not Applicable	Not Applicable
"Total"	"Alaska"	"02"			3106	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2021"	"2021/01"	2667	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2021"	"2021/02"	1681	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2021"	"2021/03"	1501	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2021"	"2021/04"	1361	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2021"	"2021/05"	1336	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2021"	"2021/06"	1417	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2021"	"2021/07"	1353	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2021"	"2021/08"	1623	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2021"	"2021/09"	1614	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2021"	"2021/10"	1614	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2021"	"2021/11"	1832	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2021"	"2021/12"	2032	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2022 (provisional)"	"2022/01"	2101	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2022 (provisional)"	"2022/02"	1734	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2022 (provisional)"	"2022/03"	1514	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2022 (provisional)"	"2022/04"	1330	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2022 (provisional)"	"2022/05"	1428	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2022 (provisional)"	"2022/06"	1364	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2022 (provisional)"	"2022/07"	1474	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2022 (provisional)"	"2022/08"	1372	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2022 (provisional)"	"2022/09"	1372	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2022 (provisional)"	"2022/10"	1438	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2022 (provisional)"	"2022/11"	1521	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2022 (provisional)"	"2022/12"	1683	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2023 (provisional)"	"2023/01"	1535	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2023 (provisional)"	"2023/02"	1386	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2023 (provisional)"	"2023/03"	1432	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2023 (provisional)"	"2023/04"	1065	Not Applicable	Not Applicable
"Total"	"Arizona"	"04"			43780	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jan., 2021"	"2021/01"	1069	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Feb., 2021"	"2021/02"	800	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Mar., 2021"	"2021/03"	733	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Apr., 2021"	"2021/04"	724	Not Applicable	Not Applicable
	"Arkansas"	"05"	"May, 2021"	"2021/05"	722	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jun., 2021"	"2021/06"	669	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jul., 2021"	"2021/07"	808	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Aug., 2021"	"2021/08"	974	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Sep., 2021"	"2021/09"	856	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Oct., 2021"	"2021/10"	858	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Nov., 2021"	"2021/11"	806	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Dec., 2021"	"2021/12"	898	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jan., 2022 (provisional)"	"2022/01"	1003	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Feb., 2022 (provisional)"	"2022/02"	956	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Mar., 2022 (provisional)"	"2022/03"	787	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Apr., 2022 (provisional)"	"2022/04"	732	Not Applicable	Not Applicable
	"Arkansas"	"05"	"May, 2022 (provisional)"	"2022/05"	728	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jun., 2022 (provisional)"	"2022/06"	744	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jul., 2022 (provisional)"	"2022/07"	751	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Aug., 2022 (provisional)"	"2022/08"	741	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Sep., 2022 (provisional)"	"2022/09"	735	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Oct., 2022 (provisional)"	"2022/10"	797	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Nov., 2022 (provisional)"	"2022/11"	805	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Dec., 2022 (provisional)"	"2022/12"	897	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jan., 2023 (provisional)"	"2023/01"	896	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Feb., 2023 (provisional)"	"2023/02"	753	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Mar., 2023 (provisional)"	"2023/03"	794	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Apr., 2023 (provisional)"	"2023/04"	481	Not Applicable	Not Applicable
"Total"	"Arkansas"	"05"			22517	Not Applicable	Not Applicable
	"California"	"06"	"Jan., 2021"	"2021/01"	10790	Not Applicable	Not Applicable
	"California"	"06"	"Feb., 2021"	"2021/02"	6693	Not Applicable	Not Applicable
	"California"	"06"	"Mar., 2021"	"2021/03"	5755	Not Applicable	Not Applicable
	"California"	"06"	"Apr., 2021"	"2021/04"	4954	Not Applicable	Not Applicable
	"California"	"06"	"May, 2021"	"2021/05"	4926	Not Applicable	Not Applicable
	"California"	"06"	"Jun., 2021"	"2021/06"	4715	Not Applicable	Not Applicable
	"California"	"06"	"Jul., 2021"	"2021/07"	4880	Not Applicable	Not Applicable
	"California"	"06"	"Aug., 2021"	"2021/08"	5691	Not Applicable	Not Applicable
	"California"	"06"	"Sep., 2021"	"2021/09"	5805	Not Applicable	Not Applicable
	"California"	"06"	"Oct., 2021"	"2021/10"	5671	Not Applicable	Not Applicable
	"California"	"06"	"Nov., 2021"	"2021/11"	5486	Not Applicable	Not Applicable
	"California"	"06"	"Dec., 2021"	"2021/12"	6059	Not Applicable	Not Applicable
	"California"	"06"	"Jan., 2022 (provisional)"	"2022/01"	7520	Not Applicable	Not Applicable
	"California"	"06"	"Feb., 2022 (provisional)"	"2022/02"	6265	Not Applicable	Not Applicable
	"California"	"06"	"Mar., 2022 (provisional)"	"2022/03"	5526	Not Applicable	Not Applicable
	"California"	"06"	"Apr., 2022 (provisional)"	"2022/04"	5022	Not Applicable	Not Applicable
	"California"	"06"	"May, 2022 (provisional)"	"2022/05"	5127	Not Applicable	Not Applicable
	"California"	"06"	"Jun., 2022 (provisional)"	"2022/06"	5066	Not Applicable	Not Applicable
